1054dcabina4cara
Integration time [ms]:  39.939
Averaging Nr. [scans]: 13
Smoothing Nr. [pixels]: 3
Data measured with spectrometer [name]: 0905077U1
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
 460.53;21067.803;   -0.576;   99.431
 460.69;21156.396;   -1.450;   99.519
 460.85;21345.736;   -1.281;   99.450
 461.01;21489.230;   -0.707;   98.862
 461.17;21478.088;   -1.024;   97.602
 461.33;21444.660;   -1.469;   96.195
 461.49;21638.133;   -1.481;   96.821
 461.65;21779.428;   -2.183;   96.500
 461.81;21887.670;   -0.633;   96.698
 461.96;21988.352;    0.093;   95.424
 462.12;22033.033;   -0.871;   95.764
 462.28;22262.242;   -1.840;   97.386
 462.44;22379.406;   -1.024;   96.907
 462.60;22405.188;   -0.498;   97.805
 462.76;22458.133;   -0.157;   98.755
 462.92;22433.055;   -2.012;   98.805
 463.08;22466.660;   -1.995;  100.936
 463.24;22463.955;   -1.250;  102.157
 463.40;22394.527;   -0.319;  102.707
 463.56;22313.891;   -1.374;  104.481
 463.72;22333.033;    0.005;  104.240
 463.88;22302.461;    0.312;  105.681
 464.04;22496.857;    1.500;  107.355
 464.20;22527.955;    0.702;  107.414
 464.36;22516.857;    0.757;  108.098
 464.52;22566.109;   -0.231;  108.205
 464.68;22714.000;    1.529;  109.355
 464.84;22865.143;   -0.221;  111.833
 465.00;23093.076;    0.548;  111.869
 465.16;23192.000;   -0.879;  113.024
 465.32;23333.473;    0.071;  113.450
 465.48;23554.021;   -1.079;  114.862
 465.64;23577.604;   -0.110;  115.193
 465.80;23610.242;   -1.279;  115.157
 465.96;23487.891;   -1.338;  112.602
 466.12;23506.682;   -3.688;  111.567
 466.27;23368.373;   -2.910;  108.564
 466.43;23667.121;   -3.117;  109.757
 466.59;23573.209;   -2.252;  106.193
 466.75;23815.779;   -2.460;  105.948
 466.91;24062.133;   -2.376;  105.164
 467.07;24404.088;   -3.202;  106.271
 467.23;24614.748;   -0.414;  106.250
 467.39;24993.758;    0.093;  107.233
 467.55;24949.736;   -0.700;  105.517
 467.71;25342.549;   -1.145;  107.814
 467.87;25689.561;   -0.110;  107.917
 468.03;26097.055;    0.588;  108.452
 468.19;26278.045;    1.614;  107.793
 468.35;26463.252;    0.388;  108.433
 468.51;26543.891;    1.195;  108.821
 468.67;26730.066;    2.074;  110.033
 468.83;27109.691;    2.176;  109.469
 468.99;27045.979;    1.664;  109.110
 469.15;26991.275;    0.910;  108.050
 469.30;26954.594;    1.083;  108.967
 469.46;26807.230;    1.529;  108.012
 469.62;26775.779;    0.617;  107.214
 469.78;26754.000;   -0.024;  105.888
 469.94;26509.363;   -0.040;  105.433
 470.10;26606.264;   -0.148;  105.021
 470.26;26735.164;   -0.336;  105.967
 470.42;26936.770;    0.414;  104.564
 470.58;27305.406;   -0.098;  105.062
 470.74;27726.967;    0.738;  105.879
 470.90;28238.988;    1.388;  105.824
 471.06;28724.813;    0.386;  105.640
 471.22;29171.824;    0.007;  107.424
 471.38;29581.385;    0.900;  107.479
 471.54;30159.428;    1.255;  109.633
 471.69;30553.691;    1.319;  110.040
 471.85;30628.527;    1.426;  111.252
 472.01;30654.879;    1.110;  112.621
 472.17;30765.055;    1.940;  113.871
 472.33;30674.924;    2.395;  111.669
 472.49;30643.691;    2.112;  112.976
 472.65;30526.748;    2.414;  113.250
 472.81;30567.252;    1.826;  114.014
 472.97;30765.121;    1.614;  113.040
 473.13;30906.945;    0.740;  114.024
 473.29;31038.703;   -0.424;  115.031
 473.45;31283.076;   -1.393;  116.186
 473.61;31578.967;   -2.338;  114.898
 473.76;32058.725;   -4.240;  114.529
 473.92;32362.967;   -3.090;  114.840
 474.08;32637.934;   -5.031;  116.100
 474.24;33013.691;   -3.652;  115.583
 474.40;33312.266;   -3.402;  116.662
 474.56;33712.988;   -2.338;  118.574
 474.72;33866.328;   -3.269;  120.367
 474.88;33845.867;   -1.605;  121.526
 475.04;34004.266;   -1.840;  124.357
 475.20;34169.605;   -0.719;  123.764
 475.36;34184.660;   -1.279;  122.757
 475.51;34208.727;    0.186;  121.860
 475.67;34194.285;   -0.507;  120.690
 475.83;34320.242;    1.624;  120.726
 475.99;34588.746;    1.350;  121.786
 476.15;34825.031;    1.186;  119.145
 476.31;35247.605;    0.750;  120.452
 476.47;35854.219;    0.957;  122.869
 476.63;36523.734;   -0.383;  123.110
 476.79;37092.945;    0.024;  122.869
 476.95;37604.484;   -0.631;  123.348
 477.11;37963.230;   -1.033;  122.336
 477.26;38330.902;   -1.917;  123.671
 477.42;38563.363;   -1.024;  121.498
 477.58;38535.957;   -1.098;  122.529
 477.74;38493.473;    0.224;  123.831
 477.90;38425.320;    0.112;  125.871
 478.06;38408.680;    1.176;  126.288
 478.22;38567.781;    1.055;  127.005
 478.38;38739.363;    2.452;  126.698
 478.54;38985.582;    2.398;  128.614
 478.69;39304.418;    3.576;  127.745
 478.85;39644.879;    3.817;  127.938
 479.01;40183.188;    3.405;  128.126
 479.17;40520.176;    2.912;  128.052
 479.33;40707.582;    3.348;  127.812
 479.49;40796.922;    2.398;  129.443
 479.65;40838.703;    2.138;  129.555
 479.81;40966.637;    0.512;  131.643
 479.97;40974.176;    0.167;  132.021
 480.13;41002.023;   -0.002;  131.652
 480.28;41202.879;   -0.643;  131.831
 480.44;41453.891;   -0.450;  132.471
 480.60;41765.559;   -0.443;  132.612
 480.76;42085.188;    0.131;  134.062
 480.92;42385.910;    1.386;  132.364
 481.08;42763.031;    1.064;  132.910
 481.24;42886.000;    1.138;  133.536
 481.40;43022.375;    2.074;  133.186
 481.55;43036.109;    1.348;  132.374
 481.71;43066.375;    1.226;  130.090
 481.87;43009.559;    1.490;  129.879
 482.03;42978.375;   -0.060;  130.071
 482.19;42923.188;    0.338;  128.660
 482.35;43077.582;    0.283;  129.262
 482.51;43208.988;   -1.167;  129.517
 482.67;43355.383;   -0.945;  129.529
 482.82;43344.199;   -0.595;  129.936
 482.98;43435.031;   -1.793;  129.367
 483.14;43466.746;   -1.300;  128.507
 483.30;43565.098;   -1.402;  128.100
 483.46;43519.891;   -1.090;  126.869
 483.62;43481.055;    0.398;  127.271
 483.78;43511.012;    1.148;  126.536
 483.94;43682.902;    1.226;  128.843
 484.09;43802.133;    2.157;  129.640
 484.25;43844.570;    2.055;  130.805
 484.41;43648.855;    2.862;  132.145
 484.57;43413.715;    1.798;  138.357
 484.73;42903.406;    1.357;  154.498
 484.89;42057.273;   -0.345;  175.881
 485.05;41080.199;   -0.205;  195.440
 485.20;40072.133;   -1.479;  216.310
 485.36;39103.449;   -1.176;  236.231
 485.52;38386.770;   -1.898;  256.138
 485.68;37851.672;    0.395;  264.050
 485.84;37658.813;    0.731;  252.510
 486.00;38033.207;    2.386;  234.183
 486.16;38651.164;    2.121;  214.710
 486.31;39353.734;    2.776;  193.488
 486.47;40198.813;    2.293;  172.852
 486.63;40959.848;    2.252;  153.631
 486.79;41800.395;    1.321;  140.710
 486.95;42611.098;    0.624;  135.421
 487.11;43170.855;    0.236;  132.671
 487.27;43629.207;    1.643;  129.669
 487.42;44072.660;    0.864;  128.081
 487.58;44286.000;    1.081;  126.479
 487.74;44461.273;   -0.507;  123.833
 487.90;44378.703;    0.062;  121.183
 488.06;44258.375;   -0.279;  120.786
 488.22;44169.867;    1.090;  119.964
 488.38;44156.133;   -0.136;  120.271
 488.53;44193.867;   -0.633;  118.545
 488.69;44461.406;   -1.221;  118.929
 488.85;44926.527;    1.090;  118.060
 489.01;45593.363;   -0.326;  118.310
 489.17;46186.395;    0.310;  116.279
 489.33;46750.461;   -2.460;  115.824
 489.48;47150.570;   -2.176;  114.412
 489.64;47411.559;   -1.602;  114.710
 489.80;47441.121;   -0.671;  112.488
 489.96;47392.395;   -2.536;  112.548
 490.12;47268.770;   -2.148;  110.498
 490.28;47208.395;   -2.183;  109.776
 490.43;46998.969;   -0.824;  108.193
 490.59;46771.031;   -1.450;  108.443
 490.75;46533.207;   -1.262;  108.288
 490.91;46381.496;   -0.831;  110.186
 491.07;46025.867;    0.243;  107.907
 491.23;45703.910;   -0.021;  108.300
 491.38;45327.098;    0.395;  108.517
 491.54;45111.824;   -0.621;  108.833
 491.70;45159.406;    0.252;  106.631
 491.86;45377.801;    0.540;  104.738
 492.02;45665.691;    0.633;  102.526
 492.18;46166.285;   -0.136;  103.348
 492.33;46649.254;    0.919;  102.269
 492.49;46994.199;    0.826;  102.100
 492.65;47256.066;    2.367;  102.421
 492.81;47366.328;    0.464;  104.281
 492.97;47323.672;    0.329;  104.212
 493.13;47355.164;   -0.412;  103.929
 493.28;47311.012;   -0.319;  103.964
 493.44;47314.680;   -2.079;  104.071
 493.60;47613.734;   -2.157;  104.126
 493.76;47970.855;   -3.383;  102.243
 493.92;48352.594;   -2.090;  101.393
 494.07;48766.551;   -2.821;  102.243
 494.23;48968.637;   -2.462;  101.402
 494.39;49156.133;   -1.774;  100.957
 494.55;49145.910;    0.148;  100.231
 494.71;48983.867;   -1.079;   98.738
 494.87;48819.539;   -1.252;   98.012
 495.02;48608.484;   -1.717;   96.357
 495.18;48399.145;   -1.452;   95.631
 495.34;48332.969;   -1.460;   97.129
 495.50;48335.891;   -1.138;   95.850
 495.66;48518.680;   -2.145;   96.271
 495.81;48682.879;   -0.757;   97.145
 495.97;48824.793;   -0.431;   97.557
 496.13;49037.957;   -0.186;   97.012
 496.29;49248.969;    0.664;   95.757
 496.45;49477.430;    0.567;   93.469
 496.60;49618.066;   -0.269;   94.138
 496.76;49678.703;   -0.214;   92.402
 496.92;49674.637;   -0.040;   89.471
 497.08;49526.570;    0.710;   88.488
 497.24;49241.230;    1.064;   88.014
 497.39;48948.504;    1.414;   86.736
 497.55;48578.242;    1.007;   85.576
 497.71;48204.504;    1.271;   82.936
 497.87;47926.375;    2.655;   83.948
 498.03;47805.340;    2.929;   83.040
 498.18;48001.012;    3.198;   82.490
 498.34;48306.219;    2.643;   81.736
 498.50;48685.934;    2.340;   81.643
 498.66;49018.793;    3.348;   81.898
 498.82;49379.691;    3.550;   81.986
 498.97;49612.023;    2.795;   80.479
 499.13;49709.758;    2.102;   80.967
 499.29;49561.559;    1.510;   81.117
 499.45;49307.824;    1.950;   81.338
 499.61;48954.395;    3.519;   82.469
 499.76;48682.945;    3.140;   81.890
 499.92;48355.891;    3.224;   81.917
 500.08;48036.441;    2.664;   81.386
 500.24;47809.121;    2.805;   80.840
 500.40;47679.207;    1.931;   80.852
 500.55;47570.484;    1.967;   80.679
 500.71;47487.516;   -0.479;   78.671
 500.87;47358.836;    0.071;   78.536
 501.03;47329.230;   -0.317;   77.938
 501.18;47399.758;   -0.148;   77.288
 501.34;47486.504;   -0.364;   78.805
 501.50;47580.551;   -0.300;   78.374
 501.66;47829.625;   -0.202;   77.348
 501.82;48107.406;    1.290;   77.326
 501.97;48526.727;   -0.117;   78.129
 502.13;48922.441;    1.129;   78.145
 502.29;49269.273;    1.302;   77.833
 502.45;49524.551;    2.090;   76.136
 502.60;49760.879;    0.864;   74.662
 502.76;49748.109;    0.233;   74.250
 502.92;49653.273;   -1.812;   74.214
 503.08;49344.242;   -2.214;   72.745
 503.24;49083.516;   -2.945;   71.024
 503.39;48862.133;   -3.081;   70.498
 503.55;48665.758;   -3.250;   70.529
 503.71;48528.152;   -1.167;   70.793
 503.87;48622.461;   -1.012;   71.386
 504.02;48848.461;    0.767;   70.983
 504.18;49224.484;    1.836;   70.262
 504.34;49546.527;    1.929;   70.460
 504.50;49861.449;    0.226;   71.557
 504.66;50349.340;   -0.938;   70.688
 504.81;50794.945;   -1.993;   70.290
 504.97;51205.383;   -1.157;   68.802
 505.13;51598.242;   -1.479;   69.395
 505.29;51843.715;   -3.024;   69.440
 505.44;52074.199;   -2.717;   68.862
 505.60;52217.383;   -1.071;   67.974
 505.76;52208.660;   -1.298;   68.281
 505.92;52077.473;   -0.414;   68.393
 506.07;51816.266;   -1.021;   68.510
 506.23;51559.145;   -0.795;   67.774
 506.39;51422.504;    0.731;   66.300
 506.55;51257.164;   -0.710;   67.183
 506.70;51109.363;   -1.888;   66.243
 506.86;50801.691;   -0.662;   64.898
 507.02;50657.848;   -0.317;   63.776
 507.18;50551.273;    0.119;   62.621
 507.33;50464.090;    0.055;   62.595
 507.49;50306.969;   -0.271;   63.650
 507.65;50300.527;    0.788;   63.014
 507.81;50424.594;    1.795;   62.831
 507.96;50820.793;    2.140;   63.110
 508.12;51193.430;    2.062;   62.364
 508.28;51663.734;    0.826;   63.414
 508.44;51928.285;    0.452;   61.993
 508.59;52222.242;    1.369;   61.357
 508.75;52288.023;    0.767;   60.383
 508.91;52276.352;    0.540;   61.290
 509.07;52186.484;    0.548;   61.107
 509.22;52019.340;   -0.555;   62.110
 509.38;51717.340;    0.443;   61.517
 509.54;51578.637;    0.817;   61.519
 509.70;51512.594;   -0.024;   61.774
 509.85;51645.406;    0.960;   61.424
 510.01;51722.090;    2.186;   59.069
 510.17;51805.363;    1.826;   58.567
 510.33;51980.902;    2.271;   57.393
 510.48;52234.902;    2.140;   56.386
 510.64;52544.727;    2.110;   56.145
 510.80;52926.770;    2.836;   55.005
 510.95;53119.848;    1.919;   55.460
 511.11;53315.957;    0.807;   56.929
 511.27;53359.758;    0.614;   57.126
 511.43;53327.516;    0.579;   57.805
 511.58;53166.176;    1.919;   58.517
 511.74;52924.133;    2.045;   57.662
 511.90;52526.922;    1.367;   57.079
 512.06;52203.207;    1.407;   57.033
 512.21;51990.484;    2.281;   56.374
 512.37;51913.891;    2.064;   56.062
 512.53;51791.801;    2.643;   54.964
 512.68;51806.418;    1.274;   54.614
 512.84;51775.145;    1.595;   54.507
 513.00;51713.055;    1.617;   55.386
 513.16;51677.121;    2.443;   54.069
 513.31;51577.582;    0.512;   54.281
 513.47;51401.648;    1.176;   53.355
 513.63;51379.957;   -0.012;   53.452
 513.79;51387.801;   -0.538;   52.488
 513.94;51485.848;   -1.250;   53.395
 514.10;51628.637;   -2.462;   52.488
 514.26;51776.043;   -3.717;   51.795
 514.41;51937.121;   -2.062;   51.545
 514.57;52280.836;   -2.402;   51.681
 514.73;52490.660;   -1.405;   50.860
 514.89;52704.352;   -1.440;   51.519
 515.04;52862.000;   -2.405;   50.955
 515.20;52939.164;   -2.593;   50.757
 515.36;52751.449;   -1.671;   53.069
 515.51;52342.066;   -2.660;   52.671
 515.67;51626.484;   -1.586;   53.164
 515.83;50713.715;   -1.717;   53.738
 515.98;49443.891;   -0.786;   52.183
 516.14;48162.945;    0.255;   51.767
 516.30;47000.152;    1.986;   52.202
 516.46;46308.352;    1.645;   50.290
 516.61;46163.758;    2.548;   48.564
 516.77;46327.254;    1.940;   47.995
 516.93;46663.715;    2.986;   46.688
 517.08;47262.152;    2.331;   47.024
 517.24;47886.617;    1.233;   45.936
 517.40;48492.617;    0.693;   45.852
 517.56;48877.473;    1.119;   45.669
 517.71;48856.660;    1.121;   46.138
 517.87;48595.672;    1.252;   44.936
 518.03;48562.727;    0.436;   45.929
 518.18;48794.617;    1.281;   46.221
 518.34;49187.383;    1.779;   47.948
 518.50;49560.945;    2.157;   46.412
 518.65;50022.770;    2.036;   46.548
 518.81;50516.988;    2.157;   45.974
 518.97;51262.637;    1.131;   47.681
 519.12;51918.219;    0.814;   47.069
 519.28;52296.660;   -0.583;   46.976
 519.44;52476.461;   -0.138;   45.212
 519.60;52640.703;   -0.479;   46.062
 519.75;52719.230;    0.233;   46.231
 519.91;52821.363;    0.007;   47.957
 520.07;52834.133;    0.519;   47.079
 520.22;52748.176;    0.550;   46.700
 520.38;52767.848;    0.081;   46.269
 520.54;52899.824;   -0.907;   46.890
 520.69;53143.230;   -0.576;   47.526
 520.85;53432.703;   -1.555;   47.548
 521.01;53747.012;   -1.938;   46.498
 521.16;53864.793;   -2.193;   46.910
 521.32;53947.055;   -1.138;   48.079
 521.48;53939.340;    0.093;   47.490
 521.63;53818.176;    1.710;   46.402
 521.79;53612.309;    1.855;   45.948
 521.95;53233.516;    3.424;   45.907
 522.10;52806.109;    3.855;   46.633
 522.26;52465.078;    3.281;   46.888
 522.42;52361.145;    1.855;   45.119
 522.57;52387.363;    3.490;   44.079
 522.73;52596.352;    2.321;   44.567
 522.89;52779.320;    1.300;   44.812
 523.04;53141.449;   -1.183;   44.624
 523.20;53638.617;   -2.100;   43.650
 523.36;54257.496;   -0.707;   42.233
 523.52;54681.297;   -0.700;   42.069
 523.67;54949.145;   -2.212;   43.643
 523.83;55076.199;   -0.871;   44.707
 523.99;55172.043;   -0.774;   45.310
 524.14;55161.164;    1.176;   45.298
 524.30;54999.648;    1.626;   46.929
 524.45;54787.977;    0.614;   46.221
 524.61;54714.594;    1.350;   47.300
 524.77;54645.691;    1.595;   46.498
 524.92;54517.363;    0.693;   46.129
 525.08;54321.340;    1.548;   44.831
 525.24;54041.801;    0.760;   44.900
 525.39;53682.266;    0.386;   44.002
 525.55;53104.969;    0.226;   44.129
 525.71;52158.441;    0.957;   43.231
 525.86;51257.363;    0.569;   44.043
 526.02;50378.617;   -0.176;   44.345
 526.18;49714.988;   -0.993;   44.033
 526.33;49249.734;   -0.814;   42.602
 526.49;49144.660;   -0.736;   41.929
 526.65;49293.867;    0.671;   42.260
 526.80;49893.320;   -0.783;   43.500
 526.96;50521.691;   -0.395;   43.279
 527.12;51208.703;   -0.793;   43.919
 527.27;51915.934;   -1.348;   45.212
 527.43;52633.758;   -1.679;   47.090
 527.59;53160.152;   -0.090;   46.783
 527.74;53638.285;   -2.936;   47.490
 527.90;53940.727;   -2.462;   47.126
 528.06;54335.340;   -3.460;   46.776
 528.21;54814.746;   -3.843;   45.993
 528.37;55101.715;   -1.840;   45.919
 528.52;55219.582;   -2.090;   45.336
 528.68;55174.551;   -3.345;   46.471
 528.84;55095.625;   -1.729;   46.650
 528.99;54978.152;   -2.726;   47.052
 529.15;54727.977;   -1.357;   48.974
 529.31;54409.145;    0.036;   48.433
 529.46;54152.680;   -0.329;   48.602
 529.62;54116.879;   -0.317;   47.967
 529.78;54293.121;   -0.462;   46.640
 529.93;54561.977;   -1.002;   46.376
 530.09;54823.098;   -0.881;   45.755
 530.24;55114.199;   -2.879;   44.824
 530.40;55337.473;   -3.176;   44.955
 530.56;55591.781;   -3.974;   43.443
 530.71;55666.570;   -3.843;   45.021
 530.87;55616.090;   -4.279;   45.129
 531.03;55395.320;   -3.157;   44.536
 531.18;55083.516;   -3.088;   44.110
 531.34;54723.758;   -1.900;   43.126
 531.50;54233.145;   -2.888;   43.729
 531.65;53631.625;   -2.319;   44.317
 531.81;53022.066;   -1.850;   43.786
 531.96;52433.297;   -0.310;   44.650
 532.12;52051.781;   -2.117;   45.824
 532.28;51807.891;   -1.329;   45.869
 532.43;51721.012;   -1.707;   47.671
 532.59;51864.945;    0.243;   47.460
 532.74;52149.977;   -0.707;   46.433
 532.90;52546.395;   -0.786;   45.240
 533.06;52891.121;   -0.983;   45.843
 533.21;53090.219;    0.567;   45.136
 533.37;53251.559;    0.598;   45.938
 533.53;53216.023;    1.462;   44.593
 533.68;53156.000;   -0.250;   46.205
 533.84;53077.867;    1.033;   45.964
 533.99;53040.441;   -0.374;   47.090
 534.15;53112.461;   -1.262;   46.345
 534.31;53249.496;   -3.631;   48.424
 534.46;53463.188;   -3.986;   49.069
 534.62;53810.813;   -4.631;   49.548
 534.77;54147.801;   -2.976;   47.212
 534.93;54490.418;   -4.469;   48.719
 535.09;54688.109;   -3.386;   47.669
 535.24;54795.691;   -2.517;   46.662
 535.40;54793.297;   -0.938;   43.164
 535.56;54636.000;   -0.688;   42.138
 535.71;54255.539;   -0.176;   41.336
 535.87;53751.867;   -1.679;   41.814
 536.02;53100.375;   -0.157;   41.069
 536.18;52668.266;   -0.221;   42.281
 536.34;52283.012;   -0.967;   42.831
 536.49;52062.770;   -0.326;   45.233
 536.65;51903.672;   -1.748;   44.593
 536.80;52074.152;   -2.136;   45.643
 536.96;52311.320;   -0.890;   45.364
 537.12;52739.734;   -1.821;   46.376
 537.27;52924.152;   -1.129;   44.974
 537.43;53131.121;   -1.345;   45.624
 537.58;53234.570;   -1.948;   43.602
 537.74;53332.570;    0.036;   45.462
 537.90;53201.430;    0.071;   44.279
 538.05;53095.383;   -0.793;   45.148
 538.21;52889.781;    0.243;   44.431
 538.36;52710.988;    0.140;   45.776
 538.52;52398.660;    1.148;   45.621
 538.67;52063.473;   -0.612;   46.100
 538.83;51754.660;   -0.110;   45.526
 538.99;51521.098;   -1.107;   46.767
 539.14;51191.582;   -0.605;   46.231
 539.30;50858.770;   -1.898;   46.281
 539.45;50590.219;   -3.157;   45.945
 539.61;50426.855;   -3.288;   47.319
 539.77;50224.418;   -0.871;   48.231
 539.92;50074.770;   -1.583;   47.405
 540.08;49911.145;    0.176;   47.002
 540.23;49910.504;   -0.193;   46.805
 540.39;50008.461;   -0.024;   46.717
 540.54;50149.848;    0.521;   45.871
 540.70;50295.672;    0.090;   43.764
 540.86;50610.199;    0.045;   44.548
 541.01;50858.352;   -1.595;   44.812
 541.17;51097.012;   -2.621;   46.329
 541.32;51296.902;   -1.900;   46.221
 541.48;51426.504;   -1.117;   47.138
 541.63;51369.430;   -0.824;   47.469
 541.79;51358.727;   -1.155;   49.062
 541.95;51195.672;   -0.300;   47.593
 542.10;51078.594;    0.550;   46.405
 542.26;51009.516;    1.243;   44.660
 542.41;50830.504;    0.598;   44.652
 542.57;50636.199;    0.748;   43.755
 542.72;50718.855;    0.264;   43.738
 542.88;50792.375;    0.890;   42.555
 543.04;51019.781;    0.226;   44.967
 543.19;51187.496;    0.757;   47.040
 543.35;51328.441;   -0.498;   47.014
 543.50;51512.285;   -0.386;   46.640
 543.66;51701.672;   -1.879;   48.243
 543.81;51780.066;   -1.576;   49.936
 543.97;51779.605;   -3.269;   50.967
 544.13;51583.273;   -2.805;   49.431
 544.28;51420.352;   -3.221;   48.443
 544.44;51319.539;   -2.176;   50.250
 544.59;51306.242;   -1.164;   51.138
 544.75;51325.824;    0.205;   50.574
 544.90;51241.891;    0.360;   49.976
 545.06;51153.430;    2.176;   48.755
 545.21;51201.230;    1.017;   49.300
 545.37;51256.285;    1.529;   50.002
 545.53;51282.461;    1.264;   49.738
 545.68;51213.516;    0.167;   49.774
 545.84;51168.617;   -0.774;   50.700
 545.99;51144.855;   -0.081;   50.307
 546.15;51222.418;   -0.288;   52.157
 546.30;51144.855;   -0.729;   51.450
 546.46;51074.109;   -0.736;   50.890
 546.61;50920.855;   -1.195;   49.879
 546.77;50749.582;   -1.202;   49.862
 546.92;50469.734;   -0.710;   48.031
 547.08;50264.793;   -1.564;   48.614
 547.24;50036.109;   -0.290;   47.260
 547.39;49952.219;    1.102;   47.700
 547.55;49882.352;    0.843;   47.564
 547.70;49954.855;    1.140;   47.357
 547.86;50144.066;    0.948;   47.745
 548.01;50380.090;    0.636;   48.662
 548.17;50583.891;    1.605;   48.374
 548.32;50717.230;    1.007;   49.710
 548.48;50862.922;    0.605;   48.374
 548.63;51011.473;    0.093;   48.948
 548.79;51024.988;    1.348;   49.621
 548.94;50991.383;    2.169;   50.014
 549.10;50920.152;    2.643;   49.079
 549.26;50907.031;    1.436;   48.605
 549.41;50840.109;    1.281;   48.374
 549.57;50746.418;    1.236;   50.376
 549.72;50668.109;    1.262;   50.183
 549.88;50561.449;   -0.279;   49.738
 550.03;50443.320;   -0.195;   49.298
 550.19;50403.648;   -0.602;   50.052
 550.34;50302.309;   -1.071;   50.574
 550.50;50315.910;   -2.498;   49.271
 550.65;50335.625;   -1.452;   49.736
 550.81;50378.461;   -1.688;   50.729
 550.96;50469.207;   -1.052;   50.907
 551.12;50646.328;   -2.326;   50.652
 551.27;50706.836;   -1.795;   50.364
 551.43;50808.746;   -1.288;   49.548
 551.58;50776.945;   -0.071;   50.583
 551.74;50693.848;   -1.764;   50.795
 551.89;50528.418;   -1.148;   49.431
 552.05;50374.855;   -0.860;   49.167
 552.20;50132.199;    1.138;   48.860
 552.36;49951.559;    0.274;   49.310
 552.52;49795.012;    0.662;   49.231
 552.67;49822.242;   -0.107;   48.586
 552.83;49919.891;    0.871;   47.974
 552.98;50065.934;    2.550;   48.919
 553.14;50195.406;    2.938;   49.469
 553.29;50328.090;    1.750;   48.633
 553.45;50521.734;    2.100;   48.412
 553.60;50712.660;    2.798;   50.329
 553.76;50742.219;    4.319;   51.374
 553.91;50835.910;    4.445;   50.995
 554.07;50823.758;    2.481;   50.031
 554.22;50870.152;    1.483;   49.767
 554.38;50906.922;    2.376;   51.440
 554.53;50954.504;    3.321;   51.729
 554.69;50930.969;    2.833;   50.326
 554.84;50976.043;    0.436;   49.376
 555.00;50828.637;    0.443;   48.145
 555.15;50758.328;    0.950;   49.700
 555.31;50646.703;    1.633;   49.202
 555.46;50525.848;    1.274;   47.843
 555.62;50293.910;    1.110;   47.050
 555.77;50049.406;   -0.536;   46.805
 555.93;49748.855;    0.681;   47.021
 556.08;49598.770;   -0.145;   48.052
 556.24;49396.594;   -0.081;   46.307
 556.39;49264.527;   -1.002;   48.176
 556.55;49179.012;   -0.433;   49.288
 556.70;49183.430;   -1.974;   48.633
 556.86;49204.988;   -1.376;   48.898
 557.01;49384.879;   -1.860;   50.081
 557.17;49487.848;   -0.462;   48.479
 557.32;49596.879;   -1.136;   49.386
 557.48;49514.793;   -1.281;   48.098
 557.63;49385.406;   -2.650;   45.633
 557.78;49179.934;   -1.567;   46.079
 557.94;48973.273;   -0.517;   46.443
 558.09;48610.484;   -0.148;   45.098
 558.25;48317.715;   -1.869;   47.900
 558.40;48080.199;   -0.719;   47.126
 558.56;48013.539;    0.255;   47.214
 558.71;48012.285;    0.490;   49.326
 558.87;48042.242;    0.160;   50.043
 559.02;48057.691;    0.548;   49.888
 559.18;48188.219;    0.455;   49.338
 559.33;48347.539;    1.510;   47.126
 559.49;48573.320;    1.083;   47.386
 559.64;48751.363;    0.433;   47.040
 559.80;48949.320;   -0.679;   47.576
 559.95;49229.648;   -0.310;   47.593
 560.11;49556.746;   -1.879;   46.881
 560.26;49749.254;   -1.310;   46.964
 560.42;49806.988;   -1.555;   47.262
 560.57;49765.648;   -1.005;   47.050
 560.73;49727.516;   -0.964;   47.233
 560.88;49562.836;    0.595;   45.936
 561.03;49319.164;    0.226;   45.776
 561.19;49048.680;    0.852;   46.555
 561.34;48885.672;    0.160;   46.862
 561.50;48886.266;    0.919;   45.707
 561.65;48898.770;   -0.926;   46.805
 561.81;48960.855;   -1.271;   46.440
 561.96;49124.441;   -0.926;   47.081
 562.12;49291.449;    0.271;   46.936
 562.27;49479.957;   -0.336;   47.405
 562.43;49632.152;    1.024;   47.221
 562.58;49655.430;   -0.345;   49.167
 562.74;49630.219;    1.110;   47.479
 562.89;49576.703;    0.645;   47.786
 563.04;49434.484;    1.557;   47.383
 563.20;49319.910;    0.893;   47.519
 563.35;49169.340;    2.643;   46.279
 563.51;49146.242;    1.217;   46.214
 563.66;49048.637;    2.148;   45.660
 563.82;49084.660;    1.798;   46.452
 563.97;49120.461;    2.976;   45.974
 564.13;49162.988;    0.969;   46.090
 564.28;49156.902;    0.671;   45.098
 564.44;49159.164;   -1.193;   45.310
 564.59;48974.176;   -1.224;   45.240
 564.74;48864.090;   -1.050;   45.576
 564.90;48666.793;    0.386;   46.326
 565.05;48389.188;    0.140;   46.138
 565.21;48178.703;    0.862;   46.621
 565.36;48017.363;   -0.412;   47.795
 565.52;47862.879;    0.300;   49.231
 565.67;47939.340;    0.674;   49.757
 565.83;48030.793;    0.157;   48.069
 565.98;48235.254;   -0.993;   46.824
 566.13;48488.152;   -1.271;   46.260
 566.29;48706.418;   -2.621;   46.843
 566.44;48928.727;   -1.338;   46.269
 566.60;49200.441;   -1.431;   45.700
