1054dcabina4cara
Integration time [ms]:  39.939
Averaging Nr. [scans]: 13
Smoothing Nr. [pixels]: 3
Data measured with spectrometer [name]: 0905077U1
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
 766.82;10022.726;    0.074;26136.471
 766.96;10143.714;    1.567;26154.650
 767.10;10239.429;    1.760;26189.424
 767.24;10296.198;    0.671;26211.564
 767.38;10374.901;    0.045;26318.605
 767.52;10449.121;   -0.024;26484.164
 767.66;10500.308;   -0.793;26683.682
 767.80;10534.527;   -0.014;26893.383
 767.95;10579.253;   -1.345;27130.775
 768.09;10616.286;   -1.024;27305.564
 768.23;10646.506;   -0.974;27443.834
 768.37;10645.736;    0.414;27478.564
 768.51;10648.967;    0.169;27483.795
 768.65;10665.033;    0.957;27409.982
 768.79;10676.044;    1.026;27229.471
 768.93;10669.736;    1.557;26954.631
 769.08;10673.582;    0.093;26696.195
 769.22;10698.088;    1.310;26493.889
 769.36;10738.066;   -0.736;26374.053
 769.50;10747.978;   -0.700;26224.068
 769.64;10770.594;   -1.583;26171.176
 769.78;10818.747;   -2.081;26234.402
 769.92;10864.176;   -2.164;26385.367
 770.06;10886.923;   -0.662;26563.002
 770.20;10883.648;   -1.755;26743.156
 770.35;10871.934;   -0.176;26899.545
 770.49;10876.703;   -0.745;27048.148
 770.63;10858.000;    0.357;27086.906
 770.77;10819.297;    1.388;27052.453
 770.91;10795.538;    2.005;26946.164
 771.05;10786.066;    1.921;26807.471
 771.19;10792.418;    2.729;26598.754
 771.33;10805.934;    1.245;26351.357
 771.47;10818.571;    1.776;26104.508
 771.61;10842.022;    1.350;25929.719
 771.76;10862.132;    0.614;25767.535
 771.90;10875.692;    0.264;25658.709
 772.04;10880.506;   -0.100;25573.346
 772.18;10893.714;    0.398;25557.232
 772.32;10901.824;    0.900;25574.945
 772.46;10910.374;    1.807;25608.900
 772.60;10914.439;    2.148;25591.068
 772.74;10937.406;    1.998;25593.129
 772.88;10953.736;    2.405;25563.746
 773.02;10969.230;    2.912;25527.176
 773.16;10958.483;    4.195;25435.641
 773.31;10952.132;    5.064;25344.014
 773.45;10937.868;    4.957;25250.535
 773.59;10916.352;    5.226;25185.557
 773.73;10866.044;    6.071;25079.508
 773.87;10817.450;    5.598;24974.605
 774.01;10784.286;    5.871;24897.021
 774.15;10753.890;    4.445;24818.357
 774.29;10719.802;    4.405;24730.051
 774.43;10707.473;    3.207;24654.148
 774.57;10710.396;    3.110;24585.736
 774.71;10723.736;    1.788;24520.986
 774.85;10730.967;    1.910;24429.307
 774.99;10729.274;    0.969;24319.357
 775.14;10738.791;   -0.538;24215.670
 775.28;10773.143;   -0.974;24143.156
 775.42;10786.439;   -1.071;24049.211
 775.56;10783.473;   -2.193;23961.814
 775.70;10777.121;   -1.700;23877.736
 775.84;10779.429;   -2.526;23856.861
 775.98;10775.978;   -1.767;23835.203
 776.12;10773.582;   -1.688;23847.004
 776.26;10733.956;   -1.138;23814.830
 776.40;10697.143;   -2.412;23806.072
 776.54;10671.099;   -0.395;23800.650
 776.68;10647.077;   -0.402;23808.986
 776.82;10592.022;    0.690;23758.945
 776.96;10570.374;    0.388;23739.291
 777.10;10545.956;    1.767;23717.850
 777.24;10543.604;    0.017;23708.758
 777.39;10549.429;    1.071;23732.660
 777.53;10557.538;   -0.698;23782.109
 777.67;10572.330;   -0.557;23854.535
 777.81;10629.582;   -1.983;24005.861
 777.95;10641.429;   -0.690;24091.088
 778.09;10687.121;   -1.621;24249.795
 778.23;10703.978;   -0.652;24395.297
 778.37;10717.538;    0.712;24543.768
 778.51;10724.022;    1.471;24613.117
 778.65;10708.747;    0.321;24639.139
 778.79;10689.780;    2.376;24610.594
 778.93;10695.341;    0.217;24598.520
 779.07;10643.187;    1.310;24449.535
 779.21;10617.362;    3.121;24308.977
 779.35;10594.527;    2.957;24100.002
 779.49;10579.429;    2.131;23921.014
 779.63;10565.297;    3.986;23733.174
 779.77;10556.703;    2.436;23578.699
 779.91;10539.626;    2.662;23473.889
 780.05;10549.494;    2.169;23486.539
 780.19;10548.022;    0.414;23554.051
 780.33;10533.450;   -0.336;23705.785
 780.47;10521.341;   -0.005;23899.270
 780.61;10538.726;   -0.983;24168.023
 780.76;10534.000;   -0.519;24403.621
 780.90;10545.099;    0.140;24603.957
 781.04;10559.274;   -0.129;24737.879
 781.18;10572.923;    0.531;24776.014
 781.32;10588.813;    0.290;24718.822
 781.46;10601.099;   -0.107;24609.404
 781.60;10590.352;    0.662;24414.041
 781.74;10592.747;    0.102;24220.814
 781.88;10563.099;    0.986;24019.746
 782.02;10520.571;    0.960;23827.156
 782.16;10496.286;    0.243;23685.898
 782.30;10457.582;    1.131;23565.215
 782.44;10420.682;    2.062;23506.611
 782.58;10387.780;    2.236;23507.490
 782.72;10337.604;    2.738;23489.373
 782.86;10311.473;    1.379;23500.947
 783.00;10299.978;    2.071;23532.422
 783.14;10282.813;    2.274;23552.881
 783.28;10288.726;    1.252;23563.574
 783.42;10305.230;    1.712;23520.967
 783.56;10308.462;   -0.214;23390.525
 783.70;10322.330;   -0.298;23246.805
 783.84;10334.967;    0.062;23074.992
 783.98;10378.857;   -1.536;22885.891
 784.12;10355.099;   -0.900;22689.488
 784.26;10339.385;   -1.231;22551.520
 784.40;10298.483;   -1.490;22441.098
 784.54;10286.198;   -0.631;22435.691
 784.68;10268.638;    0.738;22455.154
 784.82;10245.670;    0.636;22505.719
 784.96;10188.462;    1.957;22566.879
 785.10;10192.132;    1.179;22658.252
 785.24;10184.638;    2.614;22709.707
 785.38;10182.813;    2.426;22730.520
 785.52;10169.429;    3.500;22703.850
 785.66;10147.209;    1.721;22647.785
 785.80;10131.406;    2.967;22564.250
 785.94;10120.352;    2.236;22509.729
 786.08;10085.121;    1.890;22404.041
 786.22;10066.594;    0.579;22339.023
 786.36;10029.121;    0.786;22272.164
 786.50;10016.659;   -0.440;22264.480
 786.64; 9992.726;   -1.052;22287.365
 786.78; 9962.813;   -2.640;22352.367
 786.92; 9930.527;   -2.624;22397.840
 787.06; 9907.736;   -2.164;22480.100
 787.20; 9875.011;   -1.957;22536.736
 787.34; 9872.308;   -3.288;22615.357
 787.48; 9832.286;   -2.157;22600.002
 787.62; 9820.527;   -1.364;22605.920
 787.76; 9805.077;   -0.643;22570.316
 787.89; 9790.550;   -1.345;22536.301
 788.03; 9772.857;   -0.729;22484.135
 788.17; 9741.494;    0.045;22411.529
 788.31; 9694.352;    1.519;22312.945
 788.45; 9672.220;    0.064;22265.414
 788.59; 9639.318;   -0.071;22163.021
 788.73; 9603.253;   -0.202;22063.109
 788.87; 9563.362;    0.900;21901.250
 789.01; 9540.615;    0.436;21734.367
 789.15; 9533.165;    1.071;21573.564
 789.29; 9529.582;    0.598;21413.633
 789.43; 9516.901;    1.062;21250.936
 789.57; 9507.253;    0.207;21115.824
 789.71; 9497.736;    0.719;20988.365
 789.85; 9485.494;   -1.298;20891.271
 789.99; 9470.132;   -1.671;20821.830
 790.13; 9460.791;   -2.974;20781.395
 790.27; 9435.670;   -2.767;20734.250
 790.41; 9396.264;   -2.593;20689.881
 790.55; 9363.978;   -1.405;20672.078
 790.69; 9353.934;   -1.993;20682.881
 790.83; 9313.648;    0.005;20661.936
 790.97; 9285.011;   -0.907;20647.996
 791.11; 9238.791;    0.157;20596.279
 791.24; 9224.571;   -0.726;20597.996
 791.38; 9216.638;   -1.062;20573.621
 791.52; 9212.352;   -0.526;20533.957
 791.66; 9184.813;   -0.643;20445.488
 791.80; 9186.770;   -0.450;20403.738
 791.94; 9159.582;    0.671;20320.250
 792.08; 9139.780;   -0.679;20267.176
 792.22; 9105.341;   -0.595;20191.535
 792.36; 9070.989;    0.807;20141.768
 792.50; 9027.890;    1.138;20091.098
 792.64; 9003.297;    1.836;20083.490
 792.78; 8973.736;    1.186;20098.078
 792.92; 8964.967;    0.760;20173.709
 793.06; 8953.604;    1.824;20284.250
 793.20; 8952.176;    2.179;20470.785
 793.34; 8944.989;    1.348;20670.230
 793.47; 8934.594;    0.207;20861.053
 793.61; 8919.846;   -1.138;21053.688
 793.75; 8901.802;   -1.136;21203.119
 793.89; 8886.615;   -0.119;21306.555
 794.03; 8882.682;    0.131;21352.139
 794.17; 8863.758;    1.129;21264.641
 794.31; 8876.220;    0.036;21166.309
 794.45; 8882.923;    0.224;21012.746
 794.59; 8884.176;    1.398;20825.539
 794.73; 8882.527;    2.090;20632.373
 794.87; 8870.550;    1.626;20444.014
 795.01; 8856.945;    1.386;20254.889
 795.15; 8822.945;    0.131;20057.738
 795.28; 8779.450;    1.424;19823.393
 795.42; 8751.956;    1.712;19646.328
 795.56; 8711.626;    1.814;19424.594
 795.70; 8681.318;    1.598;19219.262
 795.84; 8672.066;    2.605;19024.383
 795.98; 8649.846;    1.826;18838.785
 796.12; 8656.418;    1.967;18709.535
 796.26; 8667.604;    1.512;18650.691
 796.40; 8662.044;    1.757;18598.383
 796.54; 8688.703;    0.340;18647.414
 796.68; 8695.099;   -0.138;18700.508
 796.81; 8703.517;   -1.174;18786.453
 796.95; 8714.176;   -0.786;18868.459
 797.09; 8720.791;   -1.183;18956.662
 797.23; 8704.594;   -0.205;18991.021
 797.37; 8698.594;    0.188;19016.461
 797.51; 8673.077;    1.690;18975.916
 797.65; 8671.297;    1.493;18930.682
 797.79; 8652.550;    0.529;18848.555
 797.93; 8634.154;   -0.802;18757.957
 798.07; 8619.714;   -0.043;18670.594
 798.20; 8603.956;   -1.393;18607.881
 798.34; 8585.780;   -1.814;18543.068
 798.48; 8571.121;   -3.050;18522.662
 798.62; 8540.506;   -2.071;18473.135
 798.76; 8504.483;   -1.174;18442.775
 798.90; 8453.561;   -0.348;18385.717
 799.04; 8412.483;   -2.240;18347.156
 799.18; 8357.253;   -1.167;18248.773
 799.32; 8316.308;   -2.002;18190.461
 799.45; 8267.582;   -1.148;18095.059
 799.59; 8233.450;   -2.269;18033.967
 799.73; 8210.264;   -2.205;17954.346
 799.87; 8209.846;   -2.307;17918.947
 800.01; 8191.978;   -0.129;17840.746
 800.15; 8198.462;   -0.707;17835.938
 800.29; 8186.835;   -0.233;17788.307
 800.43; 8192.220;   -0.479;17753.605
 800.56; 8190.308;   -0.090;17706.678
 800.70; 8188.439;   -0.545;17660.186
 800.84; 8173.341;   -0.510;17612.631
 800.98; 8172.967;   -0.650;17587.586
 801.12; 8162.747;   -1.024;17514.230
 801.26; 8155.956;   -2.269;17452.301
 801.40; 8130.571;   -2.148;17378.098
 801.53; 8109.187;   -2.679;17330.852
 801.67; 8065.341;   -2.938;17253.793
 801.81; 8032.308;   -3.517;17193.129
 801.95; 7988.593;   -4.033;17122.727
 802.09; 7954.242;   -4.336;17099.768
 802.23; 7920.330;   -3.757;17079.545
 802.37; 7906.989;   -3.783;17100.605
 802.50; 7896.110;   -3.424;17104.240
 802.64; 7896.747;   -2.707;17150.414
 802.78; 7890.000;   -1.395;17164.498
 802.92; 7891.385;   -1.183;17195.977
 803.06; 7880.989;    0.005;17182.068
 803.20; 7877.055;    1.864;17182.691
 803.34; 7850.923;    0.852;17121.135
 803.47; 7814.813;    2.083;17041.768
 803.61; 7775.714;    2.329;16938.707
 803.75; 7750.549;    2.874;16880.053
 803.89; 7707.011;    2.348;16793.518
 804.03; 7677.978;    2.664;16730.586
 804.17; 7655.539;    2.157;16665.469
 804.31; 7652.615;    2.579;16642.633
 804.44; 7661.604;    2.595;16634.336
 804.58; 7680.527;    1.902;16633.156
 804.72; 7692.330;    1.081;16618.508
 804.86; 7715.517;    1.226;16632.586
 805.00; 7730.967;    0.748;16671.145
 805.14; 7742.857;   -0.250;16714.367
 805.27; 7743.758;    0.986;16794.316
 805.41; 7743.033;    0.407;16914.186
 805.55; 7738.747;    1.386;17048.297
 805.69; 7733.495;    1.274;17191.510
 805.83; 7745.429;    2.119;17315.584
 805.97; 7739.517;    1.445;17379.281
 806.10; 7718.659;    2.452;17405.154
 806.24; 7700.308;    1.274;17365.699
 806.38; 7681.912;    1.357;17266.992
 806.52; 7659.561;    0.417;17132.328
 806.66; 7639.055;    0.310;16954.154
 806.80; 7596.923;   -0.774;16775.328
 806.93; 7578.703;   -0.643;16626.459
 807.07; 7561.407;   -0.507;16512.500
 807.21; 7546.835;    1.176;16427.221
 807.35; 7512.923;    0.340;16357.176
 807.49; 7492.637;    0.471;16324.755
 807.62; 7464.044;    1.236;16323.167
 807.76; 7435.934;    2.871;16328.755
 807.90; 7402.681;    2.988;16350.376
 808.04; 7372.549;    1.681;16333.069
 808.18; 7342.242;    1.055;16318.138
 808.31; 7325.692;    1.490;16296.612
 808.45; 7299.429;    0.883;16264.167
 808.59; 7268.505;   -0.052;16197.040
 808.73; 7234.857;   -2.126;16119.710
 808.87; 7205.692;   -1.424;16023.230
 809.01; 7185.319;   -1.460;15934.233
 809.14; 7155.583;   -1.100;15833.574
 809.28; 7130.198;   -1.002;15756.700
 809.42; 7108.286;   -0.043;15671.336
 809.56; 7098.505;    0.245;15609.538
 809.70; 7099.495;    1.595;15555.469
 809.83; 7091.956;    1.321;15516.062
 809.97; 7074.615;    2.024;15497.727
 810.11; 7066.505;    0.855;15479.900
 810.25; 7050.044;    0.643;15451.907
 810.39; 7028.000;    0.521;15430.891
 810.52; 7002.879;    1.252;15406.974
 810.66; 6981.934;    1.074;15399.224
 810.80; 6942.352;    1.890;15342.831
 810.94; 6921.758;    0.940;15302.795
 811.07; 6889.868;    1.052;15254.422
 811.21; 6863.517;    0.493;15202.767
 811.35; 6838.791;    0.252;15132.755
 811.49; 6815.209;   -0.031;15073.100
 811.63; 6770.308;   -4.567;14999.517
 811.76; 6770.769;   -0.850;14898.033
 811.90; 6743.231;    1.033;14885.116

