Lon	I-H-1127	I-H-1138	I-P-1140	O-H-1124	O-P-1128	O-H-1136
705.07	14219.503	11212.657	12235.47	26225.788	15922.097	20585.724
705.22	14200.594	11183.703	12224.692	26198.637	15902.11	20562.275
705.36	14175.831	11168.721	12214.127	26171.612	15885.457	20548.249
705.51	14181.299	11163.575	12219.244	26163.123	15883.607	20540.387
705.65	14191.587	11167.114	12221.752	26194.223	15891.323	20556.927
705.8	14199.875	11163.907	12220.809	26184.072	15880.204	20568.721
705.95	14226.759	11181.496	12245.759	26216.341	15907.199	20600.847
706.09	14232.754	11192.655	12243.798	26231.458	15899.237	20596.546
706.24	14250.326	11211.875	12263.304	26275.162	15919.732	20628.765
706.38	14261.242	11213.494	12260.726	26278.364	15929.615	20632.901
706.53	14295.095	11244.381	12284.469	26347.095	15966.128	20706.501
706.67	14298.83	11260.753	12295.413	26347.686	15972.654	20731.192
706.82	14317.485	11274.199	12308.265	26387.198	15998.672	20764.232
706.97	14319.695	11271.772	12311.266	26388.596	15992.464	20773.113
707.11	14332.617	11274.87	12339.925	26421.319	16010.726	20788.464
707.26	14317.337	11272.359	12330.007	26387.161	16000.392	20776.424
707.4	14324.437	11272.273	12339.657	26400.833	16004.877	20784.152
707.55	14262.807	11224.51	12282.642	26292.807	15931.621	20666.292
707.69	14256.41	11208.508	12273.607	26290.212	15927.442	20649.837
707.84	14220.51	11179.533	12248.522	26228.181	15889.851	20603.203
707.99	14193.419	11160.375	12220.639	26189.155	15864.495	20562.539
708.13	14155.463	11132.112	12169.98	26101.727	15821.771	20507.915
708.28	14140.111	11108.738	12140.342	26063.188	15792.331	20471.254
708.42	14120.997	11098.085	12124.216	26022.47	15782.074	20445.271
708.57	14145.546	11113.205	12147.314	26075.173	15802.337	20487.325
708.71	14130.594	11106.715	12139.836	26048.066	15783.319	20470.254
708.86	14141.098	11114.516	12163.043	26084.879	15798.593	20490.615
709	14144.955	11127.493	12164.306	26095.966	15789.9	20505.714
709.15	14166.844	11150.064	12197.976	26177.702	15821.964	20561.063
709.3	14184.066	11159.924	12212.649	26220.835	15835.605	20589.441
709.44	14183.873	11166.082	12219.137	26246.995	15836.796	20601.083
709.59	14171.142	11157.724	12220.295	26231.56	15836.351	20610.318
709.73	14180.582	11166.088	12224.066	26265.594	15847.22	20626.582
709.88	14168.179	11159.905	12193.07	26246.487	15838.751	20611.311
710.02	14141.281	11133.599	12176.456	26213.368	15817.632	20577.743
710.17	14103.844	11097.723	12134.448	26141.184	15768.042	20523.151
710.31	14076.614	11086.031	12118.954	26092.306	15751.602	20489.646
710.46	14055.438	11062.46	12084.636	26041.175	15705.438	20454.878
710.6	14011.648	11041.329	12045.637	25986.638	15660.263	20405.648
710.75	13977.785	11013.818	12019.95	25935.522	15624.533	20368.083
710.9	13945.628	10982.782	11999.441	25864.089	15575.562	20316.332
711.04	13927.993	10969.828	11981.719	25827.532	15555.531	20288.884
711.19	13914.45	10954.505	11960.307	25781.264	15526.89	20250.076
711.33	13885.789	10924.064	11935.734	25730.602	15471.789	20215.118
711.48	13868.792	10920.539	11932.32	25707.649	15462.111	20191.057
711.62	13854.304	10898.293	11903.897	25641.666	15438.59	20140.996
711.77	13819.22	10874.703	11873.165	25576.406	15400.714	20082.451
711.91	13787.142	10851.923	11847.11	25524.351	15363.956	20042.715
712.06	13746.902	10828.716	11816.759	25464.264	15320.705	19989.385
712.2	13710.643	10804.653	11801.335	25433.126	15304.379	19960.632
712.35	13684.836	10793.068	11785.902	25417.144	15296.836	19930.222
712.49	13657.447	10763.239	11760.931	25366.217	15264.546	19892.008
712.64	13629.873	10753.005	11755.774	25360.994	15239.939	19874.949
712.78	13616.128	10739.633	11747.787	25340.062	15226.216	19858.731
712.93	13616.49	10749.82	11735.138	25350.204	15231.787	19870.27
713.07	13632.22	10760.121	11742.912	25378.792	15247.188	19900.935
713.22	13627.125	10757.158	11726.741	25353.763	15224.18	19887.806
713.37	13618.411	10749.214	11706.906	25308.851	15206.829	19870.291
713.51	13589.128	10730.678	11671.996	25257.963	15173.787	19818.336
713.66	13547.269	10676.62	11619.192	25165.883	15116.257	19742.576
713.8	13498.833	10644.558	11571.24	25081.603	15055.493	19683.646
713.95	13450.422	10591.158	11532.411	24987.499	14992.642	19600.718
714.09	13372.173	10529.943	11478.602	24863.822	14921.405	19491.667
714.24	13315.974	10488.798	11431.194	24767.162	14873.315	19418.623
714.38	13257.038	10440.609	11387.554	24676.203	14808.29	19325.894
714.53	13204.578	10397.051	11347.051	24591.502	14753.831	19277.248
714.67	13194.989	10404.626	11337.022	24569.187	14746.11	19278.351
714.82	13180.185	10391.384	11324.328	24547.065	14739.064	19255.844
714.96	13164.644	10387.248	11311.336	24521.216	14726.051	19232.622
715.11	13144.423	10367.093	11279.247	24458.336	14682.687	19196.214
715.25	13077.809	10309.072	11221.995	24338.117	14602.644	19098.93
715.4	12974.458	10223.194	11131.524	24165.469	14497.293	18964.314
715.54	12864.32	10131.232	11038.485	23960.891	14365.023	18795.727
715.69	12696.268	9995.597	10890.168	23671.366	14173.608	18549.465
715.83	12492.723	9833.525	10716.119	23282.348	13936.855	18259.075
715.98	12256.679	9640.932	10506.669	22843.426	13661.844	17917.657
716.12	12008.981	9449.081	10296.465	22408.543	13386.389	17567.025
716.27	11744.828	9246.091	10064.399	21939.091	13088.454	17187.607
716.41	11517.578	9075.479	9866.117	21502.809	12818.853	16859.885
716.56	11281.02	8888.306	9663.317	21088.823	12562.097	16526.262
716.7	11092.132	8738.649	9511.879	20739.473	12366.77	16257.078
716.85	10920.296	8605.692	9365.011	20439.396	12172.055	16017.802
716.99	10789.144	8503.44	9251.528	20198.023	12027.122	15823.891
717.14	10660.639	8395.485	9138.364	19954.727	11888.002	15647.068
717.28	10558.121	8314.088	9055.318	19748.011	11772.142	15495.725
717.43	10450.519	8221.101	8956.86	19544.167	11665.134	15327.936
717.57	10354.818	8152.587	8877.643	19352.708	11562.379	15196.643
717.72	10251.738	8068.562	8783.793	19148.99	11433.826	15043.002
717.86	10145.769	7979.362	8693.077	18939.131	11312.757	14870.757
718.01	10005.668	7868.953	8581.547	18689.25	11161.777	14679.568
718.15	9900.323	7787.63	8487.191	18487.356	11043.531	14508.872
718.3	9827.582	7729.066	8423.594	18366.067	10967.561	14414.143
718.44	9771.278	7688.74	8379.553	18282.752	10897.696	14344.663
718.59	9725.595	7655.254	8342.001	18206.013	10847.903	14274.001
718.73	9684.086	7624.229	8308.8	18134.372	10804.877	14215.888
718.88	9648.524	7598.052	8279.92	18080.898	10769.601	14172.712
719.02	9644.589	7603.15	8276.468	18082.435	10761.161	14176.04
719.17	9636.428	7602.175	8273.889	18073.549	10762.472	14177.186
719.31	9620.972	7597.159	8258.917	18038.335	10740.313	14153.653
719.46	9595.05	7583.435	8240.38	17987.951	10708.435	14118.974
719.6	9601.883	7586.114	8243.08	18007.641	10702.454	14126.784
719.74	9616.829	7599.104	8256.928	18041.775	10711.84	14157.675
719.89	9686.091	7662.365	8312.387	18174.002	10796.156	14261.893
720.03	9784.431	7742.223	8398.948	18361.684	10910.695	14397.454
720.18	9931.451	7853.879	8523.198	18638.483	11055.539	14606.286
720.32	10084.18	7981.884	8665.686	18939.764	11229.082	14841.026
720.47	10280.596	8131.069	8838.058	19325.035	11453.387	15137.893
720.61	10459.252	8276.78	8994.56	19658.219	11663.01	15405.065
720.76	10651.902	8427.166	9162.507	20015.903	11877.573	15670.781
720.9	10796.254	8540.287	9282.507	20292.892	12047.265	15896.001
721.05	10899.387	8620.453	9374.827	20493.762	12168.135	16058.97
721.19	10945.573	8654.573	9410.858	20588.979	12217.726	16127.693
721.34	10985.05	8674.599	9436.138	20659.072	12255.731	16182.039
721.48	10973.598	8660.532	9422.62	20625.576	12240.565	16150.664
721.63	10948.065	8642.933	9402.361	20587.846	12212.593	16121.537
721.77	10878.129	8585.899	9346.667	20467.777	12148.437	16038.052
721.92	10806.578	8518.721	9290.193	20339.897	12054.446	15927.391
722.06	10703.421	8429.872	9190.289	20129.025	11929.289	15765.762
722.2	10582.436	8339.678	9091.898	19909.118	11798.041	15589.227
722.35	10442.375	8223.331	8967.441	19643.628	11643.188	15384.144
722.49	10282.813	8109.022	8824.891	19357.144	11470.945	15165.121
722.64	10105.496	7964.035	8665.155	19034.88	11268.243	14909.287
722.78	9936.446	7838.787	8519.27	18730.556	11077.985	14673.128
722.93	9762.281	7706.358	8381.106	18409.468	10888.809	14420.798
723.07	9636.737	7618.33	8286.023	18189.132	10759.374	14255.792
723.22	9538.863	7537.313	8208.896	18012.071	10668.731	14122.874
723.36	9491.656	7511.535	8176.853	17933.59	10629.766	14062.095
723.51	9460.405	7484.834	8161.295	17863.372	10590.053	14012.372
723.65	9456.954	7479.119	8164.086	17848.953	10585.789	13998.471
723.79	9451.927	7472.751	8156.202	17846.851	10576.609	13987.894
723.94	9467.123	7485.376	8163.793	17886.2	10588.706	14010.926
724.08	9473.503	7475.602	8154.129	17901.481	10581.832	14014.92
724.23	9486.338	7493.909	8157.294	17925.766	10578.646	14030.976
724.37	9473.877	7472.063	8135.734	17894.162	10559.877	14000.525
724.52	9480.178	7466.431	8125.508	17909.234	10562.244	14010.046
724.66	9475.939	7462.697	8119.862	17892.664	10560.005	14015.422
724.81	9490.889	7471.516	8126.768	17907.417	10574.582	14032.845
724.95	9500.882	7473.883	8129.904	17915.103	10582.882	14048.498
725.09	9523.381	7499.656	8159.26	17959.732	10614.502	14085.029
725.24	9534.652	7501.058	8172.948	17980.739	10628.74	14121.52
725.38	9540.311	7514.345	8181.861	18002.817	10626.51	14145.301
725.53	9531.076	7512.12	8182.383	18007.449	10624.812	14144.977
725.67	9539.658	7522.394	8189.119	18038.472	10633.24	14161.966
725.82	9542.114	7526.85	8198.213	18055.367	10648.773	14179.18
725.96	9563.565	7553.158	8214.653	18102.994	10682.158	14219.543
726.11	9559.603	7558.185	8205.68	18105.472	10679.361	14214.778
726.25	9568.287	7567.463	8205.265	18128.595	10693.781	14218.859
726.39	9550.39	7546.027	8198.708	18101.884	10677.532	14197.082
726.54	9528.87	7529.233	8173.892	18049.31	10645.485	14160.188
726.68	9477.761	7481.662	8118.124	17933.96	10579.322	14074.431
726.83	9428.192	7446.489	8078.665	17850.919	10520.984	14011.336
726.97	9363.249	7396.865	8029.546	17744.195	10458.744	13920.404
727.12	9328.545	7363.325	7999.676	17668.238	10414.479	13866.369
727.26	9301.121	7342.033	7981.528	17629.583	10384.704	13829.572
727.4	9337.994	7382.225	7999.28	17702.785	10421.027	13870.5
727.55	9380.698	7418.226	8037.456	17784.192	10473.423	13934.775
727.69	9431.673	7470.19	8095.64	17906.178	10534.97	14018.113
727.84	9458.065	7485.834	8112.845	17934.657	10552.592	14042.163
727.98	9475.204	7494.644	8118.6	17944.654	10554.369	14057.424
728.12	9465.063	7475.075	8106.569	17923.812	10541.745	14037.514
728.27	9434.621	7447.028	8076.083	17858.621	10498.182	13983.434
728.41	9357.513	7372.008	8017.92	17710.503	10417.183	13874.535
728.56	9315.857	7348.44	7992.924	17652.825	10370.231	13823.484
728.7	9273.138	7316.995	7962.512	17583.71	10329.732	13766.248
728.85	9281.358	7323.787	7967.567	17620.436	10350.458	13776.238
728.99	9308.955	7336.417	7989.89	17682.956	10370.252	13819.823
729.13	9355.416	7380.438	8038.196	17778.756	10424.866	13903.042
729.28	9424.707	7441.707	8103.356	17901.959	10499.234	14018.213
729.42	9493.226	7508.665	8160.929	18025.534	10571.072	14123.226
729.57	9503.687	7516.115	8162.643	18038.039	10599.269	14144.225
729.71	9522.802	7518.989	8167.56	18062.89	10606.275	14155.615
729.85	9505.585	7504.871	8157.376	18018.486	10582.223	14127.794
730	9488.373	7497.879	8154.318	17992.9	10580.549	14108
730.14	9472.236	7488.927	8138.444	17970.895	10569.708	14093.037
730.29	9458.095	7474.238	8121.754	17954.974	10558.27	14073.501
730.43	9426.437	7443.349	8099.196	17917.053	10529.097	14039.548
730.57	9439.896	7450.5	8123.467	17951.104	10528.643	14052.885
730.72	9462.046	7467.529	8133.793	17974.858	10558.243	14084.65
730.86	9503.797	7497.522	8158.973	18061.38	10601.951	14154.588
731.01	9558.603	7536.262	8195.317	18169.834	10655.064	14226.13
731.15	9614.024	7585.244	8242.212	18283.959	10720.135	14304.64
731.29	9654.627	7607.715	8264.088	18347.968	10756.012	14359.649
731.44	9738.866	7679.492	8330.437	18502.075	10829.107	14468.426
731.58	9805.072	7718.335	8376.775	18627.467	10896.873	14567.94
731.73	9882.401	7793.136	8455.554	18803.631	10992.949	14694.422
731.87	9951.903	7846.134	8517.804	18939.617	11060.584	14794.288
732.01	9989.983	7894.126	8561.774	19014.027	11108.841	14862.313
732.16	10007.932	7900.053	8578.8	19054.723	11121.932	14896.866
732.3	10025.447	7926.644	8618.204	19111.513	11158.809	14935.754
732.45	10033.613	7935.185	8629.14	19138.118	11191.129	14960.129
732.59	10063.939	7971.73	8650.631	19201.873	11230.752	15012.664
732.73	10070.875	7961.326	8655.062	19231.425	11237.183	15029.656
732.88	10084.132	7985.285	8674.824	19282.857	11261.67	15067.45
733.02	10111.518	7991.551	8691.704	19342.529	11292.331	15113.683
733.16	10155.403	8036.6	8733.963	19439.447	11347.139	15182.589
733.31	10204.819	8075.753	8771.028	19527.127	11396.269	15246.193
733.45	10244.977	8103.274	8806.087	19609.9	11436.933	15306.405
733.6	10255.102	8108.717	8814.585	19610.201	11444.443	15315.42
733.74	10257.615	8115.252	8812.483	19591.769	11437.659	15313.154
733.88	10235.189	8096.585	8798.101	19549.012	11410.507	15281.442
734.03	10220.972	8085.862	8769.071	19497.411	11376.005	15251.543
734.17	10173.518	8042.693	8723.155	19402.024	11320.001	15179.506
734.31	10119.883	7995.278	8670.311	19312.189	11261.553	15112.388
734.46	10058.872	7949.895	8621.96	19197.928	11193.136	15035.104
734.6	10013.602	7919.547	8586.008	19134.965	11141.162	14972.305
734.75	9968.032	7886.219	8555.999	19066.252	11103.131	14926.636
734.89	9951.856	7867.471	8539.383	19029.307	11084.559	14904.009
735.03	9908.782	7835.056	8523.034	18979.44	11045.858	14853.583
735.18	9895.635	7829.756	8521.184	18952.25	11028.514	14836.14
735.32	9876.796	7813.357	8508.851	18911.411	10991.104	14797.203
735.46	9859.881	7803.98	8492.948	18898.167	10988.629	14776.607
735.61	9828.471	7778.263	8466.241	18853.9	10962.911	14739.779
735.75	9812.664	7776.675	8451.664	18832.928	10946.159	14721.741
735.9	9799.406	7763.571	8435.46	18804.526	10921.142	14699.46
736.04	9802.065	7775.966	8441.021	18809.625	10933.318	14710.438
736.18	9801.137	7763.324	8421.368	18807.665	10922.653	14698.994
736.33	9815.376	7780.398	8431.431	18839.859	10948.035	14719.881
736.47	9831.47	7787.546	8440.887	18850.745	10944.898	14730.03
736.61	9871.31	7809.914	8472.068	18907.969	10974.211	14779.947
736.76	9894.367	7820.773	8488.62	18930.39	10981.334	14805.147
736.9	9910.78	7837.428	8499.846	18954.649	11005.725	14823.637
737.04	9902.184	7828.59	8484.568	18960.58	10993.195	14810.942
737.19	9892.842	7831.622	8486.875	18959.259	10993.985	14804.601
737.33	9868.274	7810.681	8469.912	18919.065	10966.714	14777.912
737.47	9841.861	7790.092	8446.84	18870.258	10932.499	14735.905
737.62	9780.675	7754.949	8399.499	18766.63	10875.07	14650.18
737.76	9723.968	7707.715	8342.441	18677.551	10814.913	14574.1
737.9	9652.411	7657.411	8281.081	18550.016	10740.961	14474.884
738.05	9606.084	7616.381	8234.227	18449.689	10682.172	14395.161
738.19	9562.963	7576.226	8199.545	18363.16	10634.237	14336.336
738.34	9522.26	7551.633	8166.798	18299.183	10595.095	14285.139
738.48	9481.28	7518.587	8131.268	18239.543	10557.433	14242.081
738.62	9481.236	7515.181	8129.422	18235.829	10550.291	14245.301
738.77	9495.929	7524.445	8149.127	18255.731	10564.302	14258.578
738.91	9516.905	7535.949	8169.136	18317.125	10586.751	14296.268
739.05	9532.648	7546.923	8192.043	18355.132	10603.175	14340.879
739.2	9550.816	7565.376	8201.113	18390.113	10622.376	14369.299
739.34	9555.968	7560.22	8197.033	18391.023	10622.056	14376.77
739.48	9578.683	7575.441	8217.463	18432.661	10646.419	14415.365
739.63	9560.385	7563.099	8207.209	18411.395	10633.197	14395.956
739.77	9544.43	7555.43	8197.231	18395.375	10624.21	14375.396
739.91	9514.444	7529.729	8168.785	18334.994	10588.224	14328.169
740.06	9484.893	7505.607	8145.255	18273.947	10566.299	14271.201
740.2	9432.031	7461.163	8104.701	18188.449	10500.844	14202.415
740.34	9403.759	7440.298	8076.386	18132.2	10473.693	14148.485
740.49	9353.184	7404.206	8028.228	18031.886	10411.184	14059.964
740.63	9344.158	7385.972	8004.257	17996.731	10393.082	14040.313
740.77	9309.358	7354.401	7967.83	17931.006	10345.379	13988.094
740.92	9287.946	7349.759	7949.407	17903.989	10326.583	13966.297
741.06	9258.964	7330.558	7919.239	17865.141	10292.261	13939.063
741.2	9266.271	7345.139	7922.985	17869.172	10299.238	13942.689
741.35	9264.807	7344.357	7931.28	17881.62	10292.478	13954.401
741.49	9273.168	7349.927	7948.081	17910.223	10311.63	13978.069
741.63	9250.983	7334.269	7942.642	17893.643	10294.961	13953.104
741.78	9252.832	7340.228	7949.854	17908.48	10318.81	13976.634
741.92	9264.916	7339.674	7959.872	17919.531	10328.058	13996.091
742.06	9304.683	7364.562	7992.431	17963.057	10356.771	14041.013
742.2	9313.06	7357.971	8007.576	17996.026	10381.697	14059.488
742.35	9343.136	7379.191	8031.147	18042.477	10420.059	14095.421
742.49	9356.137	7392.609	8039.884	18051.983	10425.169	14110.653
742.63	9375.493	7414.494	8061.438	18096.461	10449.252	14149.801
742.78	9375.969	7415.607	8069.255	18110.101	10441.046	14144.244
742.92	9390.558	7421.734	8080.548	18122.779	10452.801	14153.174
743.06	9369.002	7405.914	8062.112	18099.442	10431.794	14118.595
743.21	9349.795	7400.531	8037.41	18053.487	10397.223	14084.718
743.35	9300.39	7367.324	7998.291	17981.378	10336.28	14025.94
743.49	9275.42	7339.387	7971.475	17945.618	10306.497	13990.167
743.64	9228.818	7301.115	7923.071	17847.83	10241.016	13917.533
743.78	9207.954	7292.36	7896.888	17798.46	10222.766	13896.063
743.92	9157.688	7255.215	7858.139	17717.227	10163.073	13834.49
744.06	9136.512	7239.6	7840.743	17689.436	10146.182	13810.249
744.21	9110.64	7210.893	7820.805	17641.432	10121.739	13773.948
744.35	9116.725	7210.89	7821.659	17653.517	10134.835	13779.867
744.49	9113.396	7210.528	7820.484	17659.265	10136.187	13783.209
744.64	9132.777	7229.183	7827.117	17695.854	10160.601	13803.304
744.78	9128.554	7201.334	7814.235	17676.091	10139.169	13770.718
744.92	9128.501	7207.149	7821.61	17693.995	10146.083	13775.687
745.07	9112.345	7196.51	7809.192	17658.916	10120.323	13764.049
745.21	9112.058	7200.377	7807.541	17663.266	10111.266	13765.75
745.35	9075.577	7173.5	7776.95	17586.281	10068.654	13714.972
745.49	9058.755	7157.316	7761.799	17535.062	10041.657	13679.481
745.64	9025.144	7123.946	7743.441	17479.759	10006.09	13638.123
745.78	9000.207	7122.636	7732.966	17463.108	9997.878	13628.581
745.92	8971.299	7098.013	7702.562	17402.441	9970.353	13587.134
746.07	8960.606	7094.2	7690.288	17385.442	9964.079	13565.684
746.21	8946.571	7081.945	7678.714	17377.715	9959.517	13562.582
746.35	8943.744	7080.81	7677.777	17383.525	9962.513	13564.645
746.49	8913.133	7068.771	7657.76	17365.244	9944.496	13537.584
746.64	8906.762	7073.41	7655.168	17351.597	9939.334	13528.938
746.78	8898.868	7048.527	7634.923	17302.054	9911.242	13496.637
746.92	8897.239	7046.612	7633.382	17291.304	9899.173	13494.14
747.07	8870.77	7021.572	7613.506	17239.802	9871.144	13454.692
747.21	8859.182	7012.644	7606.138	17200.062	9847.798	13431.204
747.35	8837.945	6990.769	7595.626	17158.099	9823.637	13404.769
747.49	8825.379	6974.621	7580.775	17126.127	9810.961	13381.181
747.64	8803.898	6954.261	7560.701	17088.228	9790.514	13345.756
747.78	8792.413	6963.676	7560.16	17088.368	9785.511	13341.313
747.92	8766.548	6939.548	7534.383	17061.471	9770.789	13311.833
748.07	8762.279	6941.543	7528.576	17057.884	9757.84	13303.444
748.21	8731.928	6907.213	7490.093	16986.586	9717.664	13235.367
748.35	8696.841	6891.797	7454.523	16929.062	9682.556	13182.973
748.49	8660.273	6863.602	7421.734	16862.449	9627.855	13131.405
748.64	8632.463	6849.748	7405.001	16827.012	9603.716	13103.605
748.78	8586.6	6810.545	7357.029	16744.952	9545.172	13039.666
748.92	8572.696	6796.883	7343.696	16701.663	9519.246	12994.037
749.06	8541.758	6767.857	7320.89	16653.385	9499.45	12960.802
749.21	8521.545	6768.633	7309.863	16644.139	9492.666	12951.545
749.35	8524.628	6765.628	7305.65	16649.925	9487.155	12952.551
749.49	8527.437	6770.482	7313.558	16653.504	9495.701	12964.514
749.64	8522.313	6753.335	7303.379	16621.807	9477.368	12955.863
749.78	8521.779	6757.966	7317.702	16617.208	9483.23	12953.01
749.92	8485.046	6735.057	7289.013	16558.607	9450.827	12924.53
750.06	8455.323	6714.235	7267.861	16507.102	9411.938	12878.817
750.21	8430.756	6694.526	7251.603	16468.274	9382.032	12847.075
750.35	8394.063	6668.228	7228.843	16405.932	9344.964	12789.118
750.49	8366.506	6647.902	7205.331	16354.352	9314.528	12742.913
750.63	8342.58	6628.745	7181.096	16310.316	9287.195	12702.866
750.78	8332.538	6612	7163.671	16300.077	9273.044	12693.165
750.92	8348.781	6623.869	7177.935	16324.078	9280.737	12707.397
751.06	8357.595	6625.409	7178.002	16334.672	9290.936	12717.431
751.2	8355.794	6613.344	7168.596	16319.135	9276.585	12705.091
751.35	8353.96	6605.114	7166.674	16315.828	9273.982	12711.465
751.49	8348.308	6604.143	7160.583	16301.319	9266.154	12705.341
751.63	8340.216	6598.096	7151.041	16297.645	9260.766	12693.327
751.77	8327.651	6597.244	7145.992	16277.717	9250.288	12670.97
751.92	8297.385	6578.253	7116.297	16226.33	9221.583	12627.462
752.06	8276.196	6566.757	7100.427	16181.647	9191.756	12599.164
752.2	8260.712	6566.855	7093.602	16162.141	9190.317	12593.338
752.34	8257.054	6570.208	7091.703	16158.153	9190.065	12589.824
752.49	8245.998	6547.569	7074.184	16137.184	9178.151	12566.755
752.63	8240.014	6547.277	7075.673	16137.64	9177.025	12560.563
752.77	8228.553	6527.092	7059.597	16111.477	9164.927	12539.905
752.91	8238.192	6524.269	7072.006	16130.412	9172.654	12560.456
753.05	8236.083	6521.787	7070.028	16133.336	9170.786	12557.941
753.2	8243.075	6517.548	7071.086	16137.801	9173.933	12571.361
753.34	8229.913	6502.781	7043.286	16098.814	9151.078	12543.155
753.48	8229.061	6514.39	7048.808	16111.786	9152.577	12557.038
753.62	8215.333	6497.74	7033.542	16082.477	9135.751	12541.542
753.77	8217.717	6496.585	7034.695	16084.047	9133.497	12543.541
753.91	8196.681	6475.923	7011.461	16047.78	9109.406	12508.472
754.05	8181.105	6466.434	7001.599	16033.281	9098.731	12491.588
754.19	8154.169	6441.323	6983.85	15999.203	9070.631	12438.488
754.34	8142.811	6445.02	6988.536	15989.844	9064.261	12441.383
754.48	8108.525	6414.008	6962.953	15918.964	9026.173	12390.03
754.62	8096.006	6410.346	6948.632	15897.677	9012.006	12368.775
754.76	8061.946	6398.286	6932.506	15854.407	8978.319	12336.99
754.9	8042.407	6393.627	6918.55	15826.231	8951.901	12311.704
755.05	8020.791	6369.572	6895.703	15775.934	8928.286	12287.22
755.19	8009.622	6367.435	6882.512	15757.71	8916.611	12271.05
755.33	7999.235	6341.774	6856.565	15736.488	8891.169	12239.906
755.47	7996.402	6341.512	6850.742	15730.907	8886.028	12235.149
755.62	7971.552	6316.859	6830.288	15679.881	8849.332	12200.881
755.76	7965.245	6303.849	6814.75	15655.838	8833.992	12179.333
755.9	7946.64	6297.223	6805.948	15635.102	8828.113	12164.41
756.04	7943.864	6299.479	6806.072	15635.644	8823.907	12159.271
756.18	7925.755	6288.03	6793.722	15599.183	8801.557	12136.051
756.33	7913.114	6288.642	6797.081	15582.126	8789.906	12118.235
756.47	7900.881	6272.299	6788.453	15557.079	8769.914	12093.244
756.61	7901.51	6282.927	6792.29	15562.477	8776.279	12097.884
756.75	7887.948	6270.135	6779.52	15530.124	8772.63	12076.706
756.9	7898.679	6268.185	6784.844	15523.251	8768.57	12076.944
757.04	7878.707	6255.883	6766.322	15485.278	8751.827	12054.85
757.18	7860.554	6243.905	6753.268	15464.29	8738.664	12053.279
757.32	7832.587	6212.796	6723.412	15397.225	8711.686	12011.983
757.46	7824.187	6197.956	6705.956	15370.297	8696.846	11992.253
757.61	7782.165	6157.275	6664.901	15311.682	8651.946	11941.253
757.75	7759.659	6147.845	6653.779	15283.043	8623.219	11917.439
757.89	7694.763	6105.258	6604.401	15195.664	8563.84	11840.444
758.03	7617.385	6044.736	6540.209	15050.308	8473.868	11711.736
758.17	7490.672	5933.167	6422.551	14773.287	8314.167	11488.09
758.32	7309.979	5784.452	6266.694	14419.298	8108.045	11198.309
758.46	7020.673	5565.497	6024.157	13880.387	7805.574	10768.684
758.6	6680.314	5295.27	5731.886	13194.512	7419.04	10231.018
758.74	6220.153	4928.494	5329.395	12294.768	6907.912	9526.45
758.88	5693.549	4503.054	4866.175	11239.834	6312.318	8704.252
759.03	5112.232	4026.683	4358.485	10086.54	5665.177	7804.595
759.17	4516.06	3559.06	3854.4	8928.192	5017.466	6899.73
759.31	3927.093	3095.83	3350.049	7784.478	4369.357	6018.929
759.45	3413.73	2688.158	2905.872	6758.521	3789.993	5229.707
759.59	2954.35	2320.888	2513.042	5851.822	3281.712	4530.185
759.73	2598.367	2043.917	2210.203	5145.268	2886.499	3988.103
759.88	2344.65	1844.464	1996.881	4644.321	2611.925	3605.892
760.02	2209.844	1747.833	1889.943	4382.899	2456.921	3407.757
760.16	2174.583	1718.572	1860.001	4315.572	2411.88	3361.803
760.3	2242.476	1780.026	1921.828	4447.487	2483.619	3468.124
760.44	2408.421	1908.805	2071.86	4778.377	2669.058	3725.179
760.59	2658.836	2112.034	2286.056	5278.528	2950.572	4114.111
760.73	2964.108	2349.24	2552.164	5898.68	3296.79	4591.372
760.87	3309.007	2625.238	2843.04	6592.7	3682.414	5123.403
761.01	3648.932	2894.855	3132.899	7277.437	4060.734	5646.174
761.15	3982.408	3163.299	3411.606	7927.683	4425.134	6143.002
761.29	4252.528	3372.868	3639.44	8467.802	4723.627	6558.868
761.44	4421.984	3517.468	3781.424	8818.117	4915.875	6819.633
761.58	4504.117	3583.139	3849.534	8985.502	5009.677	6943.205
761.72	4497.894	3576.805	3838.168	8962.949	4998.553	6921.872
761.86	4425.985	3512.216	3773.337	8804.293	4913.963	6798.216
762	4314.796	3424.609	3680.17	8580.027	4796.554	6632.356
762.14	4168.864	3306.743	3558.414	8312.974	4644.095	6425.271
762.29	4033.23	3210.296	3449.197	8049.977	4500.834	6214.834
762.43	3935.307	3120.351	3365.911	7848.471	4386.757	6067.801
762.57	3873.609	3066.148	3313.444	7721.917	4311.719	5964.576
762.71	3848.285	3043.527	3295.637	7685.802	4282.857	5938.494
762.85	3875.392	3072.151	3326.832	7751.744	4317.81	5988.909
762.99	3922.422	3107.29	3356.543	7839.982	4368.246	6063.004
763.14	4001.151	3168.415	3418.877	7978.25	4445.284	6176.294
763.28	4088.663	3230.323	3492.982	8156.158	4539.454	6321.114
763.42	4187.409	3313.969	3574.892	8360.2	4652.859	6475.431
763.56	4294.306	3401.24	3671.943	8578.284	4774.987	6644.515
763.7	4418.084	3504.644	3779.545	8830.743	4914.523	6839.336
763.84	4542.831	3596.094	3882.49	9061.798	5046.589	7035.194
