Lon	I-H-1127	I-H-1138	I-P-1140	O-H-1124	O-P-1128	O-H-1136
572.77	31568.2	24765.135	26892.432	50007.454	34803.145	40196.883
572.92	31551.305	24737.887	26881.823	50000.381	34806.756	40182.307
573.07	31517.394	24725.185	26874.769	49975.55	34792.78	40163.437
573.23	31459.618	24690.465	26833.739	49885.356	34743.114	40107.539
573.38	31483.58	24698.537	26864.119	49922.48	34764.59	40147.777
573.54	31425.236	24644.961	26811.621	49851.808	34692.378	40074.918
573.69	31377.48	24606.414	26773.668	49772.25	34632.031	40027.613
573.84	31313.49	24557.742	26715.39	49687.666	34544.193	39955.654
574	31232.621	24497.557	26633.863	49565.279	34450.643	39860.115
574.15	31119.146	24400.321	26521.618	49383.519	34328.749	39715.597
574.31	31031.523	24318.171	26430.568	49237.941	34206.82	39594.8
574.46	30862.743	24186.689	26277.831	48984.611	34027.556	39396.118
574.61	30811.201	24144.97	26239.431	48903.773	33978.277	39326.3
574.77	30689.757	24044.208	26121.196	48719.14	33828.769	39160.23
574.92	30602.915	23966.178	26055.278	48594.565	33736.85	39039.421
575.07	30521.175	23889.339	25974.373	48438.603	33619.658	38915.646
575.23	30512.618	23881.86	25966.827	48433.628	33605.628	38895.409
575.38	30493.663	23877.036	25958.948	48436.364	33599.223	38878.598
575.54	30594.793	23940.563	26047.772	48567.719	33698.883	38991.563
575.69	30557.86	23909.102	26009.035	48518.363	33651.067	38950.531
575.84	30599.523	23971.402	26074.654	48599.302	33739.787	39027.326
576	30664.37	24021.061	26131.237	48693.272	33818.764	39117.26
576.15	30731.308	24090.527	26220.724	48842.693	33922.295	39236.341
576.31	30762.625	24121.866	26248.614	48886.25	33943.395	39285.098
576.46	30814.218	24169.921	26301.921	48974.964	34009.691	39357.14
576.61	30755.707	24136.267	26263.146	48924.386	33962.585	39307.191
576.77	30751.428	24132.537	26272.758	48936.879	33956.965	39314
576.92	30702.753	24077.774	26218.501	48879.169	33902.466	39266.852
577.07	30571.733	23991.085	26113.766	48733.358	33783.866	39119.139
577.23	30467.014	23914.608	26020.081	48585.938	33675.52	38990.672
577.38	30288.402	23787.27	25882.127	48352.359	33508.008	38788.336
577.54	30113.037	23631.135	25717.443	48070.947	33319.697	38589.268
577.69	29968.109	23523.9	25594.625	47860.154	33174.572	38413.451
577.84	29831.941	23418.083	25462.413	47654.115	33019.392	38235.466
578	29761.882	23369.41	25401.585	47548.519	32927.597	38136.5
578.15	29746.824	23345.582	25381.779	47493.572	32888.427	38097.252
578.3	29768.733	23367.163	25396.042	47527.811	32917.745	38131.042
578.46	29806.267	23389.904	25418.015	47568.927	32944.443	38169.4
578.61	29876.364	23431.319	25469.913	47678.693	32993.153	38230.321
578.77	29945.622	23485.698	25521.677	47784.544	33063.665	38325.107
578.92	30018.711	23542.634	25591.295	47909.306	33153.349	38425.502
579.07	30090.142	23585.56	25634.504	48006.295	33234.998	38500.791
579.23	30150.68	23627.967	25678.91	48107.119	33295.736	38583.01
579.38	30127.983	23599.928	25651.817	48072.62	33252.401	38534.94
579.53	30204.468	23661.183	25713.843	48190.929	33335.151	38627.347
579.69	30185.684	23678.201	25714.926	48186.805	33345.18	38630.793
579.84	30215.539	23702.846	25747.901	48228.943	33368.639	38675.822
579.99	30196.488	23705.355	25749.158	48233.742	33363.894	38684.937
580.15	30163.866	23685.768	25730.778	48185.493	33331.34	38653.075
580.3	30103.357	23636.488	25685.257	48114.324	33279.16	38601.917
580.46	30120.667	23656.021	25714.218	48135.439	33301.9	38650.669
580.61	30078.135	23624.807	25678.631	48087.914	33267.652	38622.191
580.76	30117.737	23636.825	25692.869	48121.211	33305.211	38660.309
580.92	30127.915	23646.673	25692.41	48131.234	33318.574	38673.597
581.07	30182.356	23675.598	25724.301	48178.399	33362.93	38726.203
581.22	30207.337	23697.655	25750.952	48240.852	33386.61	38779.216
581.38	30311.785	23774.301	25819.356	48360.928	33476.928	38891.807
581.53	30362.314	23815.666	25854.853	48455.875	33537.589	38941.359
581.68	30444.638	23863.287	25919.244	48559.759	33613.74	39021.541
581.84	30463.411	23884.28	25939.466	48602.995	33614.245	39051.73
581.99	30435.121	23871.176	25931	48584.487	33603.694	39023.67
582.14	30420.111	23868.845	25922.099	48589.89	33607.429	39017.703
582.3	30405.809	23874.083	25916.721	48579.831	33600.049	39011.37
582.45	30339.844	23838.119	25862.977	48497.274	33547.383	38942.844
582.6	30288.734	23783.691	25825.537	48424.822	33494.889	38913.416
582.76	30175.419	23701.649	25730.989	48280.276	33370.471	38786.768
582.91	30128.937	23662.222	25699.453	48214.035	33332.015	38740.476
583.07	30105.612	23631.185	25675.03	48175.964	33283.745	38709.667
583.22	30072.144	23595.848	25644.857	48127.178	33229.99	38663.506
583.37	30046.018	23553.26	25619.305	48097.909	33194.393	38637.194
583.53	30019.775	23518.951	25616.402	48095.292	33160.124	38626.699
583.68	29971.02	23484.108	25568.481	48006.249	33114.866	38544.569
583.83	29956.42	23476.432	25557.75	47996.684	33099.981	38531.43
583.99	29884.765	23417.898	25512.116	47919.644	33026.37	38448.687
584.14	29794.686	23347.532	25424.719	47788.356	32929.762	38342.84
584.29	29689.73	23268.226	25339.808	47628.388	32809.095	38209.212
584.45	29573.506	23179.845	25238.484	47451.924	32695.791	38053.615
584.6	29409.672	23057.572	25086.342	47192.639	32527.1	37833.111
584.75	29268.038	22942.159	24962.95	46996.962	32350.983	37652.016
584.91	29101.344	22800.585	24817.442	46755.827	32183.96	37457.046
585.06	28956.66	22694.166	24681.111	46536.047	32026.199	37276.816
585.21	28845.977	22612.735	24589.901	46373.163	31910.35	37132.979
585.37	28753.126	22548.126	24521.399	46270.62	31829.081	37038.995
585.52	28674.327	22488.426	24458.381	46158.788	31738.657	36952.932
585.67	28709.262	22533.098	24506.856	46220.383	31774.67	36999.789
585.83	28742.147	22576.95	24542.686	46286.126	31811.444	37051.829
585.98	28849.073	22681.524	24642.975	46442.918	31918.612	37184.524
586.13	28942.319	22755.628	24737.673	46597.069	32028.891	37311.913
586.29	29039.415	22835.031	24830.197	46760.513	32145.701	37453.505
586.44	29138.48	22914.292	24904.908	46887.734	32242.81	37579.808
586.59	29223.395	22976.989	24984.506	47009.198	32327.967	37682.233
586.75	29235.683	22976.947	24982.904	47027.617	32336.365	37709.847
586.9	29236.363	22957.385	24975.012	46999.441	32336.715	37706.98
587.05	29165.219	22880.813	24915.649	46887.747	32274.034	37618.77
587.2	29095.115	22830.643	24845.586	46781.838	32207.774	37526.83
587.36	28942.343	22703.256	24705.343	46545.925	32025.531	37339.629
587.51	28730.408	22533.848	24534.991	46230.758	31799.858	37069.508
587.66	28420.484	22293.572	24253.593	45756.636	31444.814	36665.945
587.82	28035.569	21977.469	23918.041	45173.065	31004.975	36163.854
587.97	27602.838	21644.366	23552.739	44542.114	30538.86	35623.157
588.12	27145.886	21283.919	23140.798	43817.315	30012.346	35020.499
588.28	26599.385	20854.099	22667.879	42983.847	29410.66	34333.152
588.43	26105.499	20466.784	22243.839	42208.357	28866.773	33686.618
588.58	25598.992	20073.752	21803.839	41415.322	28324.861	33048.455
588.74	25311.332	19848.662	21568.486	40991.377	28033.574	32703.793
588.89	25200.464	19753.596	21479.772	40828.311	27924.003	32580.257
589.04	25214.521	19782.179	21503.631	40843.927	27933.203	32616.609
589.2	25287.873	19850.587	21589.599	41000.027	28020.599	32741.906
589.35	25533.174	20041.493	21803.602	41367.457	28294.229	33060.274
589.5	25912.017	20340.841	22124.337	41982.195	28703.162	33534.05
589.65	26349.725	20672.461	22489.428	42698.559	29171.176	34105
589.81	26743.065	20991.801	22818.022	43314.78	29596.801	34620.041
589.96	27041.426	21239.283	23081.129	43776.941	29930.305	35012.875
590.11	27236.553	21370.783	23246.234	44096.617	30158.684	35262.762
590.27	27428.226	21515.887	23418.699	44400.402	30384.842	35502.754
590.42	27533.091	21587.19	23491.784	44552.233	30465.727	35632.796
590.57	27521.947	21584.684	23488.023	44540.715	30476.672	35658.145
590.73	27507.35	21579.12	23479.184	44504.647	30471.108	35643.538
590.88	27420.199	21505.793	23415.199	44385.254	30387.32	35537.582
591.03	27305.661	21420.155	23311.694	44215.224	30260.364	35388.575
591.19	27269.077	21406.056	23274.319	44164.989	30224.111	35360.528
591.34	27222.649	21366.155	23233.649	44108.255	30161.176	35314.747
591.49	27198.08	21365.168	23244.113	44103.705	30153.553	35294.103
591.64	27154.05	21320.411	23207.071	44041.542	30093.06	35229.402
591.8	27154.603	21304.769	23210.702	44032.274	30069.899	35210.845
591.95	27149.881	21300.111	23197.187	44025.549	30050.561	35194.639
592.1	27214.316	21345.624	23248.04	44126.757	30127.634	35271.745
592.26	27215.758	21346.34	23250.186	44125.979	30121.495	35259.592
592.41	27244.359	21377.25	23278.262	44156.098	30153.854	35297.086
592.56	27250.947	21369.132	23267.002	44165.298	30161.341	35300.275
592.71	27302.408	21413.145	23314.905	44227.334	30217.09	35360.498
592.87	27298.566	21415.39	23305.566	44228.215	30227.996	35363.722
593.02	27366.034	21451.759	23360.946	44296.231	30294.077	35444.208
593.17	27348.02	21431.789	23351.238	44269.842	30267.383	35430.842
593.33	27372.039	21436.006	23365.851	44288.303	30285.094	35440.896
593.48	27290.788	21372.842	23285.171	44171.731	30212.567	35353.524
593.63	27232.385	21337.54	23238.989	44090.143	30150.364	35287.53
593.78	27101.976	21234.579	23124.183	43901.601	30014.128	35131.964
593.94	27015.451	21172.826	23058.847	43788.857	29919.626	35033.275
594.09	26878.433	21088.312	22942.533	43598.808	29780.257	34863.585
594.24	26800.478	21034.202	22879.61	43491.817	29707.862	34762.216
594.4	26694.975	20971.578	22804.875	43358.293	29608.49	34660.875
594.55	26708.467	20978.983	22812.652	43382.225	29598.576	34665.279
594.7	26721.961	20974.039	22823.512	43405.148	29608.313	34679.773
594.85	26809.95	21048.465	22910.268	43575.575	29707.489	34799.993
595.01	26885.321	21104.915	22968.409	43672.946	29777.518	34888.188
595.16	26997.457	21171.753	23072.412	43856.886	29895.433	35032.07
595.31	27057.397	21220.815	23125.366	43973.288	29948.629	35126.463
595.46	27120.064	21267.767	23170.757	44080.902	30019.669	35205.539
595.62	27150.276	21283.188	23200.528	44144.319	30066.87	35249.585
595.77	27197.521	21330.015	23245.093	44236.685	30135.808	35337.412
595.92	27177.022	21308.528	23221.606	44205.352	30115.067	35317.388
596.08	27203.109	21331.119	23238.373	44274.406	30149.527	35368.273
596.23	27154.914	21285.893	23198.53	44184.606	30098.672	35296.903
596.38	27141.253	21276.868	23191.901	44146.526	30094.528	35274.464
596.53	27119.525	21244.92	23173.031	44099.547	30049.086	35246.699
596.69	27090.64	21234.562	23153.947	44056.619	30029.937	35213.873
596.84	27036.127	21176.864	23105.766	43970.567	29944.327	35114.555
596.99	27034.1	21172.925	23107.782	43935.421	29925.352	35097.772
597.14	26929.882	21098.136	23034.639	43780.276	29810.387	34966.772
597.3	26871.241	21069.538	22968.79	43698.361	29750.626	34899.044
597.45	26783.5	21008.764	22882.721	43572.006	29665.149	34793.885
597.6	26736.553	20982.192	22835.29	43507.016	29625.874	34728.223
597.75	26689.838	20938.529	22785.541	43421.727	29553.287	34668.047
597.91	26648.033	20909.933	22728.308	43329.265	29506.845	34626.211
598.06	26571.206	20865.702	22668.844	43251.626	29439.711	34546.559
598.21	26568.618	20864.937	22671.618	43247.478	29449.894	34546.618
598.36	26554.611	20852.754	22680.16	43257.006	29430.105	34550.756
598.52	26594.914	20884.859	22729.738	43323.047	29466.211	34620.605
598.67	26589.654	20878.873	22739.203	43321.543	29459.434	34631.117
598.82	26619.66	20922.176	22779.143	43394.076	29511.703	34692.869
598.98	26627.826	20919.552	22800.628	43420.685	29519.585	34701.462
599.13	26671.937	20943.289	22823.949	43478.752	29556.422	34747.74
599.28	26682.26	20947.787	22830.269	43489.84	29550.414	34751.765
599.43	26678.742	20950.488	22816.863	43481.863	29554.566	34744.785
599.59	26607.193	20887.184	22751.557	43379.832	29485.369	34653.754
599.74	26561.606	20850.672	22704.563	43329.782	29428.508	34596.528
599.89	26474.991	20770.98	22619.486	43196.947	29316.286	34499.091
600.04	26421.321	20744.188	22575.924	43142.553	29267.43	34450.088
600.2	26342.251	20679.514	22511.624	43036.735	29191.239	34367.93
600.35	26276.059	20615.937	22439.322	42940.324	29123.004	34289.047
600.5	26209.942	20556.129	22385.426	42824.559	29041.832	34192.106
600.65	26219.488	20568.333	22386.927	42837.378	29032.279	34201.445
600.8	26143.819	20508.994	22334.465	42736.323	28970.477	34114.729
600.96	26106.156	20476.232	22299.441	42673.978	28938.595	34055.673
601.11	26036.805	20412.311	22233.387	42541.924	28855.993	33953.741
601.26	25986.581	20382.679	22209.8	42472.251	28796.733	33892.052
601.41	25926.6	20348.172	22172.633	42378.36	28739.633	33833.778
601.57	25921.317	20352.626	22158.032	42368.835	28731.251	33845.471
601.72	25902.595	20320.123	22132.892	42346.398	28719.584	33823.355
601.87	25972.254	20373.23	22180.791	42425.836	28781.175	33912.8
602.02	26051.442	20451.651	22258.266	42549.792	28864.475	34001.034
602.18	26156.447	20554.875	22358.875	42725.371	28993.765	34140.379
602.33	26251.45	20616.935	22424.737	42838.505	29082.023	34252.911
602.48	26385.358	20729.676	22543.26	43065.93	29240.215	34434.04
602.63	26498.685	20814.894	22659.267	43251.234	29377.256	34590.562
602.79	26571.649	20896.364	22731.793	43371.299	29481.1	34671.1
602.94	26629.559	20942.956	22791.901	43487.12	29560.878	34746.448
603.09	26654.351	20946.8	22806.009	43538.437	29588.46	34793.539
603.24	26633.436	20937.951	22790.94	43534.994	29567.524	34796.084
603.39	26682.944	20972.537	22820.582	43605.495	29628.879	34848.373
603.55	26652.855	20927.964	22793.085	43543.031	29585.052	34794.14
603.7	26622.014	20900.092	22765.717	43512.299	29545.268	34747.444
603.85	26599.694	20874.145	22754.035	43483.891	29491.102	34738.606
604	26612.377	20873.882	22751.246	43473.83	29483.455	34736.884
604.16	26581.98	20844.035	22727.443	43419.719	29463.146	34696.762
604.31	26576.224	20824.718	22710.433	43379.695	29448.048	34657.741
604.46	26497.986	20781.271	22656.943	43305.48	29380.073	34596.679
604.61	26480.946	20776.87	22644.694	43299.276	29370.134	34592.573
604.76	26413.024	20734.463	22596.508	43197.661	29302.188	34523.231
604.92	26387.088	20718.394	22569.603	43157.107	29284.318	34502.67
605.07	26292.966	20652.165	22500.494	43027.757	29186.923	34411.57
605.22	26258.326	20636.972	22482.687	42987.994	29146.369	34360.72
605.37	26200.328	20579.041	22435.371	42900.172	29077.801	34288.207
605.53	26214.663	20574.324	22441.927	42903.499	29079.324	34282.64
605.68	26175.19	20538.651	22387.463	42837.76	29017.981	34217.572
605.83	26181.228	20535.392	22375.261	42858.064	29020.568	34229.822
605.98	26151.412	20494.17	22343.115	42813.764	28966.379	34171.115
606.13	26189.041	20522.854	22372.92	42882.713	29015.899	34196.315
606.29	26208.514	20529.338	22378.856	42909.504	29023.129	34230.461
606.44	26255.756	20576.383	22425.701	43015.623	29088.943	34310.459
606.59	26211.527	20550.33	22388.639	42950.232	29044.078	34272.111
606.74	26199.397	20550.352	22384.903	42931.704	29047.88	34271.989
606.89	26097.617	20467.011	22297.144	42771.351	28936.626	34141.98
607.05	26045.274	20434.955	22247.746	42686.11	28882.637	34071.715
607.2	25929.116	20340.667	22130.579	42506.501	28755.644	33942.095
607.35	25770.585	20237.102	22004.487	42273.311	28591.684	33755.839
607.5	25597.108	20099.866	21858.174	41996.471	28400.866	33545.909
607.65	25498.395	20020.297	21776.034	41842.044	28296.682	33420.395
607.81	25389.026	19939.739	21693.08	41701.045	28174.893	33286.53
607.96	25366.185	19920.703	21662.152	41662.803	28146.23	33251.572
608.11	25294.221	19858.912	21606.891	41562.375	28070.067	33176.254
608.26	25256.824	19833.363	21590.066	41518.057	28022.32	33140.541
608.41	25250.926	19797.993	21570.542	41506.026	28008.62	33114.233
608.57	25274.895	19808.886	21590.686	41531.905	28013.446	33137.511
608.72	25263.645	19808.161	21574.952	41546.173	28007.712	33129.02
608.87	25209.563	19758.541	21527.201	41457.74	27930.178	33072.002
609.02	25134.187	19701.429	21476.659	41345.683	27853.155	32966.464
609.17	25032.982	19627.234	21399.277	41210.037	27756.277	32851.861
609.33	24923.99	19532.069	21305.453	41023.529	27638.43	32695.475
609.48	24823.331	19469.54	21223.122	40856.473	27519.331	32561.286
609.63	24707.918	19390.193	21128.939	40685.302	27410.929	32404.939
609.78	24566.599	19264.59	21019.05	40465.062	27256.357	32224.205
609.93	24462.965	19189.898	20934.801	40303.689	27173.14	32087.107
610.09	24430.568	19169.216	20912.468	40268.369	27141.162	32060.392
610.24	24413.525	19154.304	20896.173	40211.568	27123.788	32030.415
610.39	24404.982	19151.763	20887.939	40235.093	27122.652	32040.609
610.54	24375.588	19134.564	20868.785	40220.355	27096.928	32032.961
610.69	24360.869	19112.66	20851.429	40202.232	27082.671	32018.693
610.84	24296.526	19062.668	20790.119	40105.602	27009.953	31941.065
611	24242.233	19021.321	20745.102	40032.432	26925.53	31872.938
611.15	24098.276	18907.056	20622.727	39807.794	26763.528	31706.11
611.3	23935.289	18772.838	20485.498	39548.605	26572.738	31494.607
611.45	23747.585	18645.509	20334.673	39255.829	26371.784	31250.893
611.6	23555.44	18493.078	20156.903	38927.043	26168.145	30982.145
611.76	23301.616	18311.145	19950.067	38540.319	25898.782	30667.913
611.91	23128.668	18175.359	19787.975	38252.668	25691.613	30429.877
612.06	22957.795	18035.146	19640.267	37972.148	25505.994	30206.07
612.21	22795.184	17900.69	19489.438	37711.317	25310.262	29992.614
612.36	22599.157	17740.112	19316.266	37411.839	25107.399	29746.727
612.51	22396.296	17573.45	19141.23	37080.866	24861.132	29487.747
612.67	22192.122	17415.231	18986.989	36764.317	24647.528	29248.044
612.82	21994.598	17251.401	18816.499	36446.114	24410.553	28998.62
612.97	21742.663	17064.981	18616.124	36070.376	24154.86	28693.706
613.12	21478.709	16861.754	18381.797	35654.095	23870.093	28361.853
613.27	21220.117	16656.941	18168.302	35234.554	23592.665	28013.753
613.42	21080.728	16562.234	18054.189	35011.807	23431.059	27827.125
613.58	21000.424	16496.327	17979.424	34872.139	23346.293	27743.557
613.73	20971.955	16455.57	17939.791	34818.109	23290.197	27690.44
613.88	20997.123	16472.98	17956.431	34855.607	23331.298	27725.925
614.03	21114.654	16560.642	18061.785	35029.6	23442.742	27879.291
614.18	21362.336	16743.424	18275.84	35423.368	23707.016	28200.149
614.33	21730.358	17039.819	18591.952	36010.227	24122.137	28694.819
614.49	22052.865	17281.953	18847.426	36527.877	24472.402	29116.435
614.64	22378.592	17516.889	19106.824	37061.715	24829.582	29514.658
614.79	22695.988	17766.833	19372.437	37580.931	25187.613	29947.031
614.94	22980.126	17980.753	19608.489	38032.124	25489.313	30317.466
615.09	23195.696	18147.552	19783.487	38384.288	25735.981	30602.432
615.24	23320.299	18242.99	19885.629	38596.473	25867.508	30762.43
615.39	23312.628	18238.462	19880.507	38605.089	25850.277	30754.88
615.55	23295.29	18237.632	19874.599	38595.205	25839.642	30739.972
615.7	23234.002	18200.848	19847.156	38494.201	25781.32	30687.86
615.85	23168.863	18156.918	19798.896	38405.172	25711.59	30610.248
616	23146.619	18152.895	19788.389	38408.574	25698.422	30590.059
616.15	23181.635	18183.402	19818.305	38484.756	25737.941	30633.832
616.3	23205.54	18199.64	19828.321	38509.606	25755.013	30649.815
616.46	23266.147	18246.731	19882.334	38616.697	25823.027	30727.313
616.61	23352.991	18310.034	19957.967	38773.366	25915.825	30854.627
616.76	23466.745	18402.141	20036.733	38963.89	26050.306	30985.536
616.91	23574.991	18476.915	20124.497	39132.772	26156.815	31117.683
617.06	23668.356	18553.817	20214.871	39294.467	26255.389	31251.323
617.21	23725.951	18599.521	20274.093	39359.334	26320.127	31324.072
617.36	23772.134	18650.386	20324.101	39465.497	26391.034	31416.462
617.52	23829.448	18685.042	20355.745	39564.194	26469.602	31505.854
617.67	23873.261	18720.085	20393.316	39626.183	26516.558	31548.316
617.82	23855.341	18702.056	20382.869	39603.582	26489.341	31520.099
617.97	23839.785	18706.961	20380.895	39592.137	26482.994	31514.358
618.12	23809.516	18669.946	20339.419	39515.647	26452.264	31464.604
618.27	23762.359	18623.207	20301.492	39467.459	26396.953	31428.14
618.42	23720.056	18589.32	20281.429	39396.431	26353.881	31385.429
618.58	23660.425	18556.874	20237.798	39298.181	26273.919	31306.337
618.73	23578.043	18498.78	20171.418	39177.276	26189.803	31218.582
618.88	23552.413	18484.555	20162.93	39157.073	26158.788	31210.676
619.03	23548.677	18463.566	20154.181	39153.136	26158.017	31197.39
619.18	23557.386	18476.825	20153.44	39158.573	26152.55	31217.847
619.33	23585.568	18498.262	20172.305	39182.072	26168.404	31234.02
619.48	23587.018	18491.688	20158.545	39190.315	26171.236	31204.402
619.63	23583.676	18477.072	20156.566	39204.797	26176.27	31208.566
619.79	23629.299	18513.705	20204.475	39277.078	26224.729	31277.41
619.94	23657.391	18528.104	20219.907	39308.18	26252.049	31302.016
620.09	23633.883	18530.598	20204.355	39313.705	26247.201	31288.365
620.24	23572.638	18486.869	20171.154	39258.46	26183.033	31213.175
620.39	23516.26	18465.018	20132.139	39203.251	26150.546	31176.854
620.54	23478.166	18438.945	20112.418	39146.76	26119.814	31164.154
620.69	23442.309	18412.913	20087.552	39081.649	26071.585	31103.473
620.84	23343.721	18332.281	20010.281	38941.369	25962.863	30977.49
621	23234.516	18259.186	19917.295	38795.526	25854.823	30854.098
621.15	23155.368	18187.18	19851.026	38658.641	25751.917	30743.643
621.3	23102.79	18134.405	19798.626	38566.704	25705.253	30673.362
621.45	23040.31	18069.838	19732.937	38455.103	25618.047	30566.562
621.6	22999.052	18040.028	19695.325	38388.106	25556.501	30500.876
621.75	22941.752	17991.939	19634.248	38295.797	25502.918	30445.367
621.9	22901.696	17959.597	19583.773	38230.442	25454.136	30383.564
622.05	22889.431	17947.794	19580.343	38201.409	25431.827	30361.134
622.21	22863.922	17912.988	19559.361	38135.791	25380.844	30324.603
622.36	22790.938	17869.301	19508.18	38046.914	25302.565	30260.047
622.51	22737.815	17826.661	19478.925	37979.046	25247.134	30199.77
622.66	22659.937	17752.058	19401.706	37854.464	25158.376	30102.321
622.81	22611.098	17714.715	19367.331	37781.606	25100.77	30034.637
622.96	22573.617	17677.914	19325.672	37714.781	25058.211	29986.551
623.11	22522.836	17643.549	19281.439	37630.045	25018.791	29935.869
623.26	22464.078	17612.066	19224.396	37573.638	24978.21	29871.826
623.41	22480.232	17615.583	19226.661	37574.519	24984.54	29864.825
623.57	22416.469	17566.347	19162.193	37483.744	24914.381	29797.754
623.72	22376.645	17542.633	19130.59	37436.735	24870.754	29751.832
623.87	22312.368	17501.896	19080.378	37348.564	24801.181	29675.499
624.02	22234.331	17448.276	19029.464	37213.934	24718.2	29581.167
624.17	22141.091	17362.046	18950.025	37080.453	24602.167	29460.925
624.32	22054.78	17298.352	18879.891	36908.45	24502.956	29348.692
624.47	21946.956	17207.473	18789.253	36740.122	24380.649	29216.419
624.62	21894.349	17165.437	18748.031	36660.197	24336.152	29158.019
624.77	21834.928	17103.225	18694.675	36551.831	24260.665	29065.401
624.92	21784.45	17071.494	18662.043	36476.055	24217.813	29017.174
625.08	21748.433	17032.334	18632.312	36455.443	24183.224	28974.422
625.23	21755.975	17044.778	18635.942	36473.778	24189.469	28980.832
625.38	21767.55	17052.111	18635.474	36504.013	24208.099	29012.793
625.53	21796.672	17082.662	18659.145	36570.033	24255.223	29064.826
625.68	21837.23	17108.34	18676.715	36621.781	24283.318	29099
625.83	21876.872	17157.587	18720.839	36692.563	24328.696	29156.499
625.98	21907.738	17149.619	18723.046	36714.001	24336.816	29172.365
626.13	21952.462	17200.956	18762.626	36797.913	24404.065	29259.78
626.28	21956.101	17199.87	18761.474	36808.079	24404.695	29269.034
626.43	21945.941	17188.632	18760.941	36819.081	24392.138	29257.39
626.58	21882.184	17134.744	18701.492	36711.526	24315.393	29168.041
626.74	21819.202	17092.663	18661.102	36605.924	24245.618	29092.278
626.89	21702.751	17017.466	18568.827	36456.794	24135.96	28968.169
627.04	21624.41	16975.146	18515.277	36357.994	24063.486	28865.883
627.19	21496.786	16859.677	18398.292	36149.643	23903.577	28681.632
627.34	21400.092	16794.871	18329.508	36011.564	23812.092	28565.65
627.49	21336.657	16748.557	18282.69	35910.305	23747.887	28484.272
627.64	21355.578	16761.04	18306.753	35964.72	23773.82	28511.556
627.79	21338.548	16747.723	18295.835	35972.196	23780.153	28513.153
627.94	21426.592	16800.098	18376.143	36107.605	23893.361	28628.109
628.09	21474.914	16837.629	18416.375	36192.781	23941.311	28702.266
628.24	21600.916	16949.191	18532.795	36405.883	24085.223	28872.543
628.39	21713.251	17026.294	18635.547	36585.362	24203.602	29037.702
628.55	21815.249	17101.019	18719.392	36761.183	24315.601	29180.941
628.7	21870.776	17152.742	18763.797	36846.709	24387.369	29266.787
628.85	21964.675	17219.938	18838.181	36978.126	24467.311	29358.587
629	21959.262	17220.701	18824.899	36991.942	24459.15	29368.854
629.15	22026.963	17276.776	18890.315	37119.36	24547.973	29487.864
629.3	22054.555	17291.512	18905.864	37147.282	24583.325	29525.907
629.45	22120.789	17345.855	18937.722	37252.703	24653.844	29590.658
629.6	22165.654	17380.896	18972.963	37318.426	24705.457	29653.972
629.75	22266.672	17470.947	19056.705	37483.465	24811.947	29776.584
629.9	22363.144	17568.847	19149.441	37676.703	24934.769	29946.056
630.05	22559.749	17724.682	19309.958	37975.352	25153.903	30193.573
630.2	22684.159	17824.456	19414.587	38188.4	25300.753	30349.841
630.35	22842.974	17958.15	19555.601	38467.105	25470.052	30571.789
630.5	22954.099	18055.933	19673.187	38665.372	25621.46	30745.406
630.65	23105.738	18173.354	19798.981	38916.862	25775.762	30938.156
630.81	23175.601	18221.787	19866.25	39040.72	25848.589	31045.546
630.96	23298.297	18300.022	19961.164	39220.098	25967.088	31184.473
631.11	23360.34	18338.877	20012.613	39324.271	26020.14	31282.767
631.26	23461.408	18418.869	20102.957	39481.408	26120.178	31424.639
631.41	23537.98	18473.571	20164.671	39606.308	26204.155	31527.484
631.56	23673.657	18571.296	20264.745	39824.427	26323.899	31692.978
631.71	23772.552	18664.056	20357.968	40006.464	26450.77	31834.848
631.86	23937.503	18781.03	20494.305	40271.391	26628.227	32040.206
632.01	23997.349	18836.767	20548.306	40405.548	26719.569	32142.636
632.16	24051.723	18878.284	20588.087	40497.967	26777.262	32210.823
632.31	23978.517	18805.935	20512.153	40382.407	26682.714	32098.441
632.46	23812.215	18670.16	20374.381	40126.678	26499.688	31879.051
632.61	23517.802	18446.405	20129.372	39677.032	26198.569	31513.505
632.76	23244.941	18224.38	19889.568	39227.183	25882.128	31146.283
632.91	22857.753	17929.962	19573.852	38623.667	25471.622	30663.171
633.06	22521.423	17662.314	19289.433	38066.917	25075.314	30212.169
633.21	22123.097	17361.46	18963.855	37435.472	24637.185	29690.492
633.36	21845.877	17154.943	18743.91	37009.088	24345.965	29344.053
633.51	21627.295	16981.217	18556.713	36661.516	24112.416	29057.944
633.67	21516.818	16881.621	18464.258	36460.949	23959.06	28890.203
633.82	21387.381	16785.174	18362.426	36273.78	23817.251	28728.844
633.97	21348.018	16753.567	18323.764	36212.543	23762.26	28681.491
634.12	21296.578	16715.689	18282.699	36148.292	23716.644	28627.138
634.27	21331.916	16734.916	18309.246	36208.883	23756.047	28668.949
634.42	21348.26	16746.624	18313.415	36219.669	23767.493	28693.723
634.57	21388.345	16787.036	18354.86	36292.607	23802.937	28760.454
634.72	21361.245	16768.53	18333.739	36242.805	23779.29	28733.081
634.87	21353.314	16754.775	18332.665	36209.753	23780.873	28724.939
635.02	21270.309	16687.968	18247.815	36059.737	23685.188	28604.034
635.17	21220.199	16643.769	18185.351	35957.34	23626.221	28534.99
