Lon	I-H-1043	I-H-1048	I-P-1116	O-H-1040	O-H-1046	O-P-1113	I-H-1114
319.15	21.578	25.808	72.786	912.918	1022.039	78.753	68.874
319.32	22.371	25.481	72.602	942.745	1054.085	82.195	74.195
319.49	20.378	23.29	72.466	966.971	1083.213	80.103	69.917
319.65	23.365	26.871	77.508	996.442	1116.135	82.75	73.651
319.82	20.955	28.219	76.999	1020.076	1143.087	77.164	68.472
319.98	27.273	32.537	83.394	1036.438	1173.405	89.691	75.801
320.15	26.863	32.544	80.226	1039.346	1175.237	82.896	72.621
320.31	28.042	33.262	79.504	1046.57	1176.768	84.746	71.075
320.48	29.248	34.226	83.182	1032.852	1165.665	83.83	71.226
320.65	34.238	32.381	81.524	1029.205	1160.414	85.799	75.029
320.81	32.725	28.56	74.791	1017.472	1147.56	81.945	71.582
320.98	34.342	29.276	74.375	1010.628	1145.485	82.606	73.814
321.14	29.514	24.119	68.987	1007.492	1136.13	74.207	67.58
321.31	32.74	27.982	73.564	1016.586	1148.982	84.476	75.113
321.47	31.106	23.864	69.656	1012.733	1142.864	77.337	67.634
321.64	33.615	21.824	61.516	1013.242	1141.549	75.505	65.308
321.81	33.957	27.199	65.21	1008.287	1130.858	79.001	65.254
321.97	32.547	29.152	68.273	1008.306	1126.108	84.108	67.536
322.14	32.533	27.577	70.555	996.621	1115.764	82.808	68.489
322.3	32.926	27.904	67.904	989.739	1111.277	82.992	71.563
322.47	29.966	23.252	66.713	978.933	1099.439	76.856	63.285
322.63	31.035	24.342	69.397	989.518	1112.991	81.848	70.2
322.8	30.275	28.572	78.1	1010.891	1134.561	84.726	73.66
322.97	27.559	26.537	70.757	1032.064	1162.218	82.24	73.932
323.13	24.149	21.566	69.599	1052.061	1190.105	76.182	67.841
323.3	30.501	27.809	71.194	1092.765	1233.776	86.501	75.908
323.46	29.813	27.407	75.571	1128.538	1271.857	87.165	74.297
323.63	28.907	29.16	69.424	1163.259	1311.083	89.523	77.215
323.79	30.562	29.255	71.31	1186.518	1338.628	87.255	74.474
323.96	27.487	25.674	63.608	1204.08	1365.355	85.597	69.772
324.12	29.642	26.136	72.147	1222.169	1387.598	85.147	71.048
324.29	36.596	34.519	76.453	1246.288	1415.167	94.618	81.431
324.46	30.146	27.343	70.497	1266.585	1435.574	84.992	69.838
324.62	30.564	27.388	67.08	1300.168	1466.806	84.894	68.762
324.79	34.033	23.187	70.78	1334.912	1511.066	81.538	67.791
324.95	33.466	23.565	68.752	1381.752	1565.752	84.235	67.356
325.12	38.762	28.267	80.08	1435.157	1622.036	88.377	73.399
325.28	43.117	29.611	82.183	1493.073	1687.051	94.721	76.567
325.45	42.955	26.966	84.317	1548.889	1744.515	90.856	71.658
325.61	45.418	30.638	89.583	1596.957	1797.616	99.133	80.275
325.78	46.592	28.757	90.856	1624.966	1834.526	98.581	78.636
325.95	45.451	28.957	94.627	1653.869	1863.056	102.067	83.913
326.11	47.677	31.337	101.348	1667.326	1878.908	104.546	89.084
326.28	45.673	30.629	95.86	1671.937	1886.135	105.498	87.168
326.44	43.814	34.594	96.781	1671.506	1892.232	103.495	88.21
326.61	40.288	33.64	91.223	1657.365	1886.069	102.882	87.146
326.77	38.563	31.937	87.662	1646.123	1869.926	96.09	78.563
326.94	41.915	35.838	88.453	1639.343	1869.189	99.673	83.277
327.1	42.968	40.034	90.968	1632.506	1859.913	97.067	82.836
327.27	37.592	36.263	84.131	1619.856	1844.691	93.285	78.471
327.43	41.016	36.983	92.972	1615.653	1838.796	94.631	82.51
327.6	39.483	32.747	90.241	1608.912	1823.066	95.22	80.362
327.77	41.967	35.736	94.407	1617.835	1828.582	95.67	85
327.93	44.465	38.3	98.124	1633.278	1851.344	98.839	94.355
328.1	41.082	35.863	95.588	1656.951	1872.225	94.478	90.137
328.26	41.921	35.053	92.46	1690.515	1909.46	99.196	90.493
328.43	43.484	37.209	94.692	1741.506	1967.11	100.132	88.583
328.59	40.632	36.05	86.863	1793.094	2024.127	103.358	89.819
328.76	38.442	35.772	86.398	1855.234	2091.959	101.948	88.992
328.92	39.528	38.286	88.923	1917.132	2156.385	109.989	92.715
329.09	41.522	37.357	89.434	1962.05	2201.632	110.566	87.984
329.25	41.438	39.537	93.822	1990.647	2237.855	115.811	97.482
329.42	45.228	45.019	100.349	2007.909	2253.777	119.327	99.338
329.58	49.003	48.113	106.311	2007.751	2254.168	126.014	109.047
329.75	49.081	48.565	107.059	1987.763	2234.818	121.686	106.444
329.92	51.224	49.499	108.664	1957.532	2203.818	123.884	110.345
330.08	49.068	47.496	103.178	1915.485	2160.782	112.925	103.09
330.25	47.388	48.519	103.992	1889.519	2129.651	117.849	108.97
330.41	47.543	46.719	100.906	1872.818	2101.367	112.851	101.521
330.58	41.676	45.226	94.457	1860.863	2092.775	113.457	100.358
330.74	37.359	40.183	88.26	1857.975	2085.161	106.271	97.491
330.91	35.867	41.526	90.845	1863.449	2096.416	109.537	99.603
331.07	31.47	38.162	86.81	1871.689	2106.92	102.975	97.711
331.24	32.993	37.993	92.235	1893.367	2126.071	110.312	104.73
331.4	33.681	40.286	94.736	1905.198	2148.341	110.769	102.736
331.57	35.324	43.928	99.181	1921.719	2166.554	120.027	110.928
331.73	39.357	44.862	102.565	1924.719	2169.532	118.247	115.049
331.9	44.897	51.831	108.535	1929.315	2177.403	129.469	121.425
332.06	46.223	54.366	112.596	1934.398	2175.827	131.223	121.915
332.23	50.693	61.055	117.187	1937.835	2180.648	142.165	126.165
332.39	51.547	60.789	117.262	1928.91	2177.811	141.866	124.998
332.56	50.819	63.599	119.467	1921.962	2168.159	143.962	129.193
332.72	51.531	62.443	122.652	1907.443	2162.147	139.784	127.531
332.89	52.607	69.168	125.915	1910.915	2163.575	145.311	130.849
333.06	48.944	65.746	123.581	1907.361	2154.021	139.57	125.647
333.22	53.225	70.049	128.686	1921.598	2162.477	145.093	135.247
333.39	55.568	69.338	131.525	1935.217	2171.415	145.228	138.909
333.55	57.286	77.318	139.253	1964.736	2200.341	155.879	152.055
333.72	59.196	77.141	140.339	1988.955	2225.372	155.054	157.57
333.88	60.868	81.78	142.967	2030.473	2260.934	165.308	166.714
334.05	60.473	80.484	145.792	2060.297	2297.066	168.462	169.396
334.21	62.707	85.992	152.146	2102.992	2349.762	175.674	179.102
334.38	62.179	84.96	151.542	2127.235	2382.202	176.674	179.147
334.54	64.244	89.683	156.409	2145.233	2407.123	184.244	185.387
334.71	66.365	86.684	155.42	2138.189	2399.486	181.211	185.134
334.87	70.184	92.898	160.414	2136.755	2394.997	192.469	190.359
335.04	72.391	91.611	163.952	2106.105	2366.347	191.017	189.886
335.2	74.1	91.451	165.253	2075.748	2329.462	192.122	192.605
335.37	77.47	91.108	166.13	2022.657	2269.273	192.053	192.371
335.53	79.168	91.421	164.872	1973.872	2215.41	194.113	197.234
335.7	76.697	89.851	162.807	1927.422	2160.323	187.06	193.093
335.86	78.922	94.471	165.153	1904.395	2132.394	191.757	193.999
336.03	78.85	91.301	164.169	1876.476	2103.971	186.18	192.389
336.19	80.006	94.104	164.874	1873.214	2097.434	190.071	197.94
336.36	81.296	94.362	168.988	1873.252	2099.823	189.944	201.208
336.52	82.089	101.023	173.374	1891.253	2121.363	200.111	211.144
336.69	83.099	109.44	183.319	1913.781	2150.198	206.605	216.55
336.85	87.667	116.842	190.776	1951.645	2191.952	218.568	229.469
337.02	89.15	119.578	196.314	1985.457	2230.754	225.534	235.699
337.18	90.531	122.828	203.795	2028.399	2280.267	238.839	245.828
337.35	96.069	130.893	211.278	2066.75	2323.959	246.3	255.146
337.51	96.054	136.175	216.087	2105.351	2368.999	259.307	266.823
337.68	96.97	135.003	218.245	2139.915	2404.816	259.025	266.992
337.84	96.38	132.193	220.237	2175.435	2447.479	266.71	275.105
338.01	98.552	134.782	226.112	2208.398	2476.639	269.53	282.332
338.17	100.915	139.761	231.541	2236.761	2506.783	280.343	295.157
338.34	106.122	144.506	236.935	2258.781	2527.99	283.034	302.43
338.5	104.383	148.636	240.812	2286.383	2553.24	292.163	311.064
338.67	112.106	154.842	250.391	2319.226	2585.578	296.139	318.567
338.83	120.399	163.157	261.311	2358.091	2633.344	311.344	337.058
339	127.789	174.174	272.756	2398.558	2666.668	324.218	351.569
339.16	134.068	179.947	286.584	2445.343	2722.485	342.639	366.244
339.33	137.323	184.542	297.586	2486.026	2767.455	351.465	376.927
339.49	136.67	193.186	304.659	2527.461	2812.472	364.406	393.109
339.66	142.365	194.815	314.277	2548.475	2843.31	370.574	401.486
339.82	146.762	202.312	325.608	2554.257	2851.18	386.982	419.026
339.99	148.254	212.221	339.507	2550.848	2837.463	395.628	431.331
340.15	149.621	213.698	343.764	2533.028	2817.775	400.434	437.621
340.32	146.207	214.834	343.834	2495.042	2772.075	400.921	439.79
340.48	146.512	217.402	345.93	2473.084	2749.743	401.193	445.281
340.65	152.997	219.646	354.184	2451.81	2723.085	404.81	451.239
340.81	154.891	226.704	360.726	2450.518	2717.462	415.594	463.594
340.98	152.606	226.902	358.408	2445.309	2718.913	410.705	460.034
341.14	153.017	228.258	358.149	2463.456	2742.226	419.874	468.885
341.31	157.295	234.186	365.339	2489.427	2776.307	427.658	477.295
341.47	163.549	241.692	376.725	2531.439	2826.912	443.022	496.868
341.64	168.492	247.932	387.393	2564.624	2862.668	456.789	512.712
341.8	170.161	256.963	397.183	2611.897	2912.029	475.172	531.26
341.97	174.772	264.41	407.168	2637.014	2936.069	486.19	542.992
342.13	180.518	275.188	422.001	2677.595	2975.309	511.507	567.243
342.3	183.594	280.088	435.462	2699.154	2998.429	522.396	578.759
342.46	187.268	285.631	449.279	2718.851	3017.18	537.993	597.026
342.63	190.476	293.388	456.718	2710.52	3007.553	543.696	602.3
342.79	191.559	294.23	459.329	2684.636	2974.175	553.098	605.977
342.96	192.635	294.668	463.228	2625.382	2909.448	550.426	604.459
343.12	189.661	294.265	459.364	2557.902	2841.111	548.298	600.342
343.29	185.649	287.945	451.055	2481.253	2747.561	534.78	585.912
343.45	187.723	287.932	446.613	2402.734	2655.305	528.338	582.184
343.62	183.552	282.508	439.728	2326.19	2570.915	514.486	571.904
343.78	183.947	280.42	437.563	2286.475	2530.255	515.947	571.684
343.95	184.329	284.296	443.318	2272.988	2521.274	517.944	574.659
344.11	193.918	292.94	459.665	2310.028	2572.313	540.643	596.907
344.28	204.059	304.334	481.773	2373.202	2645.136	562.861	625.29
344.44	216.64	321.948	511.311	2458.684	2736.97	594.311	663.981
344.61	223.506	332.704	533.528	2533.66	2826.342	618.264	689.704
344.77	233.785	346.258	552.983	2604.357	2900.489	651.06	718.533
344.93	241.303	355.688	571.457	2646.05	2946.864	672.105	738.71
345.1	250.149	365.214	586.709	2679.401	2984.456	692.742	765.489
345.26	248.363	367.056	590.781	2681.682	2973.704	693.495	772.187
345.43	248.58	372.349	599.558	2684.997	2965.569	705.019	781.635
345.59	247.513	371.875	600.699	2667.688	2956.414	711.765	781.798
345.76	254.216	381.634	611.92	2680.436	2966.722	733.733	800.634
345.92	255.648	388.23	621.142	2696.835	2987.318	741.791	815.428
346.09	260.329	401.681	634.736	2725.23	3016.307	761.999	839.714
346.25	264.404	410.481	647.876	2738.382	3027.679	775.25	850.733
346.42	272.039	418.577	656.423	2748.984	3041.423	792.83	864.918
346.58	279.752	423.06	666.082	2756.72	3054.104	803.258	877.379
346.75	288.333	433.245	678.739	2763.036	3055.212	818.003	895.014
346.91	284.03	430.502	680.777	2743.634	3032.975	813.953	895.239
347.08	291.439	438.33	687.78	2726.099	3013.088	827.22	905.198
347.24	292.136	435.531	690.333	2702.553	2988.773	825.355	901.191
347.41	295.485	441.76	701.848	2716.386	2999.024	838.166	919.221
347.57	297.223	446.685	717.487	2730.103	3018.828	849.476	932.872
347.74	298.719	449.961	728.73	2736.895	3027.928	865.049	948.961
347.9	299.598	451.697	735.379	2737.752	3029.73	868.73	956.565
348.06	307.502	462.348	744.502	2745.062	3041.062	884.557	972.864
348.23	312.681	465.571	757.824	2750.571	3049.67	889.989	983.23
348.39	316.894	473.103	771.257	2754.982	3054.235	908.587	1004.147
348.56	320.387	475.035	773.486	2735.464	3034.519	916.903	1006.761
348.72	325.549	484.527	781.89	2740.56	3037.087	933.109	1022.955
348.89	333.366	498.96	800.048	2771.212	3065.96	953.267	1046.465
349.05	344.337	517.381	826.524	2829.766	3125.151	986.271	1083.37
349.22	352.592	529.526	850.086	2891.712	3195.075	1012.844	1112.548
349.38	364.728	551.618	889.112	2982.771	3291.123	1064.508	1164.2
349.55	378.701	573.526	922.042	3077.163	3392.569	1102.339	1209.339
349.71	394.292	601.666	963.072	3179.941	3504.688	1155.127	1262.029
349.88	404.541	620.332	997.508	3245.552	3579.552	1185.717	1299.53
350.04	413.424	633.589	1018.424	3281.929	3623.819	1211.709	1323.226
350.2	419.346	639.885	1030.995	3285.412	3629.83	1226.149	1333.896
350.37	422.372	646.537	1049.174	3283.054	3624.504	1242.812	1353.889
350.53	422.027	645.247	1047.389	3254.95	3593.521	1238.983	1350.291
350.7	421.812	644.219	1049.274	3231.9	3554.758	1242.691	1351.527
350.86	419.646	636.844	1047.163	3195.031	3511.8	1232.163	1346.591
351.03	422.734	632.658	1046.679	3173.746	3483.899	1243.042	1349.548
351.19	425.765	629.908	1043.215	3139.303	3444.688	1238.897	1349.984
351.36	426.534	631.841	1049.599	3125.808	3439.259	1249.391	1359.896
351.52	431.744	635.183	1049.414	3097.502	3404.82	1251.293	1356.711
351.68	433.347	639.05	1054.215	3071.655	3383.918	1256.952	1361.567
351.85	431.757	641.043	1054.35	3039.977	3360.966	1248.449	1357.383
352.01	437.521	645.774	1062.477	3028.136	3353.323	1259.499	1367.587
352.18	440.353	659.045	1078.375	3037.32	3364.946	1271.067	1383.738
352.34	444.998	675.229	1103.756	3086.295	3418.47	1301.042	1418.273
352.51	456.414	693.7	1134.172	3148.282	3483.293	1334.996	1458.216
352.67	469.905	713.498	1170.509	3234.894	3577.795	1380.411	1509.422
352.84	481.738	735.815	1203.057	3318.529	3661.057	1416.98	1551.452
353	508.138	767.907	1252.654	3426.181	3767.984	1488.489	1616.138
353.17	521.533	793.632	1293.181	3516.082	3859.137	1528.423	1662.104
353.33	539.18	814.115	1332.093	3590.279	3941.884	1574.521	1712.016
353.49	546.463	829.902	1363.254	3639.561	3992.067	1606.759	1740.397
353.66	557.716	848.079	1389.046	3682.046	4035.936	1646.024	1774.507
353.82	568.817	865.136	1413.168	3715.542	4070.026	1672.894	1802.048
353.99	575.565	874.807	1436.213	3741.477	4100.993	1698.29	1827.389
354.15	576.252	877.582	1445.571	3745.219	4111.219	1699.67	1840.779
354.32	581.589	887.512	1457.139	3747.633	4112.029	1718.205	1859.523
354.48	581.173	892.657	1459.239	3737.041	4100.009	1720.195	1859.987
354.64	591.427	897.702	1465.526	3729.779	4094.262	1733.317	1870.372
354.81	591.257	894.037	1470.158	3701.015	4058.576	1724.477	1867.521
354.97	587.405	892.844	1467.745	3675.207	4034.943	1722.789	1867.844
355.14	593.986	893.69	1468.58	3645.942	4004.25	1721.624	1868.316
355.3	591.462	890.264	1465.517	3603.616	3962.297	1719.374	1862.891
355.47	587.058	880.387	1450.266	3550.179	3912.53	1704.058	1849.695
355.63	582.987	865.218	1438.361	3492.196	3841.163	1690.987	1833.976
355.8	571.597	849.849	1416.915	3402.981	3739.355	1657.739	1802.19
355.96	559.832	832.657	1384.657	3319.547	3652.206	1626.118	1764.228
356.12	552.007	811.754	1357.853	3225.502	3546.622	1587.117	1724.051
356.29	536.409	796.706	1328.794	3144.651	3453.354	1554.299	1689.288
356.45	526.864	779.358	1312.71	3075.567	3380.688	1528.172	1657.062
356.62	522.395	771.57	1303.702	3030.944	3322.153	1516.504	1640.636
356.78	515.918	771.05	1289.544	2990.643	3279.72	1504.347	1628.138
356.95	512.915	767.189	1290.003	2976.057	3261.86	1510.277	1630.673
357.11	512.066	762.846	1284.593	2940.418	3224.088	1500.934	1625.253
357.27	506.049	760.104	1283.444	2901.455	3188.181	1496.994	1615.192
357.44	498.39	742.445	1261.862	2837.642	3113.533	1471.609	1584.236
357.6	494.278	732.377	1236.245	2779.487	3043.531	1452.871	1565.838
357.77	489.508	720.552	1221.42	2731.442	2988.959	1430.245	1542.871
357.93	494.729	721.751	1226.058	2718.487	2977.08	1433.366	1545.014
358.1	505.612	735.074	1245.392	2751.283	3008.315	1451.052	1568.733
358.26	523.192	762.917	1294.609	2848.4	3108.62	1513.741	1631.587
358.42	551.923	802.835	1359.352	2995.616	3263.154	1594.286	1722.868
358.59	592.436	869.7	1464.733	3202.568	3497.513	1723.249	1855.029
358.75	633.572	933.714	1579.11	3426.451	3737.066	1850.616	1989.396
358.92	681.128	1003.931	1691.799	3638.293	3979.612	1986.799	2127.941
359.08	714.133	1049.309	1780.287	3813.386	4171.122	2086.034	2237.254
359.25	740.191	1088.576	1847.345	3943.73	4317.619	2176.586	2328.015
359.41	760.426	1112.173	1890.755	4012.777	4398.206	2219.579	2375.459
359.57	769.673	1121.926	1904.343	4032.113	4416.2	2244.266	2395.475
359.74	761.506	1104.682	1883.616	3967.308	4342.451	2214.33	2367.88
359.9	749.603	1086.383	1850.471	3875.823	4250.241	2173.251	2328.592
360.07	727.845	1054.977	1807.23	3770.131	4137.757	2116.098	2271.318
360.23	717.529	1041.123	1779.408	3683.881	4051.133	2086.804	2235.551
360.39	708.819	1024.039	1745.347	3605.654	3962.423	2039.577	2188.775
360.56	702.922	1012.317	1720.097	3544.086	3887.559	2017.207	2163.493
360.72	699.248	1000.226	1710.281	3492.215	3834.962	1994.49	2138.984
360.89	705.406	1004.867	1722.274	3502.527	3838.966	2007.559	2156.79
361.05	711.212	1012.674	1735.125	3521.542	3856.993	2025.487	2174.861
361.21	728.194	1033.019	1764.887	3575.249	3911.821	2067.14	2221.909
361.38	741.193	1052.544	1796.797	3631.962	3961.259	2096.259	2257.632
361.54	766.019	1082.008	1854.184	3717.953	4058.129	2160.612	2326.898
361.71	788.327	1116.866	1914.965	3812.547	4166.767	2226.953	2397.338
361.87	818.747	1159.967	1977.066	3927.385	4290.33	2309.648	2481.121
362.04	841.615	1186.637	2021.439	4000.473	4374.077	2361.033	2530.055
362.2	862.628	1208.463	2064.551	4062.649	4443.968	2410.496	2575.551
362.36	874.543	1228.137	2092.917	4104.697	4488.148	2449.434	2610.323
362.53	888.864	1235.667	2111.843	4121.15	4512.447	2481.963	2636.909
362.69	888.45	1237.692	2116.845	4114.428	4514.494	2484.747	2634.736
362.86	893.47	1243.876	2127.657	4123.426	4520.261	2500.59	2645.69
363.02	893.09	1247.431	2144.035	4122.628	4521.595	2507.892	2648.607
363.18	905.37	1265.579	2170.809	4157.436	4566.271	2539.919	2682.425
363.35	913.854	1279.359	2196.403	4183.963	4602.315	2570.59	2712.799
363.51	923.97	1286.904	2226.068	4211.64	4633.706	2596.365	2737.684
363.68	925.913	1298.891	2248.331	4233.209	4658.199	2611.748	2754.616
363.84	938.84	1313.378	2268.059	4250.642	4670.862	2641.477	2782.356
364	941.566	1317.796	2276.554	4249.609	4673.675	2640.983	2791.236
364.17	949.777	1328.271	2285.195	4263.821	4693.095	2660.018	2815.008
364.33	957.258	1340.873	2303.676	4290.313	4722.335	2683.445	2834.445
364.5	985.2	1369.804	2346.068	4365.925	4801.31	2737.815	2886.211
364.66	1014.557	1407.667	2406.382	4470.601	4913.437	2807.25	2960.711
364.82	1060.146	1459.915	2494.288	4627.377	5080.651	2916.41	3074.432
364.99	1093.709	1504.972	2583.379	4785.137	5247.049	3011.94	3177.577
365.15	1135.405	1560.933	2674.208	4951.735	5424.175	3124.153	3292.68
365.32	1170.025	1600.893	2754.112	5083.036	5562.486	3214.629	3390.992
365.48	1206.364	1639.936	2830.178	5202.782	5678.826	3300.078	3485.265
365.64	1220.37	1665.699	2871.71	5263.579	5746.018	3342.556	3539.534
365.81	1234.224	1682.301	2899.312	5298.07	5780.444	3376.685	3570.576
365.97	1237.615	1684.396	2908.429	5299.11	5775.176	3374.484	3572.429
366.14	1247	1692.967	2911.648	5283.857	5771.33	3383.571	3580.143
366.3	1250.021	1686.12	2911.999	5254.461	5747.801	3379.548	3572.219
366.46	1256.914	1690.749	2922.046	5248.321	5746.035	3383.507	3571.727
366.63	1250.978	1682.198	2909.352	5203.989	5715.483	3367.274	3546.494
366.79	1254.6	1684.172	2912.172	5181.435	5701.04	3370.205	3542.293
366.96	1254.154	1675.396	2903.253	5146.154	5662.44	3350.934	3526.154
367.12	1249.114	1666.729	2885.762	5098.498	5620.389	3341.993	3509.949
367.28	1234.87	1648.42	2857.551	5033.639	5544.607	3299.914	3470.651
367.45	1227.809	1637.644	2833.336	4980.798	5484.094	3279.897	3437.919
367.61	1217.846	1623.879	2798.197	4915.34	5408.021	3245.175	3394.197
367.77	1223.059	1624.85	2799.268	4894.993	5375.828	3242.444	3388.422
367.94	1227.611	1618.567	2797.808	4886.907	5358.006	3238.325	3384.094
368.1	1236.472	1629.604	2813.736	4908.934	5387.923	3262.67	3400.165
368.27	1252.544	1644.335	2840.851	4945.379	5421.093	3289.499	3421.994
368.43	1285.901	1681.011	2908.703	5049.088	5539.857	3373.418	3498.912
368.59	1314.053	1717.624	2974.756	5151.635	5646.558	3442.217	3576.998
368.76	1350.228	1757.206	3060.019	5275.701	5784.448	3536.558	3677.569
368.92	1382.8	1796.701	3125.13	5390.668	5913.503	3614.481	3765.701
369.09	1406.113	1825.795	3182.278	5474.135	5994.399	3680.663	3829.542
369.25	1422.18	1843.334	3218.796	5501.96	6028.927	3708.411	3858.136
369.41	1429.428	1852.01	3229.988	5511.384	6046.505	3724.461	3874.658
369.58	1423.747	1834.527	3205.241	5454.648	5989.615	3690.329	3841.944
369.74	1412.557	1809.029	3171.579	5376.579	5908.183	3650.975	3791.414
369.9	1393.576	1780.576	3116.39	5274.016	5794.609	3579.455	3714.895
370.07	1378.02	1752.998	3075.547	5191.844	5701.822	3526.503	3660.569
