Lon	O-H-1153	O-P-1159	I-P-1205	I-H-1158	I-H-1204
683.97	17472.924	9231.901	6214.462	7503.945	6603.857
684.12	17485.092	9237.642	6223.521	7507.345	6605.807
684.27	17528.82	9262.04	6229.612	7521.601	6625.557
684.42	17557.767	9272.866	6240.196	7530.174	6639.58
684.56	17570.235	9280.071	6254.412	7529.346	6642.049
684.71	17571.059	9281.103	6251.201	7525.839	6643.289
684.86	17591.588	9293.512	6262.842	7539.578	6651.006
685	17570.504	9288.328	6253.064	7538.735	6651.658
685.15	17566.016	9282.093	6240.873	7528.071	6649.433
685.3	17504.012	9256.077	6224.945	7508.813	6623.187
685.45	17357.741	9182.96	6173.081	7443.927	6568.85
685.59	17114.683	9056.596	6078.255	7350.035	6471.398
685.74	16772.884	8883.95	5963.17	7206.236	6345.005
685.89	16325.601	8647.732	5796.689	7009.568	6174.227
686.03	15841.094	8390.226	5618.105	6797.787	5992.248
686.18	15250.646	8080.91	5399.668	6549.074	5765.074
686.33	14663.441	7762.551	5179.661	6293.1	5537.408
686.48	14154.794	7491.036	4987.552	6071.552	5340.036
686.62	13818.755	7307.975	4863.503	5932.59	5204.503
686.77	13657.472	7206.241	4793.263	5856.868	5131.021
686.92	13666.85	7205.608	4794.059	5860.685	5130.223
687.06	13793.307	7263.043	4841.626	5914.285	5168.351
687.21	14063.202	7402.267	4944.784	6026.311	5262.223
687.36	14415.914	7583.76	5066.167	6169.508	5391.75
687.5	14782.186	7782.263	5205.043	6330.79	5528.768
687.65	15101.632	7939.412	5318.697	6457.071	5654.258
687.8	15361.07	8079.169	5409.466	6570.158	5757.191
687.95	15519.082	8169.61	5467.929	6636.984	5819.929
688.09	15606.765	8213.391	5503.028	6670.754	5853.787
688.24	15607.867	8212.679	5503.262	6676.757	5858.822
688.39	15589.596	8206.112	5503.134	6678.332	5861.936
688.53	15553.806	8174.444	5480.191	6657.51	5845.686
688.68	15529.847	8174.804	5468.353	6649.089	5835.331
688.83	15525.148	8170.225	5468.851	6649.73	5834.126
688.97	15540.975	8177.579	5475.085	6664.129	5844.041
689.12	15570.911	8192.208	5481.384	6676.373	5853.34
689.27	15652.735	8228.812	5504.516	6703.669	5881.076
689.41	15749.418	8269.66	5527.583	6735.803	5905.429
689.56	15851.119	8332.339	5568.526	6783.724	5952.251
689.71	15964.465	8386.728	5613.003	6829.838	5999.596
689.86	16068.726	8452.759	5652.11	6869.286	6038.121
690	16147.792	8487.331	5678.132	6907.759	6061.166
690.15	16277.441	8552.375	5723.771	6957.826	6112.683
690.3	16372.297	8599.352	5756.264	6994.55	6149.671
690.44	16463.234	8657.904	5796.025	7031.706	6189.244
690.59	16515.979	8674.375	5818.276	7045.617	6194.672
690.74	16585.493	8710.626	5838.198	7076.472	6216.209
690.88	16620.519	8720.76	5858.331	7101.364	6239.562
691.03	16664.499	8737.895	5868.543	7109.411	6257.104
691.18	16678.026	8737.784	5864.763	7115.796	6259.84
691.32	16747.462	8772.198	5895.11	7143.275	6283.539
691.47	16769.988	8778.011	5901.56	7158.44	6288.022
691.62	16836.934	8819.869	5929.506	7193.627	6320.792
691.76	16856.063	8818.811	5927.898	7195.239	6322.184
691.91	16898.947	8839.111	5937.013	7209.969	6338.584
692.06	16917.845	8858.219	5942.647	7210.076	6348.054
692.2	16963.692	8891.549	5961.406	7227.856	6356.604
692.35	16959.215	8885.302	5953.731	7227.094	6351.709
692.5	16970.23	8893.471	5956.207	7228.372	6354.043
692.64	16925.511	8870.982	5936.861	7215.279	6343.411
692.79	16884.868	8858.791	5932.56	7201.956	6338.307
692.94	16860.048	8844.422	5920.586	7187.048	6323.839
693.08	16867.918	8843.643	5924.71	7191.116	6318.896
693.23	16803.465	8809.905	5905.542	7170.949	6306.861
693.38	16763.942	8796.063	5891.063	7164.635	6297.162
693.52	16734.078	8766.934	5873.429	7145.077	6278.132
693.67	16733.912	8760.011	5863.758	7138.121	6272.143
693.82	16751.513	8768.195	5871.92	7147.437	6273.503
693.96	16766.526	8770.427	5872.196	7151.79	6271.306
694.11	16788.98	8780.959	5886.574	7173.3	6290.398
694.26	16848.381	8798.963	5904.821	7195.491	6308.721
694.4	16908.447	8822.491	5922.085	7212.459	6330.744
694.55	16983.701	8863.998	5953.284	7238.46	6361.8
694.7	17063.589	8898.205	5980.523	7261.271	6385.974
694.84	17137.083	8939.27	6001.479	7288.941	6415.93
694.99	17188.41	8963.904	6021.344	7307.982	6436.553
695.13	17245.248	8986.818	6030.961	7322.555	6448.709
695.28	17300.273	9019.196	6050.393	7350.701	6464.196
695.43	17374.267	9061.508	6081.694	7389.288	6490.255
695.57	17450.261	9105.009	6106.317	7425.701	6521.613
695.72	17531.756	9155.437	6140.854	7464.052	6553.723
695.87	17624.99	9195.956	6176.033	7500.429	6586.802
696.01	17744.187	9259.693	6216.891	7552.836	6630.55
696.16	17852.816	9314.024	6257.266	7596.167	6675.991
696.31	17956.769	9367.922	6293.911	7629.108	6716.009
696.45	17979.711	9378.634	6304.688	7636.117	6733.875
696.6	17977.386	9377.198	6315.451	7643.308	6732.407
696.75	17935.151	9350.338	6297.404	7632.569	6723.294
696.89	17902.767	9329.13	6279.646	7614.405	6707.196
697.04	17846.325	9297.116	6262.467	7597.017	6689.325
697.18	17781.248	9267.04	6240.106	7572.623	6659.084
697.33	17690.439	9228.702	6207.9	7541.658	6626.933
697.48	17653.011	9207.286	6186.637	7517	6602.978
697.62	17625.168	9189.014	6167.025	7497.003	6596.3
697.77	17639.204	9190.402	6173.314	7489.304	6589.479
697.92	17613.759	9182.88	6166.694	7486.166	6586.869
698.06	17594.956	9180	6159.044	7477.803	6581.011
698.21	17573.056	9163.891	6156.759	7459.264	6574.166
698.35	17589.783	9169.245	6165.651	7458.959	6577.728
698.5	17589.897	9162.447	6170.964	7463.052	6570.392
698.65	17593.517	9166.211	6171.98	7469.155	6573.991
698.79	17581.589	9168.073	6168.545	7470.655	6575.842
698.94	17584.175	9168.384	6165.099	7465.307	6579.066
699.09	17558.325	9149.775	6158.028	7452.885	6568.577
699.23	17538.8	9148.417	6154.977	7451.362	6560.988
699.38	17478.669	9111.261	6128.657	7428.921	6540.921
699.52	17444.879	9101.791	6103.428	7417.923	6529.528
699.67	17409.448	9075.756	6093.811	7400.624	6515.657
699.82	17407.157	9067.849	6092.739	7402.97	6513.651
699.96	17372.459	9043.031	6087.152	7391.152	6494.976
700.11	17383.167	9045.441	6083.343	7382.672	6488.387
700.25	17362.159	9032.468	6064.808	7366.698	6470.962
700.4	17389.5	9049.445	6075.786	7371.775	6472.214
700.55	17388.716	9039.287	6077.825	7362.133	6470.045
700.69	17391.363	9052.846	6075.187	7363.747	6468.406
700.84	17364.779	9033.329	6060.439	7350.593	6450.813
700.99	17375.828	9040.696	6059.916	7355.685	6452.388
701.13	17344.158	9019.608	6051.949	7348.081	6447.993
701.28	17334.931	9015.842	6048.248	7348.282	6452.194
701.42	17315.895	9000.753	6033.796	7341.313	6447.906
701.57	17312.16	9008.544	6040.907	7349.731	6457.247
701.72	17295.759	8998.463	6037.178	7344.958	6447.903
701.86	17314.358	9016.941	6037.611	7353.952	6466.303
702.01	17336.68	9025.185	6042.713	7363.108	6480.427
702.15	17417.927	9074.884	6070.587	7398.445	6506.225
702.3	17485.834	9097.988	6095.735	7426.988	6529.801
702.45	17574.09	9136.408	6130.354	7466.167	6567.529
702.59	17654.068	9167.541	6151.926	7486.783	6582.344
702.74	17713.662	9198.443	6170.893	7517.124	6599.849
702.88	17766.242	9237.561	6200.583	7539.484	6617.331
703.03	17814.239	9263.372	6219.031	7556.911	6630.405
703.18	17793.733	9235.822	6210.844	7543.855	6619.327
703.32	17827.387	9263.419	6223.914	7561.266	6624.914
703.47	17860.867	9275.13	6231.822	7573.185	6638.767
703.61	17898.668	9299.184	6249.085	7598.7	6657.03
703.76	17969.274	9320.9	6267.571	7621.285	6695.131
703.9	18006.592	9322.889	6277.889	7631.504	6712.428
704.05	18015.947	9325.069	6278.244	7640.046	6714.992
704.2	18063.192	9363.093	6297.874	7663.621	6739.05
704.34	18070.123	9358.188	6291.583	7662.089	6748.99
704.49	18048.636	9356.625	6280.592	7656.318	6730.208
704.63	18001.722	9327.415	6264.283	7631.535	6719.623
704.78	17944.59	9306.469	6254.392	7608.755	6701.809
704.93	17912.665	9288.73	6240.367	7593.95	6684.939
705.07	17907.667	9289.811	6238.13	7588.272	6676.844
705.22	17885.89	9272.55	6225.813	7570.341	6665.813
705.36	17885.006	9272.073	6225.666	7568.072	6659.589
705.51	17882.508	9266.575	6232.234	7567.97	6664.937
705.65	17895.575	9264.224	6236.103	7571.785	6666.817
705.8	17910.182	9267.523	6241.007	7578.941	6659.82
705.95	17933.956	9281.067	6244.594	7584.759	6665.594
706.09	17944.38	9279.084	6245.798	7584.611	6669.622
706.24	17967.502	9298.391	6258.095	7599.93	6678.304
706.38	17971.682	9285.814	6254.286	7597.011	6683.165
706.53	18020.622	9307.469	6266.601	7611.073	6704.04
706.67	18026.192	9322.391	6269.193	7624.841	6708.797
706.82	18058.792	9339.528	6274.001	7627.881	6722.21
706.97	18064.42	9343.08	6274.585	7637.706	6723.42
707.11	18075.991	9350.573	6285.441	7641.825	6741.781
707.26	18076.569	9337.425	6282.293	7646.601	6741.238
707.4	18069.349	9349.734	6293.921	7651.58	6746.833
707.55	17983.444	9307.203	6274.269	7625.346	6719.719
707.69	17983.3	9305.97	6268.882	7612.871	6718.893
707.84	17938.599	9277.874	6246.302	7598.873	6698.478
707.99	17900.705	9258.012	6235.43	7578.364	6691.726
708.13	17848.672	9231.815	6215.145	7565.782	6666.354
708.28	17812.627	9216.617	6205.638	7544.66	6659.386
708.42	17802.513	9203.986	6196.283	7542.525	6650.305
708.57	17836.436	9221.655	6202.062	7541.479	6652.601
708.71	17807.76	9200.836	6196.341	7535.638	6646.144
708.86	17832.734	9212.593	6209.351	7542.087	6663.054
709	17837.108	9211.724	6213.075	7549.559	6656.021
709.15	17882.041	9230.602	6222.393	7566.382	6668.536
709.3	17913.232	9238.22	6228.627	7576.231	6670.473
709.44	17916.126	9242.137	6236.346	7570.84	6666.84
709.59	17914.284	9233.163	6237.372	7580.713	6674.911
709.73	17940.352	9251.814	6250.242	7586.011	6675.462
709.88	17920.774	9247.916	6239.861	7581.312	6664.168
710.02	17908.346	9232.863	6228.434	7571.632	6660.291
710.17	17869.624	9213.119	6210.866	7546.382	6643.965
710.31	17841.173	9200.284	6200.427	7531.449	6639.273
710.46	17799.811	9181.416	6180.614	7517.757	6631.339
710.6	17758.802	9163.363	6155.066	7495.846	6615.582
710.75	17725.235	9136.642	6131.928	7480.763	6603.313
710.9	17682.584	9100.332	6118.98	7459.672	6585.518
711.04	17652.454	9097.487	6111.982	7445.477	6581.477
711.19	17617.252	9078.603	6109.384	7430.428	6568.669
711.33	17582.823	9061.525	6095.053	7422.393	6551.624
711.48	17589.969	9049.825	6096.034	7420.287	6544.858
711.62	17552.611	9034.392	6088.403	7408.622	6522.688
711.77	17515.692	9003.461	6070.242	7390.45	6502.099
711.91	17490.769	8984.066	6059.307	7378.56	6490.209
712.06	17447.2	8954.441	6045.177	7363.364	6463.408
712.2	17424.114	8941.104	6028.829	7355.071	6460.741
712.35	17398.101	8924.155	6020.166	7340.683	6451.144
712.49	17353.161	8905.623	5997.04	7327.062	6441.084
712.64	17336.719	8889.104	5988.587	7309.543	6434.686
712.78	17311.798	8887.908	5985.479	7301.479	6428.776
712.93	17296.655	8897.391	5985.27	7295.721	6427.94
713.07	17322.792	8905.847	5998.187	7296.825	6442.099
713.22	17310.675	8893.741	6004.213	7295.806	6435.411
713.37	17289.379	8888.038	5995.499	7287.807	6431.895
713.51	17245.248	8867.875	5981.996	7268.447	6412.491
713.66	17177.619	8841.115	5956.488	7249.192	6387.302
713.8	17122.955	8813.888	5935.218	7220.745	6368.174
713.95	17062.181	8767.564	5903.686	7195.466	6340.96
714.09	16961.173	8713.909	5858.096	7154.965	6298.745
714.24	16895.25	8685.997	5829.854	7120.227	6270.952
714.38	16827.621	8647.301	5800.235	7086.158	6241.939
714.53	16784.424	8612.93	5783.293	7058.194	6227.601
714.67	16784.429	8598.527	5783.197	7051.406	6223.802
714.82	16764.12	8581.02	5770.812	7047.163	6219.735
714.96	16753.732	8579.787	5769.776	7039.391	6209.853
715.11	16715.433	8561.698	5764.192	7026.346	6194.566
715.25	16635.469	8516.292	5733.138	6991.501	6166.446
715.4	16515.975	8450.238	5694.623	6939.106	6117.04
715.54	16362.77	8377.749	5639.078	6881.704	6057.309
715.69	16153.432	8267.476	5556.96	6788.916	5979.377
715.83	15888.448	8141.008	5467.261	6680.481	5878.239
715.98	15580.79	7982.878	5358.866	6548.713	5762.603
716.12	15269.718	7823.773	5232.399	6418.103	5646.19
716.27	14919.487	7648.916	5108.201	6269.169	5511.938
716.41	14626.974	7489.029	5001.084	6142.655	5398.875
716.56	14341.262	7328.229	4891.91	6005.844	5280.438
716.7	14104.517	7208.066	4803.945	5903.231	5186.967
716.85	13890.824	7091.857	4732.285	5805.736	5111.23
716.99	13721.176	6997.209	4671.506	5736.067	5051.979
717.14	13565.233	6906.617	4625.551	5666.123	4986.079
717.28	13441.362	6832.033	4575.604	5617.263	4936.165
717.43	13295.508	6756.541	4520.53	5561.233	4883.475
717.57	13179.906	6703.587	4488.565	5522.752	4847.28
717.72	13041.123	6626.947	4444.87	5466.76	4804.035
717.86	12902.197	6547.285	4394.944	5413.439	4747.461
718.01	12737.909	6463.558	4333.921	5338.624	4683.503
718.15	12598.817	6393.576	4281.762	5278.982	4638.63
718.3	12513.363	6347.934	4246.78	5238.077	4605.813
718.44	12447.311	6323.696	4226.168	5210.553	4581.278
718.59	12389.089	6287.529	4199.298	5179.474	4556.397
718.73	12337.57	6269.119	4188.734	5157.778	4537.822
718.88	12308.415	6248.129	4171.151	5139.019	4525.612
719.02	12304.359	6244.567	4168.886	5140.567	4529.403
719.17	12301.9	6248.999	4163.889	5140.197	4528.417
719.31	12282.016	6238.225	4159.334	5136.642	4518.269
719.46	12257.27	6217.82	4145.413	5119.875	4510.776
719.6	12254.576	6226.916	4148.509	5121.641	4511.311
719.74	12281.203	6239.51	4154.005	5135.5	4511.28
719.89	12369.947	6294.552	4186.08	5169.893	4536.178
720.03	12502.783	6362.014	4237.783	5219.234	4580.289
720.18	12689.989	6451.473	4313.638	5296.396	4651.473
720.32	12901.653	6554.466	4388.873	5378.763	4729.928
720.47	13152.146	6687.168	4483.003	5487.256	4825.937
720.61	13384.68	6801.757	4564.999	5588.691	4918.098
720.76	13621.517	6921.946	4648.507	5688.672	5020.935
720.9	13816.804	7017.133	4719.144	5772.639	5098.221
721.05	13949.53	7091.19	4764.256	5835.937	5148.376
721.19	14016.891	7121.089	4785.606	5867.979	5172.023
721.34	14056.951	7144.236	4800.995	5888.456	5184.896
721.48	14040.433	7134.697	4794.993	5884.444	5180.268
721.63	14015.79	7124.79	4791.658	5882.504	5168.702
721.77	13948.173	7083.448	4770.118	5848.448	5128.536
721.92	13854.83	7030.292	4732.94	5807.259	5091.215
722.06	13707.399	6952.96	4684.114	5744.773	5039.191
722.2	13559.041	6877.271	4623.568	5675.249	4985.799
722.35	13380.243	6783.869	4556.342	5598.935	4921.529
722.49	13181.968	6680.638	4485.572	5509.253	4841.693
722.64	12954.178	6568.089	4396.782	5405.309	4757.089
722.78	12727.908	6456.996	4314.062	5316.248	4683.106
722.93	12506.523	6348.699	4238.886	5225.523	4602.71
723.07	12364.155	6265.594	4181.385	5166.209	4543.221
723.22	12238.621	6204.929	4138.94	5117.621	4488.215
723.36	12188.436	6179.37	4124.304	5099.018	4473.656
723.51	12156.691	6158.779	4107.91	5093.317	4461.053
723.65	12155.888	6147.789	4108.987	5089.679	4461.02
723.79	12162.279	6142.565	4109.191	5088.356	4453.763
723.94	12175.508	6152.508	4117.53	5094.574	4458.398
724.08	12176.338	6153.942	4120.788	5095.865	4461.184
724.23	12186.942	6157.129	4124.525	5100.162	4469.789
724.37	12163.789	6146.272	4120.986	5084.503	4459.008
724.52	12158.541	6143.892	4127.332	5075.98	4458.618
724.66	12148.269	6142.224	4127.224	5069.158	4449.378
724.81	12159.713	6148.933	4133.076	5078.516	4453.504
724.95	12178.355	6151.915	4135.421	5087.289	4462.234
725.09	12218.579	6175.71	4144.864	5099.447	4476.985
725.24	12239.332	6182.08	4152.091	5105.234	4480.267
725.38	12250.806	6182.356	4151.246	5115.762	4483.938
725.53	12248.021	6182.153	4149.219	5122.01	4485.351
725.67	12272.042	6193.13	4147.295	5128.823	4491.68
725.82	12286.049	6203.96	4145.971	5129.664	4495.466
725.96	12315.905	6218.752	4157.356	5140.818	4503.235
726.11	12314.13	6211.999	4153.834	5137.306	4504.339
726.25	12323.045	6219.21	4165.551	5141.672	4511.342
726.39	12308.434	6219.269	4164.005	5134.906	4508.709
726.54	12280.463	6204.716	4155.233	5116.98	4499.749
726.68	12208.64	6158.728	4131.992	5090.63	4474.981
726.83	12160.05	6127.379	4110.072	5062.017	4458.588
726.97	12076.766	6086.107	4086.096	5028.382	4427.942
727.12	12023.787	6061.973	4063.303	5008.435	4403.776
727.26	11995.473	6044.945	4049.901	5004.275	4391.44
727.4	12030.774	6058.588	4062.467	5018.192	4405.797
727.55	12095.094	6088.303	4076.204	5046.753	4423.413
727.69	12168.586	6134.684	4108.19	5076.75	4457.409
727.84	12179.318	6150.856	4130.537	5088.999	4466.537
727.98	12213.61	6160.853	4129.039	5093.336	4478.611
728.12	12196.514	6161.327	4133.888	5090.987	4479.163
728.27	12158.038	6140.357	4112.852	5062.335	4468.445
728.41	12076.348	6089.777	4073.546	5017.942	4427.568
728.56	12030.221	6063.572	4061.517	4997.418	4411.616
728.7	11979.973	6033.49	4035.017	4978.973	4385.391
728.85	11994.974	6033.513	4027.721	4980.194	4386.963
728.99	12012.406	6049.966	4035.186	4989.912	4396.329
729.13	12083.757	6076.009	4060.899	5014.647	4424.405
729.28	12167.322	6122.465	4100.74	5053.619	4459.817
729.42	12242.358	6176.237	4134.841	5100.281	4493.819
729.57	12261.731	6187.731	4136.335	5101.126	4493.961
729.71	12268.637	6194.956	4144.769	5104.362	4502.208
729.85	12250.31	6185.014	4137.486	5091.992	4496.827
730	12240.143	6178.901	4131.22	5079.868	4487.56
730.14	12235.949	6168.851	4118.906	5071.653	4480.136
730.29	12230.479	6157.677	4104.457	5065.809	4471.611
730.43	12203.778	6133.031	4089.811	5046.822	4459.437
730.57	12207.753	6135.127	4092.544	5059.302	4467.654
730.72	12242.111	6145.826	4104.628	5073.463	4479.969
730.86	12295.962	6174.72	4123.61	5096.083	4498.368
731.01	12366.8	6207.877	4151.647	5134.416	4528.701
731.15	12428.168	6248.728	4185.31	5170.222	4559.013
731.29	12470.868	6276.649	4206.967	5189.869	4574.176
731.44	12567.866	6327.811	4243.953	5226.053	4607.239
731.58	12655.335	6373.072	4282.028	5256.973	4640.929
731.73	12769.51	6436.796	4320.763	5302.73	4680.84
731.87	12864.145	6475.683	4353.431	5339.804	4715.233
732.01	12923.599	6510.841	4387.027	5364.379	4742.093
732.16	12953.009	6526.613	4389.327	5376.009	4744.097
732.3	12989.7	6541.469	4404.776	5391.754	4763.886
732.45	13012.8	6546.273	4409.163	5397.602	4775.8
732.59	13059.181	6571.477	4418.302	5421.104	4791.126
732.73	13079.864	6567.974	4416.491	5421.282	4794.513
732.88	13116.692	6598.132	4432.472	5444.505	4812.373
733.02	13157.43	6611.21	4434.32	5456.562	4821.089
733.16	13218.205	6636.04	4458.425	5483.513	4845.051
733.31	13273.72	6669.742	4474.039	5511.182	4870.434
733.45	13328.658	6701.79	4488.57	5539.065	4889.394
733.6	13336.882	6701.959	4495.31	5543.486	4900.497
733.74	13328.417	6701.945	4501.516	5546.956	4901.505
733.88	13289.98	6678.793	4490.299	5536.365	4885.771
734.03	13253.708	6662.444	4482.192	5526.356	4870.708
734.17	13200.704	6636.243	4458.869	5493.287	4846.693
734.31	13138.641	6593.003	4432.091	5461.839	4816.915
734.46	13074.455	6557.51	4413.279	5434.334	4791.961
734.6	13027.656	6529.667	4398.426	5413.36	4766.151
734.75	12983.351	6513.747	4389.603	5394.878	4747.845
734.89	12961.031	6502.559	4376.591	5386.603	4741.108
735.03	12915.88	6480.474	4361.693	5365.342	4726.88
735.18	12887.492	6469.767	4356.063	5363.437	4720.008
735.32	12856.642	6452.401	4347.335	5354.807	4707.554
735.46	12833.453	6439.772	4340.618	5342.892	4697.882
735.61	12795.79	6421.966	4321.867	5320.592	4688.197
735.75	12774.719	6410.181	4308.477	5312.247	4684.818
735.9	12753.098	6397.34	4302.516	5298.823	4677.9
736.04	12764.779	6404.768	4305.703	5309.691	4685.076
736.18	12763.137	6397.489	4301.873	5305.346	4686.797
736.33	12784.904	6427.618	4312.904	5316.057	4694.651
736.47	12795.227	6432.524	4313.964	5325.524	4697.92
736.61	12837.496	6462.76	4331.519	5342.497	4714.716
736.76	12867.048	6466.982	4340.51	5352.642	4714.4
736.9	12893.406	6475.198	4349.318	5362.626	4718.582
737.04	12893.81	6460.689	4341.513	5354.481	4718.085
737.19	12889.402	6456.6	4346.721	5357.172	4716.512
737.33	12869.967	6435.791	4340.483	5349.142	4710.461
737.47	12840.313	6429.752	4337.323	5336.521	4705.752
737.62	12775.642	6386.345	4317.982	5312.268	4678.378
737.76	12699.342	6348.078	4292.573	5279.111	4651.902
737.9	12617.401	6309.158	4259.653	5245.192	4621.367
738.05	12543.831	6285.535	4234.688	5215.688	4589.666
738.19	12495.731	6266.479	4213.325	5190.907	4571.962
738.34	12447.875	6238.194	4196.974	5162.501	4554.677
738.48	12396.202	6201.323	4176.829	5139.906	4534.147
738.62	12392.257	6196.906	4171.203	5137.565	4530.488
738.77	12408.346	6213.072	4177.237	5145.281	4542.072
738.91	12431.399	6219.256	4186.3	5153.146	4556.443
739.05	12459.043	6224.384	4197.12	5166.307	4566.879
739.2	12487.728	6239.321	4212.563	5168.376	4575.849
739.34	12493.528	6238.429	4207.341	5169.407	4570.814
739.48	12527.595	6254.046	4217.793	5183.497	4581.255
739.63	12513.285	6249.22	4215.143	5176.681	4573.736
739.77	12503.891	6238.605	4208.199	5170.561	4568.671
739.91	12467.213	6221.96	4205.378	5159.048	4551.444
740.06	12432.618	6201.75	4192.75	5144.299	4543.596
740.2	12364.8	6152.734	4159.053	5115.58	4514.525
740.34	12324.452	6136.089	4149.287	5103.781	4501.144
740.49	12256.854	6101.535	4129.437	5071.063	4474.36
740.63	12231.137	6084.664	4118.433	5065.939	4469.719
740.77	12180.544	6060.566	4103.94	5044.995	4450.401
740.92	12167.363	6047.792	4087.495	5028.275	4438.517
741.06	12135.03	6035.799	4076.535	5011.173	4423.612
741.2	12137.117	6045.634	4075.843	5014.908	4423.612
741.35	12143.379	6046.917	4077.411	5013.631	4428.488
741.49	12171.795	6060.795	4079.619	5024.355	4440.267
741.63	12155.049	6059.159	4071.807	5012.291	4432.027
741.78	12171.634	6064.151	4071.854	5017.03	4435.623
741.92	12176.41	6065.795	4075.982	5021.125	4439.982
742.06	12215.486	6076.706	4089.815	5043.826	4451.211
742.2	12231.016	6081.015	4100.653	5052.081	4461.005
742.35	12264.048	6096.125	4113.894	5066.762	4470.938
742.49	12266.489	6105.192	4124.477	5067.95	4468.302
742.63	12298.647	6118.944	4137.68	5082.504	4481.054
742.78	12293.881	6123.354	4139.431	5082.068	4487.607
742.92	12310.635	6130.624	4143.734	5095.196	4495.46
743.06	12284.277	6120.738	4133.563	5084.2	4486.837
743.21	12258.663	6107.619	4123.85	5076.278	4479.399
743.35	12204.368	6079.203	4097.697	5054.621	4456.818
743.49	12176.332	6061.024	4083.013	5044.057	4450.343
743.64	12113.544	6032.423	4059.269	5011.972	4421.467
743.78	12084.382	6012.767	4056.119	5008.679	4408.239
743.92	12024.743	5991.578	4043.128	4979.303	4386.556
744.06	12003.798	5987.479	4043.402	4968.622	4384.578
744.21	11971.586	5967.564	4031.069	4950.41	4368.388
744.35	11981.329	5971.34	4042.165	4959.868	4375.252
744.49	11979.44	5963.198	4034.924	4958.836	4374.176
744.64	12002.348	5961.59	4040.546	4970.425	4392.623
744.78	11990.07	5952.422	4033.07	4951.268	4387.927
744.92	11996.181	5953.226	4030.16	4955.643	4387.643
745.07	11981.554	5931.95	4021.258	4951.192	4376.466
745.21	11985.805	5934.453	4023.432	4959.333	4375.552
745.35	11939.994	5906.39	4000.576	4925.28	4354.599
745.49	11907.228	5891.964	3990.744	4910.865	4342.514
745.64	11868.595	5873.76	3980.782	4896.386	4321.485
745.78	11859.537	5871.658	3967.537	4892.977	4310.032
745.92	11826.529	5846.375	3952.87	4879.639	4300.123
746.07	11814.354	5850.827	3941.079	4868.761	4296.497
746.21	11801.143	5841.428	3935.659	4855.44	4286.78
746.35	11799.117	5846.535	3933.272	4857.612	4290.447
746.49	11793.595	5841.397	3933.518	4845.914	4280.507
746.64	11789.037	5845.465	3933.96	4845.509	4279.707
746.78	11751.198	5825.549	3928.264	4836.527	4276.923
746.92	11744.745	5827.239	3931.25	4828.426	4275.151
747.07	11708.33	5806.682	3920.825	4811.154	4259.154
747.21	11696.929	5803.995	3920.226	4806.017	4263.292
747.35	11665.351	5786.692	3912.307	4801.011	4250.022
747.49	11639.961	5770.368	3898.159	4796.742	4252.522
747.64	11613.811	5748.954	3884.547	4782.261	4244.063
747.78	11618.907	5746.061	3883.962	4780.478	4239.555
747.92	11589.383	5734.02	3872.031	4771.064	4226.888
748.07	11583.235	5726.213	3866.049	4772.103	4221.027
748.21	11522.895	5696.587	3841.06	4752.752	4194.554
748.35	11495.468	5676.204	3828.478	4735.369	4184.072
748.49	11452.514	5651.174	3811.295	4714.02	4159.075
748.64	11423.001	5637.496	3798.694	4700.968	4148.265
748.78	11361.216	5608.886	3773.182	4676.655	4124.391
748.92	11342.268	5591.663	3762.092	4663.663	4114.916
749.06	11312.154	5576.747	3756.297	4651.901	4107.593
749.21	11303.248	5573.479	3757.666	4644.863	4111.193
749.35	11294.452	5574.562	3759.079	4638.243	4104.925
749.49	11284.218	5578.58	3761.492	4639.108	4109.57
749.64	11279.215	5570.797	3759.006	4635.533	4102.039
749.78	11280.01	5573.537	3761.812	4637.977	4106.592
749.92	11237.464	5554.365	3750.969	4625.035	4085.299
750.06	11198.74	5529.762	3738.696	4600.619	4071.256
750.21	11178.383	5513.13	3731.801	4589.647	4061.427
750.35	11134.14	5492.767	3716.778	4574.833	4047.052
750.49	11097.869	5476.045	3708.649	4560.869	4031.462
750.63	11054.173	5463.085	3696.767	4543.305	4016.887
750.78	11046.978	5453.022	3693.187	4534.066	4009.715
750.92	11067.496	5464.188	3694.968	4540.496	4019.792
751.06	11070.892	5469.684	3690.552	4544.574	4017.497
751.2	11053.189	5460.915	3676.53	4536.344	4005.442
751.35	11046.993	5457.872	3677.685	4544.103	4005.026
751.49	11062.187	5452.901	3672.824	4537.869	3999.055
751.63	11051.184	5444.876	3672.865	4533.393	4000.03
751.77	11038.761	5435.761	3668.123	4525.3	3999.278
751.92	10996.308	5415.363	3656.099	4509.154	3985.506
752.06	10966.559	5406.636	3653.196	4503.911	3975.076
752.2	10959.284	5409.943	3651.602	4500.745	3973.229
752.34	10962.098	5409.692	3651.505	4492.725	3976.9
752.49	10924.701	5395.58	3648.184	4489.635	3979.393
752.63	10930.816	5393.574	3639.695	4491.552	3972.959
752.77	10911.433	5387.322	3636.454	4482.212	3954.345
752.91	10929.391	5390.258	3639.852	4483.313	3958.038
753.05	10942.786	5388.083	3640.776	4487.677	3964.072
753.2	10947.284	5381.647	3645.702	4491.713	3969.779
753.34	10919.781	5368.242	3631.088	4478.781	3954.077
753.48	10938.72	5377.39	3632.17	4480.028	3951.588
