Lon	O-H-1153	O-P-1159	I-P-1205	I-H-1158	I-H-1204
489.8	34386.714	20057.814	14226.462	16485.319	14454.462
489.96	34359.548	20039.581	14222.053	16479.052	14457.734
490.12	34271.093	19995.16	14188.203	16446.796	14422.665
490.28	34231.281	19968.722	14177.26	16426.787	14415.579
490.43	34091.265	19889.439	14120.286	16356.813	14358.044
490.59	33906.548	19778.495	14052.791	16273.703	14289.351
490.75	33751.305	19679.371	13978.218	16200.108	14209.032
490.91	33646.94	19604.731	13911.601	16148.073	14163.589
491.07	33384.351	19450.527	13813.944	16013.24	14041.328
491.23	33150.876	19315.394	13719.494	15902.779	13946.867
491.38	32850.175	19138.945	13598.583	15764.957	13811.594
491.54	32654.115	19031.248	13523.566	15683.247	13726.72
491.7	32668.385	19036.496	13513.451	15684.748	13708.265
491.86	32812.206	19133.339	13579.108	15760.064	13779.098
492.02	33033.5	19269.346	13675.576	15857.202	13867.796
492.18	33407.566	19481.751	13820.927	16043.246	14029.927
492.33	33772.862	19699.696	13968.564	16222.675	14182.147
492.49	34068.889	19867.559	14083.833	16362.987	14309.404
492.65	34279.985	19992.27	14164.083	16465.227	14405.49
492.81	34372.505	20047.524	14206.481	16516.14	14455.393
492.97	34346.374	20014.616	14187.748	16489.726	14430.473
493.13	34351.225	20010.687	14193.906	16501.764	14433.06
493.28	34313.046	19997.507	14172.88	16480.792	14413.627
493.44	34301.595	19986.024	14161.508	16470.112	14400.002
493.6	34482.532	20097.19	14247.069	16560.96	14473.223
493.76	34739.25	20243.68	14365.405	16687.328	14574.537
493.92	35022.156	20426.354	14483.529	16820.32	14699.134
494.07	35312.622	20609.712	14604.139	16973.096	14823.865
494.23	35478.79	20716.441	14669.792	17047.023	14894.363
494.39	35632.016	20789.895	14732.412	17125.323	14963.213
494.55	35623.743	20792.204	14727.578	17122.873	14966.478
494.71	35515.188	20727.837	14682.573	17078.739	14933.771
494.87	35390.065	20655.494	14632.582	17018.385	14885.329
495.02	35225.1	20552.738	14562.947	16952.432	14816.519
495.18	35073.561	20460.88	14505.002	16883.552	14764.65
495.34	35012.624	20432.921	14471.086	16855.251	14736.746
495.5	34996.544	20439.995	14462.402	16853.435	14725.039
495.66	35123.993	20512.375	14517.398	16924.375	14785.827
495.81	35269.308	20592.009	14578.724	16981.448	14825.889
495.97	35370.103	20656.683	14610.057	17033.431	14877.387
496.13	35523.416	20753.813	14687.34	17104.219	14943.208
496.29	35706.633	20872.469	14759.028	17186.533	15010.138
496.45	35885.566	20977.06	14842.675	17275.685	15087.071
496.6	36018.597	21055.072	14911.83	17329.884	15150.719
496.76	36092.413	21106.544	14954.444	17366.929	15178.181
496.92	36080.173	21108.819	14943.952	17362.052	15189.567
497.08	35971.048	21047.202	14903.719	17301.653	15137.872
497.24	35794.584	20920.639	14819.024	17205.518	15067.584
497.39	35553.203	20775.377	14730.971	17093.871	14974.092
497.55	35274.774	20613.048	14621.323	16967.86	14869.443
497.71	34971.76	20427.872	14497.619	16816.52	14736.3
497.87	34762.224	20301.378	14408.774	16707.575	14643.795
498.03	34668.743	20234.477	14368.357	16656.05	14597.588
498.18	34831.177	20322.902	14433.813	16730.814	14663.428
498.34	35040.502	20471.027	14526.621	16848.642	14751.412
498.5	35346.055	20657.297	14646.099	16993.166	14883.187
498.66	35595.621	20802.103	14755.366	17115.455	14988.378
498.82	35880.231	20991.296	14873.593	17272.878	15119.648
498.97	36049.053	21094.787	14946.029	17359.611	15204.271
499.13	36123.746	21157.316	14987.876	17399.382	15244.92
499.29	36013.193	21100.908	14936.545	17350.172	15197.028
499.45	35830.14	20983.226	14857.83	17252.017	15109.776
499.61	35548.239	20815.514	14747.239	17124.163	14987.459
499.76	35332.508	20687.487	14662.354	17018.52	14904.014
499.92	35066.776	20515.501	14540.37	16877.909	14789.512
500.08	34842.348	20375.26	14439.93	16756.578	14687.127
500.24	34667.371	20267.701	14349.975	16677.58	14608.525
500.4	34578.596	20206.057	14315.959	16625.53	14570.805
500.55	34484.869	20163.967	14278.11	16586.857	14549.451
500.71	34409.315	20118.534	14241.578	16543.237	14517.215
500.87	34324.917	20057.335	14186.159	16490.117	14460.665
501.03	34320.317	20047.12	14186.603	16484.702	14454.767
501.18	34347.16	20056.193	14193.851	16503.039	14463.258
501.34	34410.43	20088.001	14229.155	16539.034	14494.814
501.5	34451.355	20119.421	14246.706	16566.575	14512.157
501.66	34638.179	20223.268	14331.279	16651.048	14567.444
501.82	34856.14	20348.425	14410.831	16756.677	14663.051
501.97	35179.5	20547.271	14540.556	16919.887	14802.787
502.13	35456.828	20744.014	14657.629	17071.562	14923.3
502.29	35708.721	20895.522	14770.61	17202.555	15020.137
502.45	35874.855	20997.955	14840.8	17290.207	15094.295
502.6	36057.863	21111.476	14915.927	17378.115	15185.762
502.76	36039.392	21089.833	14897.119	17377.734	15184.591
502.92	35962.429	21060.042	14872.318	17343.076	15154.9
503.08	35712.784	20907.269	14767.038	17216.841	15049.676
503.24	35506.812	20753.308	14674.374	17097.439	14949.571
503.39	35347.936	20663.302	14593.487	17016.081	14887.598
503.55	35198.68	20582.844	14525.536	16937.217	14815.327
503.71	35087.034	20504.991	14478.65	16876.013	14755.31
503.87	35146.285	20555.594	14502.067	16897.879	14784.65
504.02	35288.178	20636.596	14555.794	16967.573	14842.255
504.18	35571	20806.725	14676.318	17106.504	14960.57
504.34	35830.356	20970.204	14777.753	17247.731	15080.214
504.5	36065.223	21113.477	14879.51	17361.522	15180.071
504.66	36439.508	21329.071	15026.07	17538.114	15344.312
504.81	36786.083	21538.641	15168.103	17719.829	15493.806
504.97	37108.958	21726.96	15311.387	17882.29	15637.718
505.13	37444.733	21933.249	15458.138	18047.403	15785.38
505.29	37630.169	22058.145	15542.969	18148.596	15877.167
505.44	37793.268	22167.365	15629.399	18225.035	15943.805
505.6	37924.169	22239.796	15688.533	18297.28	16005.28
505.76	37938.88	22248.54	15694.353	18298.737	16012.32
505.92	37839.996	22184.635	15655.216	18253.766	15963.48
506.07	37648.802	22064	15569.329	18150.548	15882.856
506.23	37442.092	21918.816	15482.234	18050.234	15795.553
506.39	37332.062	21841.236	15432.895	17994.115	15744.665
506.55	37227.456	21765.194	15381.183	17937.226	15699.16
506.7	37086.548	21702.8	15333.097	17876.822	15639.987
506.86	36846.135	21560.662	15240.827	17767.377	15533.794
507.02	36743.087	21496.657	15194.823	17700.526	15497.625
507.18	36671.815	21459.266	15166.507	17668.836	15460.661
507.33	36621.66	21430.133	15139.769	17645.781	15427.802
507.49	36503.767	21362.689	15094.238	17586.326	15381.095
507.65	36477.454	21350.937	15074.904	17574.015	15376.476
507.81	36577.217	21387.084	15105.183	17597.666	15414.985
507.96	36866.126	21561.717	15219.75	17729.893	15535.519
508.12	37151.586	21731.917	15334.63	17866.102	15658.279
508.28	37502.471	21954.504	15470.295	18042.195	15815.471
508.44	37681.107	22083.548	15555.977	18133.208	15913.866
508.59	37908.783	22224.861	15643.818	18245.17	16000.51
508.75	37967.167	22253.167	15673.507	18281.596	16021.288
508.91	37961.659	22255.536	15672.778	18291.845	16021.471
509.07	37891.87	22211.979	15650.562	18259.661	15999.881
509.22	37756.16	22142.61	15595.149	18195.973	15931.401
509.38	37505.6	21993.227	15495.283	18069.963	15820.821
509.54	37400.984	21912.755	15438.831	18006.029	15763.48
509.7	37339.169	21880.288	15422.035	17988.497	15748.936
509.85	37427.13	21950.81	15459.611	18034.853	15796.392
510.01	37463.154	21987.793	15489.847	18059.429	15816.88
510.17	37538.264	22033.635	15523.8	18099.219	15843.613
510.33	37658.542	22109.508	15586.333	18167.301	15912.883
510.48	37870.915	22225.585	15673.421	18275.96	16009.717
510.64	38125.253	22379.253	15776.648	18401.615	16109.66
510.8	38428.68	22564.801	15884.505	18536.055	16231.79
510.95	38588.651	22649.245	15947.301	18610.333	16299.784
511.11	38765.521	22749.381	16016.248	18691.884	16367.71
511.27	38785.956	22761.277	16025.704	18704.65	16388.122
511.43	38760.214	22747.058	16007.025	18693.784	16383.191
511.58	38637.444	22670.52	15964.575	18631.477	16319.916
511.74	38411.889	22549.109	15880.109	18529.855	16238.472
511.9	38103.754	22355.821	15762.315	18372.205	16102.71
512.06	37858.636	22216.296	15662.417	18254.318	15991.769
512.21	37686.446	22102.467	15570.939	18153.268	15923.378
512.37	37636.44	22076.166	15544.881	18133.045	15898.628
512.53	37558.83	22032.39	15534.709	18105.345	15870.049
512.68	37578.023	22038.144	15521.979	18105.001	15876.913
512.84	37580.405	22027.196	15523.537	18090.175	15873.031
513	37551.219	22014.987	15510.339	18081.625	15861.273
513.16	37509.932	22007.754	15498.557	18056.93	15850.381
513.31	37436.281	21981.412	15475.927	18033.5	15821.191
513.47	37295.679	21908.318	15421.098	17958.021	15760.176
513.63	37278.164	21899.166	15387.309	17935.561	15748.089
513.79	37262.979	21899.614	15395.912	17943.429	15746.241
513.94	37350.129	21960.316	15421.382	17980.623	15769.811
514.1	37455.669	22012.441	15472.736	18012.605	15820.517
514.26	37590.705	22064.893	15513.959	18063.266	15874.035
514.41	37722.613	22131.029	15570.051	18124.953	15926.974
514.57	37989.48	22276.238	15677.699	18268.457	16035.622
514.73	38159.229	22373.801	15752.427	18362.538	16094.273
514.89	38351.241	22492.725	15834.583	18443.276	16173.297
515.04	38464.846	22559.505	15886.658	18521.384	16237.647
515.2	38522.198	22601.614	15909.714	18574.669	16262.187
515.36	38368.112	22530.595	15860.869	18519.726	16207.418
515.51	38054.969	22349.066	15733.869	18374.693	16079.44
515.67	37523.719	22039.432	15519.421	18102.674	15864.256
515.83	36836.572	21627.553	15234.069	17757.53	15576.695
515.98	35864.016	21040.083	14830.973	17292.599	15163.412
516.14	34888.757	20465.581	14434.207	16809.448	14752.086
516.3	34005.815	19930.762	14047.278	16352.552	14368.728
516.46	33469.738	19590.828	13809.916	16079.135	14130.872
516.61	33349.518	19510.112	13738.232	16001.265	14059.331
516.77	33471.556	19572.554	13775.774	16055.104	14094.489
516.93	33708.377	19710.332	13874.629	16160.784	14194.234
517.08	34177.052	19979.417	14060.263	16380.823	14391.68
517.24	34637.997	20249.316	14237.349	16604.955	14571.635
517.4	35094.385	20516.967	14426.604	16841.625	14772.175
517.56	35376.178	20705.387	14551.969	16977.375	14886.167
517.71	35345.473	20702.164	14557.341	16977.285	14894.033
517.87	35129.275	20582.615	14469.946	16880.012	14808.056
518.03	35106.291	20565.4	14441.542	16871.773	14785.575
518.18	35246.567	20649.049	14493.961	16940.731	14844.642
518.34	35575.717	20832.364	14626.573	17093.815	14982.298
518.5	35863.71	21007.997	14757.525	17236.382	15096.777
518.65	36237.874	21213.821	14912.69	17422.437	15251.535
518.81	36620.898	21431.425	15062.052	17610.71	15411.81
518.97	37195.967	21777.848	15302.737	17880.133	15663.034
519.12	37684.967	22075.889	15525.065	18130.383	15889.021
519.28	37985.595	22273.187	15664.803	18287.429	16024.309
519.44	38102.622	22361.193	15728.259	18355.072	16085.929
519.6	38233.225	22450.27	15784.259	18421.875	16145.611
519.75	38281.197	22484.427	15803.712	18443.361	16170.437
519.91	38372.169	22544.466	15841.971	18488.245	16207.719
520.07	38387.282	22549.196	15848.569	18500.085	16209.448
520.22	38336.813	22512.45	15814.835	18460.802	16183.527
520.38	38346.271	22519.831	15819.557	18454.282	16191.645
520.54	38446.313	22578.61	15865.786	18500.983	16238.127
520.69	38636.994	22691.564	15936.302	18588.961	16319.818
520.85	38881.203	22836.489	16038.654	18723.346	16431.61
521.01	39145.653	22989.102	16144.432	18848.256	16547.51
521.16	39259.291	23058.621	16192.963	18912.205	16594.841
521.32	39326.083	23112.302	16233.215	18947.062	16613.302
521.48	39342.677	23107.852	16228.215	18954.622	16615.28
521.63	39275.235	23052.884	16179.334	18911.599	16570.851
521.79	39107.067	22950.133	16109.618	18839.76	16498.706
521.95	38811.588	22768.18	15980.433	18683.027	16370.631
522.1	38468.364	22570.948	15841.595	18515.211	16225.716
522.26	38194.762	22401.819	15711.873	18376.532	16098.027
522.42	38120.344	22337.211	15661.749	18339.012	16068.2
522.57	38135.916	22347.586	15669.422	18349.598	16073.027
522.73	38290.691	22445.273	15749.327	18429.8	16162.02
522.89	38451.954	22535.712	15816.359	18498.513	16229.854
523.04	38742.195	22707.81	15931.821	18636.953	16350.227
523.2	39138.604	22924.209	16093.254	18833.079	16509.079
523.36	39626.949	23218.455	16300.18	19066.455	16718.367
523.52	39961.204	23436.833	16449.173	19238.448	16857.524
523.67	40142.607	23559.564	16525.991	19323.433	16932.97
523.83	40219.223	23621.047	16541.123	19368.201	16945.168
523.99	40277.477	23662.698	16567.235	19391.225	16968.983
524.14	40260.254	23663.263	16563.428	19382.988	16953.142
524.3	40098.944	23591.989	16501.056	19299.241	16899.198
524.45	39929.253	23484.001	16420.21	19202.365	16829.089
524.61	39859.619	23437.847	16386.783	19160.177	16795.035
524.77	39830.339	23416.866	16365.251	19149.339	16778.966
524.92	39745.33	23340.616	16335.087	19100.746	16742.504
525.08	39580.186	23246.848	16253.298	19024.067	16672.991
525.24	39345.568	23101.515	16147.723	18911.14	16581.119
525.39	39082.626	22943.835	16030.768	18783.163	16457.45
525.55	38630.102	22683.544	15857.312	18587.587	16271.412
525.71	37887.066	22243.043	15556.087	18231.428	15969.317
525.86	37179.079	21812.783	15268.134	17882.322	15672.167
526.02	36487.321	21417.406	14971.726	17554.934	15376.209
526.18	35983.321	21099.093	14756.597	17309.29	15150.652
526.33	35634.154	20895.056	14611.132	17135.265	14996.759
526.49	35556.779	20836.373	14562.758	17082.263	14956.33
526.65	35667.352	20890.581	14585.208	17129.12	14983.406
526.8	36131.244	21173.783	14765.882	17352.201	15182.926
526.96	36628.329	21478.944	14962.406	17589.35	15389.131
527.12	37170.465	21807.156	15192.441	17851.99	15627.155
527.27	37715.215	22144.909	15427.842	18123.272	15865.996
527.43	38289.679	22469.888	15670.822	18398.9	16113.185
527.59	38703.41	22718.375	15852.211	18615.596	16296.123
527.74	39075.682	22955.803	16032.694	18798.573	16479.1
527.9	39340.946	23098.286	16148.209	18925.441	16584.913
528.06	39638.405	23285.866	16286.977	19079.976	16724.021
528.21	40022.062	23513.031	16448.71	19256.183	16886.425
528.37	40257.445	23659.895	16554.719	19371.104	16991.367
528.52	40342.508	23723.32	16591.969	19424.408	17041.156
528.68	40317.896	23704.036	16587.784	19408.521	17035.027
528.84	40270.147	23675.047	16566.596	19390.95	17007.344
528.99	40165.406	23613.001	16525.496	19330.759	16956.956
529.15	39983.798	23478.06	16437.039	19225.478	16862.666
529.31	39731.261	23319.073	16329.678	19107.689	16746.722
529.46	39530.063	23186.483	16233.988	19000.933	16653.241
529.62	39502.208	23168.614	16221.196	18981.272	16625.669
529.78	39617.013	23259.714	16269.726	19052.935	16679.001
529.93	39828.166	23382.266	16350.364	19141.387	16765.869
530.09	40039.979	23513.629	16437.926	19249.969	16860.738
530.24	40269.606	23678.385	16542.483	19372.539	16962.779
530.4	40459.77	23788.891	16622.637	19459.033	17050.858
530.56	40651.841	23918.995	16711.622	19564.886	17140.622
530.71	40715.866	23969.646	16737.81	19595.919	17172.095
530.87	40696.189	23943.213	16722.697	19568.576	17160.092
531.03	40512.762	23840.651	16648.202	19488.024	17087.321
531.18	40263.483	23681.318	16540.979	19374.594	16982.506
531.34	39975.548	23492.845	16412.482	19230.328	16864.218
531.5	39583.767	23267.449	16244.822	19038.085	16694.349
531.65	39114.12	22982.583	16051.846	18798.835	16487.143
531.81	38639.123	22684.301	15854.158	18568.038	16281.048
531.96	38169.869	22404.574	15671.64	18340.08	16070.672
532.12	37860.578	22207.117	15534.556	18180.744	15934.414
532.28	37662.009	22112.099	15451.208	18079.341	15845.45
532.43	37603.027	22070.971	15421.399	18054.574	15813.828
532.59	37699.909	22117.296	15462.999	18095.79	15847.175
532.74	37935.387	22249.619	15555.564	18220.783	15965.531
532.9	38245.641	22435.907	15676.819	18367.149	16103.104
533.06	38531.444	22591.653	15786.961	18510.247	16225.06
533.21	38689.652	22683.96	15855.334	18582.542	16294.103
533.37	38815.843	22740.05	15902.831	18645.502	16354.556
533.53	38806.386	22731.462	15900.417	18631.142	16354.264
533.68	38764.516	22713.25	15879.239	18626.92	16349.338
533.84	38684.131	22663.231	15839.132	18576.231	16304.231
533.99	38639.847	22628.802	15822.924	18547.968	16277.066
534.15	38688.274	22659.723	15836.328	18566.701	16303.8
534.31	38809.479	22748.543	15891.499	18629.334	16362.301
534.46	38980.623	22857.041	15965.382	18707.931	16430.568
534.62	39245.201	23019.565	16082.169	18836.619	16545.94
534.77	39532.843	23187.46	16212.372	18962.13	16667.492
534.93	39820.16	23361.557	16339.986	19109.69	16787.623
535.09	39990.925	23480.925	16418.804	19206.407	16865.792
535.24	40083.134	23552.835	16465.287	19253.275	16902.681
535.4	40101.532	23549.686	16470.553	19258.686	16897.586
535.56	39992.864	23478.436	16424.512	19219.622	16851.403
535.71	39688.856	23295.516	16292.868	19085.66	16723.33
535.87	39290.515	23055.382	16117.547	18893.228	16554.855
536.02	38776.708	22752.684	15911.047	18637.553	16340.498
536.18	38436.002	22545.924	15765.1	18459.815	16179.991
536.34	38118.131	22368	15632.737	18299.33	16044.385
536.49	37926.435	22244.974	15544.194	18202.689	15966.952
536.65	37791.307	22158.584	15477.605	18111.057	15907.012
536.8	37917.167	22244.499	15534.356	18165.509	15950.257
536.96	38100.429	22346.296	15612.396	18254.374	16017.89
537.12	38430.919	22538.557	15736.371	18415.7	16159.788
537.27	38562.688	22609.613	15786.656	18477.557	16231.711
537.43	38735.411	22693.07	15853.081	18576.236	16312.455
537.58	38813.663	22745.948	15890.904	18609.497	16339.783
537.74	38894.425	22795.734	15919.173	18657.667	16373.711
537.9	38787.995	22710.39	15850.379	18594.556	16320.577
538.05	38700.398	22673.705	15812.266	18553.705	16289.705
538.21	38540.132	22574.614	15744.625	18463.79	16207.175
538.36	38413.708	22514.575	15691.772	18406.487	16145.431
538.52	38178.7	22366.764	15587.764	18281.04	16023.588
538.67	37904.171	22221.964	15471.777	18176.864	15921.832
538.83	37658.462	22080.331	15371.836	18051.704	15814.78
538.99	37471.611	21989.535	15312.755	17972.613	15752.657
539.14	37242.386	21839.902	15210.923	17849.166	15644.946
539.3	36991.086	21696.041	15112.931	17738.943	15547.777
539.45	36795.309	21563.905	15023.366	17641.387	15466.795
539.61	36660.386	21488.376	14968.123	17564.155	15427.233
539.77	36533.07	21388.871	14909.739	17481.256	15361.08
539.92	36428.528	21319.595	14865.495	17430.099	15314.759
540.08	36299.672	21238.812	14805.088	17355.945	15253
540.23	36249.951	21221.06	14789.775	17340.006	15236.754
540.39	36318.594	21264.024	14809.068	17357.42	15254.518
540.54	36400.225	21325.446	14840.666	17399.467	15283.336
540.7	36508.285	21389.756	14888.075	17461.701	15319.767
540.86	36727.295	21525.394	14980.219	17570.889	15412.647
541.01	36909.529	21651.134	15057.76	17671.122	15497.189
541.17	37105.828	21764.281	15132.379	17769.424	15587.357
541.32	37282.099	21852.67	15196.394	17842.109	15662.021
541.48	37394.918	21923.875	15228.458	17904.096	15709.502
541.63	37360.054	21891.594	15216.022	17876.506	15697.692
541.79	37350.827	21880.44	15204.803	17865.583	15688.309
