Lon	O-P-1210	O-H-1209	I-P-1220	I-H-1212	I-P-1213	I-H-1219
704.78	13306.579	12009.392	6471.425	6982.37	7652.7	6778.678
704.93	13275.675	11979.763	6456.972	6960.203	7640.357	6754.389
705.07	13277.217	11959.811	6457.316	6954.987	7637.316	6746.899
705.22	13256.506	11955.89	6449.494	6934.396	7627.516	6729.462
705.36	13247.215	11940.709	6449.512	6931.842	7628.677	6726.962
705.51	13247.278	11940.244	6454.157	6919.585	7630.288	6731.97
705.65	13252.466	11945.652	6462.763	6929.224	7636.872	6736.257
705.8	13254.556	11948.974	6461.567	6928.974	7640.248	6737.93
705.95	13278.32	11971.902	6461.715	6943.605	7644.66	6758.418
706.09	13281.193	11987.348	6462.095	6948.183	7644.293	6759.205
706.24	13295.864	12005.711	6464.93	6956.227	7653.018	6767.743
706.38	13294.561	12008.582	6466.363	6961.242	7656.385	6777.978
706.53	13329.337	12037.425	6481.875	6983.238	7671.589	6790.359
706.67	13346.654	12042.039	6491.292	6991.885	7679.819	6804.402
706.82	13369.221	12061.265	6497.935	7009.759	7690.111	6821.715
706.97	13373.321	12071.563	6515.585	7014.552	7696.948	6814.673
707.11	13386.067	12078.243	6525.815	7024.891	7711.045	6829.683
707.26	13380.062	12074.084	6531.689	7023.359	7708.612	6829.809
707.4	13404.393	12089.492	6536.932	7026.954	7708.668	6822.91
707.55	13354.5	12039.291	6512.28	6997.576	7682.961	6797.566
707.69	13345.069	12038.475	6496.596	6985.695	7673.607	6784.332
707.84	13303.456	12010.884	6486.159	6963.675	7650.774	6765.159
707.99	13279.133	11987.177	6467.628	6945.474	7633.166	6751.804
708.13	13245.837	11965.178	6450.826	6924.079	7612.936	6725.255
708.28	13232.727	11940.331	6434.1	6917.001	7598.804	6711.243
708.42	13215.283	11930.008	6421.503	6903.239	7594.425	6705.074
708.57	13239.875	11943.743	6424.062	6916.633	7594.479	6707.666
708.71	13224.924	11926.418	6423.847	6910.111	7588.99	6695.331
708.86	13258.153	11931.12	6425.021	6919.087	7602.428	6705.021
709	13266.273	11924.867	6429.416	6923.944	7610.867	6711.141
709.15	13295.679	11947.328	6436.525	6935.954	7616.657	6729.009
709.3	13307.715	11969.033	6441.847	6947.099	7626.77	6738.561
709.44	13303.433	11968.928	6449.247	6953.642	7630.39	6746.917
709.59	13299.318	11988.592	6454.24	6952.416	7635.779	6751.834
709.73	13318.165	12006.165	6464.154	6962.176	7648.681	6764.945
709.88	13303.564	12006.29	6460.993	6954.773	7639.366	6750.894
710.02	13284.006	12003.39	6452.105	6947.006	7624.808	6744.852
710.17	13260.899	11975.8	6434.943	6924.503	7604.833	6723.349
710.31	13247.822	11957.668	6437.284	6913.987	7590.031	6712.097
710.46	13233.812	11946.911	6424.207	6903.262	7576.031	6693.889
710.6	13206.461	11912.351	6403.483	6885.989	7555.747	6678.384
710.75	13186.489	11894.928	6388.445	6865.478	7539.126	6663.225
710.9	13152.353	11867.298	6371.485	6845.287	7522.167	6645.947
711.04	13139.642	11848.433	6362.389	6834.367	7507.927	6630.048
711.19	13107.593	11832.735	6357.274	6833.977	7500.878	6622.461
711.33	13074.448	11812.558	6333.239	6808.119	7485.943	6606.921
711.48	13060.177	11798.639	6324.847	6800.364	7477.155	6611.089
711.62	13025.601	11778.26	6315.205	6780.546	7462.282	6595.524
711.77	12986.429	11735.483	6299.318	6767.187	7433.121	6582.659
711.91	12966.307	11717.648	6283.209	6755.978	7416.439	6580.099
712.06	12926.287	11678.067	6259.836	6740.803	7398.825	6568.935
712.2	12910.862	11655.961	6241.17	6726.862	7389.697	6559.774
712.35	12896.88	11637.892	6231.441	6720.496	7379.573	6552.1
712.49	12878.986	11614.766	6224.15	6709.14	7357.337	6531.59
712.64	12869.522	11595.675	6212.477	6703.818	7344.829	6519.071
712.78	12864.875	11595.468	6204.149	6701.666	7342.963	6504.161
712.93	12863.215	11593.545	6203.534	6702.435	7345.292	6503.094
713.07	12887.736	11616.792	6209.649	6699.297	7355.099	6499.77
713.22	12880.444	11614.466	6211.62	6692.543	7350.653	6493.114
713.37	12869.928	11600.653	6206.609	6685.488	7342.389	6487.279
713.51	12826.139	11574.007	6185.667	6669.667	7323.689	6468.216
713.66	12785.071	11537.993	6160.609	6647.093	7293.972	6452.444
713.8	12740.02	11498.789	6135.02	6619.723	7264.163	6424.558
713.95	12688.576	11450.07	6108.246	6589.587	7231.279	6392.389
714.09	12618.591	11379.558	6077.064	6558.646	7187.921	6360.8
714.24	12572.238	11333.117	6047.073	6533.952	7156.744	6340.007
714.38	12512.818	11286.971	6011.246	6507.686	7122.631	6303.862
714.53	12479.656	11252.71	5994.051	6483.348	7094.711	6284.128
714.67	12468.219	11241.494	5992.802	6481.725	7098.604	6277.637
714.82	12454.34	11230.999	5983.065	6467.218	7095.548	6275.911
714.96	12445.348	11214.139	5979.161	6462.457	7089.403	6267.557
715.11	12427.368	11198.665	5960.181	6445.698	7071.214	6254.918
715.25	12357.765	11138.819	5927.71	6410.391	7029.028	6218.04
715.4	12269.447	11057.271	5882.48	6362.59	6973.425	6170.887
715.54	12157.858	10954.034	5818.792	6303.364	6912.419	6104.814
715.69	11998.334	10809.059	5732.905	6211.037	6812.553	6015.509
715.83	11803.184	10627.492	5637.569	6119.503	6690.8	5914.888
715.98	11569.339	10425.559	5527.954	6003.581	6558.152	5790.998
716.12	11323.663	10210.169	5411.674	5884.246	6419.982	5663.015
716.27	11063.597	9981.004	5279.311	5750.586	6268.235	5526.707
716.41	10837.798	9766.062	5172.71	5628.007	6140.358	5412.49
716.56	10610.471	9565.635	5060.998	5505.548	6010.537	5299.954
716.7	10425.363	9391.122	4975.308	5414.121	5902.429	5208.671
716.85	10261.219	9244.164	4891.747	5323.769	5813.813	5133.648
716.99	10140.44	9125.408	4825.111	5254.605	5737.814	5077.155
717.14	10021.651	9021.079	4769.452	5193.211	5672.398	5018.474
717.28	9929.198	8926.824	4727.758	5140.11	5625.472	4975.099
717.43	9833.728	8839.793	4678.277	5085.815	5559.903	4922.947
717.57	9754.599	8753.807	4639.356	5047.532	5515.488	4890.258
717.72	9659.035	8669.936	4594.177	4999.079	5465.035	4841.617
717.86	9556.406	8572.494	4544.329	4941.384	5405.34	4777.604
718.01	9421.756	8460.876	4487.36	4874.327	5335.052	4711.239
718.15	9314.696	8364.279	4432.246	4818.663	5272.202	4664.378
718.3	9245.561	8306.835	4399.077	4778.791	5229.846	4624.319
718.44	9188.685	8257.916	4368.828	4752.3	5204.96	4598.718
718.59	9147.177	8224.892	4346.32	4730.694	5175.287	4565.232
718.73	9112.745	8201.361	4331.877	4706.866	5151.877	4552.8
718.88	9087.294	8181.799	4318.744	4688.437	5137.162	4541.964
719.02	9082.392	8179.622	4306.183	4687.194	5133.875	4542.842
719.17	9081.263	8184.076	4309.417	4683.988	5140.362	4540.812
719.31	9067.39	8164.928	4299.532	4684.104	5132.807	4535.884
719.46	9048.281	8152.017	4288.743	4673.644	5125.138	4527.743
719.6	9050.938	8157.311	4291.213	4671.433	5129.323	4535.476
719.74	9064.302	8172.961	4295.444	4683.203	5142.741	4542.928
719.89	9132.596	8235.102	4330.146	4725.442	5176.695	4582.585
720.03	9244.3	8331.113	4383.355	4777.399	5230.212	4624.596
720.18	9384.461	8457.825	4455.857	4852.473	5313.484	4693.044
720.32	9546.906	8609.719	4537.301	4932.532	5399.411	4771.334
720.47	9746.003	8789.607	4635.2	5032.607	5506.146	4871.025
720.61	9923.032	8953.582	4727.538	5126.109	5609.428	4963.021
720.76	10112.298	9113.001	4820.704	5223.298	5715.122	5052.441
720.9	10262.54	9256.913	4895.133	5295.639	5798.254	5120.067
721.05	10369.585	9353.453	4952.366	5351.442	5861.332	5179.75
721.19	10425.089	9401.705	4971.485	5369.968	5877.067	5208.111
721.34	10463.731	9428.918	4987.61	5387.918	5894.16	5227.918
721.48	10449.114	9414.697	4974.983	5386.521	5875.554	5212.093
721.63	10437.911	9398.087	4969.702	5382.538	5867.724	5204.428
721.77	10367.755	9360.195	4936.041	5349.206	5830.942	5174.909
721.92	10292.468	9284.424	4897.446	5310.501	5790.501	5136.303
722.06	10183.245	9185.971	4835.268	5251.421	5731.751	5075.982
722.2	10063.974	9077.382	4777.964	5195.986	5665.656	5016.029
722.35	9916.529	8957.496	4701.43	5121.452	5593.078	4941.705
722.49	9768.484	8824.088	4633.594	5040.759	5518.649	4866.209
722.64	9594.243	8673.628	4539.32	4943.782	5415.232	4770.584
722.78	9446.205	8514.952	4459.666	4864.106	5318.479	4691.402
722.93	9290.062	8363.952	4380.369	4781.314	5225.205	4605.259
723.07	9174.232	8256.869	4332.528	4722.155	5161.671	4552.133
723.22	9093.676	8175.478	4289.742	4671.654	5111.896	4499.291
723.36	9057.634	8139.04	4275.843	4652.062	5089.513	4481.117
723.51	9035.526	8119.526	4256.427	4639.13	5077.262	4471.603
723.65	9028.251	8110.713	4262.02	4643.691	5073.669	4475.735
723.79	9027.136	8115.004	4254.147	4632.807	5076.828	4467.389
723.94	9038.464	8124.705	4259.574	4645.991	5083.662	4478.343
724.08	9037.239	8128.712	4252.338	4649.678	5081.788	4470.151
724.23	9039.261	8135.041	4254.569	4659.711	5086.129	4476.239
724.37	9024.206	8126.184	4244.624	4652.821	5076.228	4466.744
724.52	9026.025	8117.145	4253.332	4653.64	5070.387	4467.178
724.66	9024.027	8112.51	4243.389	4641.126	5068.488	4456.851
724.81	9028.471	8113.395	4251.779	4654.109	5071.823	4456.131
724.95	9033.894	8128.047	4253.959	4657.41	5079.849	4460.476
725.09	9062.458	8153.842	4266.776	4664.007	5089.941	4484.403
725.24	9074.432	8164.717	4265.135	4654.871	5092.08	4486.465
725.38	9096.619	8173.059	4270.125	4659.048	5090.784	4493.993
725.53	9092.79	8178.241	4266.746	4654.724	5091.23	4486.405
725.67	9101.24	8197.856	4270.35	4664.416	5098.13	4498.526
725.82	9114.246	8214.554	4271.894	4663.916	5101.389	4503.818
725.96	9135.477	8233.938	4283.356	4671.092	5113.598	4514.872
726.11	9134.9	8237.713	4283.757	4674.856	5108.328	4511.416
726.25	9149.21	8246.177	4291.155	4698.452	5125.397	4518.144
726.39	9131.972	8234.39	4286.895	4688.104	5123.775	4512.884
726.54	9113.529	8215.332	4277.672	4679.123	5110.024	4505.276
726.68	9065.63	8163.124	4254.047	4652.223	5078.838	4473.311
726.83	9014.874	8124.764	4238.006	4632.775	5057.654	4458.137
726.97	8956.788	8078.502	4210.832	4600.217	5024.81	4428.206
727.12	8924.632	8038.61	4192.732	4574.138	5008.907	4407.808
727.26	8906.572	8033.077	4182.901	4549.825	4988.528	4397.154
727.4	8930.83	8060.983	4199.324	4574.181	5005.434	4408.115
727.55	8973.402	8103.116	4219.753	4599.423	5031.929	4428.423
727.69	9022.926	8155.409	4250.058	4632.519	5066.805	4461.75
727.84	9050.196	8173.933	4259.23	4635.427	5076.636	4477.394
727.98	9066.633	8189.446	4262.775	4646.468	5080.622	4484.27
728.12	9053.415	8185.635	4257.701	4644.272	5073.657	4476.349
728.27	9017.698	8140.116	4246.632	4634.764	5055.247	4460.962
728.41	8957.206	8080.59	4202.063	4588.854	5010.151	4424.491
728.56	8918.319	8038.1	4181.012	4560.616	4990.066	4406.198
728.7	8888.567	7996.567	4158.083	4531.468	4961.204	4382.753
728.85	8901.402	7998.282	4159.436	4542.117	4962.513	4378.293
728.99	8931.329	8017.307	4172.846	4550.714	4979.79	4387.714
729.13	8984.119	8058.317	4198.987	4579.647	5004.833	4415.295
729.28	9055.565	8131.037	4227.718	4609.41	5041.652	4449.839
729.42	9121.841	8186.588	4271.698	4647.962	5083.566	4487.215
729.57	9136.083	8206.544	4276.764	4657.796	5084.94	4491.456
729.71	9151.813	8223.11	4285.01	4671.912	5095.032	4497.802
729.85	9138.465	8211.3	4271.366	4660.662	5080.596	4488.168
730	9123.099	8196.637	4262.934	4653.088	5069.308	4481.659
730.14	9114.125	8195.928	4254.411	4645.73	5066.015	4474.114
730.29	9099.853	8184.644	4247.952	4641.622	5061.402	4468.479
730.43	9072.943	8161.866	4231.822	4625.514	5039.822	4452.624
730.57	9083.808	8167.588	4235.028	4629.533	5045.929	4461.489
730.72	9092.726	8190.573	4246.507	4631.891	5057.935	4476.276
730.86	9132.28	8229.116	4262.05	4651.193	5086.665	4494.885
731.01	9183.262	8278.91	4287.196	4681.504	5120.075	4521.405
731.15	9244.047	8322.772	4320.277	4712.189	5157.464	4552.189
731.29	9283.682	8356.824	4337.682	4731.594	5180.451	4568.989
731.44	9359.481	8428.888	4369.162	4771.316	5225.338	4610.305
731.58	9430.917	8498.17	4404.039	4803.006	5264.742	4645.588
731.73	9529.565	8572.202	4442.983	4853.884	5315.158	4685.444
731.87	9602.892	8638.672	4489.771	4887.464	5354.387	4722.837
732.01	9655.918	8686.335	4521.995	4916.412	5376.939	4748.412
732.16	9672.548	8710.042	4523.295	4926.833	5381.844	4756.097
732.3	9703.512	8739.908	4543.172	4939.26	5405.15	4773.941
732.45	9716.251	8760.998	4557.811	4947.107	5414.602	4781.778
732.59	9751.983	8785.83	4573.752	4969.84	5433.445	4799.686
732.73	9768.37	8803.754	4580.567	4971.579	5435.776	4804.447
732.88	9800.307	8831.604	4592.319	4993.813	5452.978	4823.747
733.02	9828.616	8865.496	4594.221	4996.925	5463.276	4837.837
733.16	9878.744	8914.04	4622.359	5019.414	5491.238	4863.634
733.31	9928.819	8961.742	4646.335	5041.214	5510.467	4890.918
733.45	9979.746	8998.735	4667.406	5059.23	5536.944	4910.394
733.6	9984.816	9019.761	4671.915	5061.431	5542.64	4909.948
733.74	9975.945	9020.34	4665.67	5060.439	5542.066	4906.417
733.88	9953.914	8998.222	4649.98	5047.233	5522.903	4891.573
734.03	9928.532	8967.082	4645.818	5041.291	5509.818	4877.159
734.17	9884.77	8929.826	4622.551	5014.573	5485.012	4852.276
734.31	9831.092	8881.157	4592.245	4987.718	5451.059	4820.597
734.46	9774.257	8842.96	4559.862	4957.246	5418.323	4790.071
734.6	9740.942	8797.997	4538.184	4937.964	5393.964	4771.459
734.75	9711.944	8767.636	4527.483	4920.691	5368.45	4762.395
734.89	9695.24	8753.789	4518.899	4912.394	5362.987	4752.526
735.03	9662.715	8734.1	4502.298	4890.364	5349.243	4743.32
735.18	9651.547	8713.964	4491.997	4887.03	5335.382	4735.997
735.32	9630.818	8688.268	4478.532	4882.466	5321.345	4725.884
735.46	9618.695	8659.705	4470.178	4879.717	5309.475	4718.926
735.61	9591.636	8642.494	4456.757	4863.724	5291.746	4703.757
735.75	9586.335	8628.796	4451.137	4854.17	5286.609	4691.928
735.9	9565.692	8609.516	4444.966	4841.867	5270.769	4680.889
736.04	9576.922	8606.988	4445.417	4852.23	5265.417	4681.944
736.18	9568.961	8607.862	4441.027	4847.467	5261.511	4677.39
736.33	9586.365	8629.178	4458.42	4857.321	5278.772	4688.398
736.47	9604.085	8647.382	4466.832	4863.557	5284.37	4696.997
736.61	9634.079	8667.925	4487.101	4879.189	5303.848	4715.672
736.76	9645.796	8677.268	4495.004	4885.048	5316.059	4722.971
736.9	9662.297	8700.802	4501.824	4888.286	5331.231	4734.615
737.04	9664.865	8704.513	4501.459	4877.569	5337.107	4726.393
737.19	9666.601	8702.073	4505.205	4875.183	5342.216	4727.666
737.33	9647.835	8686.34	4491.505	4868.45	5326.186	4718.549
737.47	9622.213	8662.081	4484.554	4859.279	5324.818	4709.565
737.62	9575.4	8622.389	4460.389	4833.026	5298.763	4682.202
737.76	9523.88	8583.265	4431.188	4802.968	5266.485	4653.429
737.9	9460.939	8526.697	4400.345	4776.016	5227.994	4621.587
738.05	9403.71	8480.765	4374.095	4756.425	5197.875	4595.194
738.19	9360.193	8456.237	4351.82	4740.193	5176.215	4577.193
738.34	9335.974	8429.249	4335.106	4718.886	5152.117	4555.633
738.48	9302.906	8401.06	4307.499	4691.125	5125.213	4529.927
738.62	9299.741	8402.818	4303.005	4693.335	5124.587	4531.093
738.77	9311.094	8413.599	4312.698	4711.577	5139.204	4535.654
738.91	9338.224	8434.531	4326.103	4723.905	5155.29	4547.026
739.05	9363.989	8452.648	4333.11	4727.725	5160.89	4562.307
739.2	9389.19	8457.717	4344.234	4735.75	5172.453	4572.234
739.34	9384.671	8460.759	4339.901	4729.814	5180.385	4568.967
739.48	9399.65	8473.716	4355.573	4746.738	5189.112	4585.288
739.63	9383.549	8460.121	4348.494	4735.769	5176.143	4572.989
739.77	9373.177	8442.363	4343.561	4723.473	5166.858	4573.803
739.91	9347.762	8427.279	4328.663	4704.949	5152.4	4556.455
740.06	9320.805	8409.772	4319.761	4696.464	5137.958	4545.827
740.2	9274.537	8373.305	4298.426	4669.437	5105.899	4516.152
740.34	9245.166	8338.617	4287.814	4652.474	5086.803	4503.287
740.49	9204.041	8308.216	4261.338	4628.305	5058.481	4474.184
740.63	9189.785	8299.192	4257.928	4622.06	5055.071	4468.257
740.77	9153.622	8274.852	4235.401	4601.094	5025.907	4446.753
740.92	9139.11	8244.166	4228.396	4594.638	5011.913	4437.671
741.06	9118.041	8219.623	4210.503	4578.876	5005.272	4420.668
741.2	9113.743	8222.095	4208.568	4586.502	5002.677	4423.073
741.35	9121.423	8239.181	4211.071	4599.444	5006.28	4426.73
741.49	9133.564	8245.564	4221.003	4603.597	5020.915	4435.465
741.63	9131.95	8232.214	4204.148	4593.445	5013.159	4435.06
741.78	9150.81	8250.019	4203.305	4603.393	5020.228	4443.349
741.92	9159.465	8272.652	4205.377	4608.081	5028.103	4449.872
742.06	9183.76	8296.947	4224.475	4628.914	5047.947	4468.299
742.2	9209.411	8315.521	4231.059	4625.323	5058.312	4479.818
742.35	9232.982	8336.367	4240.333	4627.982	5066.487	4493.564
742.49	9243.257	8348.445	4244.071	4631.697	5070.972	4497.928
742.63	9263.889	8377.516	4261.394	4653.614	5082.713	4506.977
742.78	9270.827	8379.574	4276.563	4654.255	5088.211	4506.244
742.92	9281.723	8383.305	4280.943	4661.954	5084.416	4511.756
743.06	9263.551	8370.716	4274.65	4650.277	5064.76	4497.738
743.21	9241.223	8347.289	4262.025	4640.223	5049.278	4483.168
743.35	9201.269	8306.676	4241.203	4619.555	5034.522	4459.28
743.49	9181.046	8287.903	4233.013	4606.859	5018.024	4444.53
743.64	9127.587	8240.554	4210.599	4573.697	4977.851	4412.412
743.78	9104.306	8216.174	4196.184	4569.811	4969.371	4400.975
743.92	9060.809	8184.721	4178.985	4542.128	4953.754	4381.018
744.06	9046.358	8169.875	4174.193	4537.93	4948.743	4376.347
744.21	9026.421	8154.113	4165.212	4528.618	4940.201	4365.75
744.35	9034.307	8165.208	4178.934	4541.044	4939.637	4372.868
744.49	9037.22	8164.693	4174.957	4548.166	4939.44	4371.803
744.64	9055.678	8179.634	4179.821	4557.315	4956.656	4384.92
744.78	9041.301	8174.048	4167.433	4539.938	4944.839	4378.037
744.92	9041.731	8169.643	4165.346	4539.588	4942.973	4375.808
745.07	9026.983	8161.62	4149.422	4525.796	4933.378	4363.104
745.21	9022.607	8150.475	4149.959	4528.333	4930.047	4362.399
745.35	8987.093	8118.609	4127.95	4502.126	4913.621	4342.555
745.49	8960.953	8098.096	4119.47	4487.865	4895.69	4332.568
745.64	8937.628	8068.529	4106.705	4470.507	4882.925	4311.683
745.78	8925.131	8052.515	4100.79	4466.548	4872.966	4305.186
745.92	8903.211	8038.243	4085.694	4456.002	4860.639	4291.771
746.07	8899.727	8030.233	4082.332	4446.727	4851.079	4293.365
746.21	8881.737	8030.615	4078.417	4441.472	4838.945	4288.231
746.35	8882.073	8027.568	4075.491	4444.107	4832.414	4289.601
746.49	8864.167	8018.804	4064.935	4431.771	4832.848	4282.046
746.64	8862.894	8023.289	4063.96	4434.509	4832.575	4283.696
746.78	8838.12	8011	4055.813	4421.417	4824.912	4275.78
746.92	8836.184	7995.656	4060.459	4422.393	4820.239	4275.448
747.07	8811.956	7972.088	4047.056	4416.616	4806.484	4255.418
747.21	8812.237	7959.27	4039.985	4415.457	4810.578	4253.787
747.35	8792.407	7940.802	4023.198	4400.758	4794.626	4236.835
747.49	8782.082	7920.676	4013.786	4394.797	4776.423	4229.302
747.64	8753.481	7892.294	4003.218	4377.613	4765.943	4223.756
747.78	8754.874	7892.237	4005.479	4384.687	4768.995	4216.951
747.92	8730.592	7879.251	3983.625	4372.306	4755.624	4202.668
748.07	8727.466	7869.752	3983.082	4367.785	4767.301	4207.697
748.21	8690.521	7838.301	3968.741	4332.587	4746.455	4185.631
748.35	8661.28	7808.929	3965.292	4317.116	4736.105	4178.127
748.49	8625.723	7773.328	3954.317	4297.152	4721.262	4158.064
748.64	8602.968	7761.694	3948.034	4294.012	4709.309	4148.386
748.78	8555.304	7720.974	3922.71	4264.051	4678.402	4128.391
748.92	8535.905	7705.136	3922.817	4250.641	4670.333	4120.927
749.06	8503.341	7683.253	3911.934	4236.44	4644.945	4104.209
749.21	8486.907	7669.897	3906.391	4242.083	4634.875	4093.072
749.35	8494.299	7672.364	3898.979	4244.804	4636.826	4088.573
749.49	8494.602	7680.229	3897.91	4249.91	4636.987	4092.284
749.64	8491.72	7670.357	3894.907	4238.533	4623.654	4082.478
749.78	8494.614	7661.12	3892.823	4242.317	4626.625	4079.284
749.92	8468.387	7623.684	3875.838	4223.42	4605.727	4055.673
750.06	8442.356	7594.971	3861.795	4210.059	4587.861	4042.938
750.21	8427.768	7581.965	3849.504	4193.526	4581.24	4036.987
750.35	8390.327	7553.843	3834.514	4178.294	4560.36	4021.503
750.49	8363.605	7530.726	3822.44	4163.957	4541.693	4007.111
750.63	8339.151	7502.316	3801.448	4151.382	4525.272	3993.14
750.78	8333.11	7511.264	3798.539	4140.89	4514.055	3988
750.92	8346.628	7534.144	3810.287	4152.529	4522.902	4004.177
751.06	8357.815	7556.101	3807.947	4151.925	4530.189	4004.618
751.2	8344.321	7536.102	3804.42	4154.926	4520.069	3998.838
751.35	8341.74	7540.993	3802.114	4151.499	4519.081	3998.125
751.49	8341.056	7531.913	3798.605	4146.121	4519.879	4000.539
751.63	8332.26	7536.832	3799.228	4144.261	4520.81	3999.986
751.77	8314.991	7514.816	3796.145	4146.739	4516.981	4002.3
751.92	8287.495	7489.077	3774.945	4132.33	4499.253	3985.769
752.06	8266.218	7458.702	3763.372	4124.075	4481.746	3971.196
752.2	8269.943	7464.097	3757.701	4117.459	4483.152	3967.207
752.34	8270.68	7455.867	3755.922	4121.285	4478.164	3964.054
752.49	8255.228	7454.305	3747.953	4119.316	4473.536	3954.031
752.63	8254.959	7444.585	3744.596	4116.069	4469.387	3948.992
752.77	8246.971	7436.246	3736.136	4099.191	4461.674	3934.081
752.91	8255.379	7436.302	3736.841	4098.511	4465.06	3936.357
753.05	8253.666	7443.512	3740.896	4097.49	4472.545	3939.941
753.2	8253.361	7451.955	3741.504	4101.372	4473.856	3939.262
753.34	8242.396	7433.693	3731.913	4090.352	4465.275	3930.913
753.48	8247.214	7429.764	3733.203	4086.962	4463.181	3931.445
753.62	8236.784	7423.685	3729.817	4082.234	4459.18	3924.949
753.77	8238.904	7419.563	3732.717	4086.255	4459.442	3925.42
753.91	8218.527	7405.384	3726.329	4073.252	4447.692	3917.461
754.05	8213.281	7393.456	3727.181	4068.984	4440.193	3915.709
754.19	8194.433	7359.488	3716.169	4049.29	4427.598	3907.301
754.34	8186.679	7357.273	3719.262	4045.02	4429.679	3914.031
754.48	8157.799	7336.261	3700.678	4028.612	4413.469	3897.085
754.62	8144.402	7321.193	3689.863	4019.665	4399.885	3893.116
754.76	8123.132	7307.968	3674.407	3999.44	4382.671	3881.319
754.9	8100.956	7299.989	3665.89	3998.506	4373.627	3877.187
755.05	8076.484	7272.44	3648.55	3984.659	4351.67	3857.791
755.19	8054.281	7264.039	3638.952	3987.303	4338.907	3850.776
755.33	8036.378	7256.95	3622.29	3975.543	4323.609	3826.169
755.47	8036.446	7253.369	3625.863	3974.171	4322.742	3827.797
755.62	8006.585	7230.013	3612.76	3955.288	4311.925	3815.321
755.76	7991.443	7212.058	3605.783	3957.739	4311.497	3812.288
755.9	7994.113	7196.047	3600.42	3946.376	4302.75	3797.794
756.04	7988.831	7197.05	3603.391	3947.435	4306.952	3804.886
756.18	7979.645	7187.733	3600.678	3935.293	4301.953	3797.26
756.33	7964.367	7173.422	3601.697	3926.356	4298.444	3799.807
756.47	7942.288	7158.376	3594.837	3911.914	4282.969	3780.299
756.61	7946.873	7162.169	3599.06	3922.18	4286.268	3776.202
756.75	7934.454	7159.597	3592.498	3913.926	4276.41	3771.85
756.9	7933.932	7164.877	3603.306	3920.844	4287.526	3778.471
757.04	7923.19	7154.839	3590.465	3911.498	4277.102	3761.025
757.18	7911.85	7142.795	3578.543	3903.554	4261.356	3753.092
757.32	7884.763	7113.511	3558.983	3891.489	4242.148	3734.423
757.46	7876.714	7100.538	3550.44	3895.275	4240.022	3737.956
757.61	7846.297	7072.759	3531.374	3874.429	4217.132	3721.231
757.75	7835.043	7053.153	3530.834	3867.757	4205.999	3709.208
757.89	7773.313	7001.445	3494.126	3836.082	4164.06	3681.829
758.03	7689.605	6927.802	3458.934	3798.978	4120.473	3644.692
758.17	7550.936	6806.364	3403.573	3725.573	4050.255	3575.496
758.32	7363.65	6645.452	3318.562	3637.551	3949.375	3493.419
758.46	7078.827	6389.421	3185.223	3489.42	3791.42	3351.476
758.6	6725.589	6072.094	3021.468	3315.446	3601.556	3186.743
758.74	6258.395	5645.252	2799.12	3080.109	3347.252	2960.23
758.88	5717.768	5154.296	2550.483	2812.592	3057.692	2697.076
759.03	5125.771	4609.243	2272.43	2512.013	2729.88	2408.749
759.17	4524.544	4062.389	1992.247	2219.631	2404.071	2123.28
759.31	3935.929	3522.434	1721.05	1923.181	2082.94	1835.17
759.45	3410.433	3045.07	1485.565	1672.378	1801.257	1591.762
759.59	2944.196	2618.174	1274.328	1438.525	1545.009	1366.338
759.73	2576.301	2287.73	1111.961	1260.884	1351.038	1196.796
759.88	2321.793	2056.607	999.925	1137.178	1218.694	1077.211
760.02	2183.822	1936.438	947.042	1070.998	1151.877	1015.701
760.16	2144.474	1899.199	928.32	1049.221	1132.012	997.737
760.3	2207.663	1952.366	964.07	1079.63	1169.872	1030.487
760.44	2370.618	2100.553	1040.443	1155.893	1262.553	1108.102
760.59	2616.154	2320.682	1157.836	1284.781	1402.627	1228.297
760.73	2924.988	2602.262	1298.592	1438.878	1567.163	1371.482
760.87	3268.963	2909.139	1452.667	1608.007	1749.722	1533.37
761.01	3610.031	3217.811	1600.866	1774.602	1935.723	1695.69
761.15	3942.848	3513.705	1754.683	1943.035	2118.112	1856.969
761.29	4219.824	3763.824	1875.978	2079.693	2265.604	1986.583
761.44	4394.424	3922.248	1954.875	2167.71	2358.743	2066.831
761.58	4485.128	4003.37	1991.875	2206.71	2404.051	2103.051
761.72	4477.014	3993.894	1984.41	2202.432	2400.981	2096.146
761.86	4406.776	3926.161	1950.315	2160.886	2361.348	2061.183
762	4297.741	3821.873	1899.774	2110.895	2300.126	2008.829
762.14	4153.612	3694.491	1832.974	2034.93	2220.183	1940.238
762.29	4017.933	3571.56	1773.812	1973.769	2146.955	1876.802
762.43	3917.68	3476.054	1723.724	1917.768	2089.658	1828.043
762.57	3844.862	3405.829	1690.895	1885.356	2048.389	1798.807
762.71	3821.209	3383.362	1683.648	1868.725	2034.901	1790.165
762.85	3843.964	3407.436	1699.139	1892.15	2051.271	1806.392
762.99	3890.422	3450.641	1720.026	1908.971	2075.85	1829.708
763.14	3964.932	3516.932	1754.833	1949.646	2120.284	1867.272
763.28	4049.63	3597.454	1797.3	1988.707	2171.367	1907.202
763.42	4155.057	3685.035	1838.98	2043.024	2223.156	1950.716
763.56	4267.976	3792.636	1892.174	2096.768	2287.515	2004.449
